# y+ ()       
# Time        	patch         	min           	max           	average       
500           	bottom	4.378512e-01	1.338387e+02	3.822790e+01
500           	cylinder	4.811055e-02	1.088334e+01	2.768475e+00
500           	frontAndBack	8.229448e+00	7.537173e+01	4.340105e+01
1000          	bottom	5.718742e-01	1.380147e+02	3.865362e+01
1000          	cylinder	2.920878e-02	1.076357e+01	2.610646e+00
1000          	frontAndBack	8.228753e+00	6.741873e+01	4.356936e+01
1500          	bottom	4.774970e-01	1.390575e+02	3.856670e+01
1500          	cylinder	4.139972e-02	1.075578e+01	2.603650e+00
1500          	frontAndBack	8.228929e+00	6.668663e+01	4.352025e+01
2000          	bottom	4.263105e-01	1.380276e+02	3.864526e+01
2000          	cylinder	2.308754e-02	1.075619e+01	2.608893e+00
2000          	frontAndBack	8.228816e+00	6.700851e+01	4.350850e+01
2500          	bottom	5.254604e-01	1.373145e+02	3.863932e+01
2500          	cylinder	3.279697e-02	1.075688e+01	2.609881e+00
2500          	frontAndBack	8.228736e+00	6.706677e+01	4.349299e+01
3000          	bottom	3.208336e-01	1.390952e+02	3.864604e+01
3000          	cylinder	1.734520e-02	1.075914e+01	2.611726e+00
3000          	frontAndBack	8.228780e+00	6.663825e+01	4.351055e+01
3500          	bottom	4.755657e-01	1.407939e+02	3.863593e+01
3500          	cylinder	2.816619e-02	1.075904e+01	2.611651e+00
3500          	frontAndBack	8.228730e+00	6.683743e+01	4.352265e+01
4000          	bottom	4.372304e-01	1.415731e+02	3.863336e+01
4000          	cylinder	3.466794e-02	1.075896e+01	2.611587e+00
4000          	frontAndBack	8.228771e+00	6.684561e+01	4.351274e+01
4500          	bottom	4.374683e-01	1.396326e+02	3.860214e+01
4500          	cylinder	2.681054e-02	1.075966e+01	2.614486e+00
4500          	frontAndBack	8.228740e+00	6.689647e+01	4.350497e+01
5000          	bottom	4.358365e-01	1.403220e+02	3.863157e+01
5000          	cylinder	3.003941e-02	1.075844e+01	2.615161e+00
5000          	frontAndBack	8.228662e+00	6.696906e+01	4.349597e+01
