# y+ ()       
# Time        	patch         	min           	max           	average       
0.5           	bottom	4.715401e-02	5.679260e+00	8.279875e-01
0.5           	frontAndBack	1.368281e-02	8.465285e+01	1.907332e+00
0.5           	obstacle	5.627883e-04	9.817393e-01	4.093825e-02
0.5           	outletAir	0.000000e+00	2.235146e+01	4.151071e+00
0.5           	outletWater	0.000000e+00	2.235269e+01	2.348883e+00
1             	bottom	6.527093e-02	1.902803e+01	1.181705e+00
1             	frontAndBack	8.879178e-03	2.952258e+02	8.187129e+00
1             	obstacle	2.194153e-03	8.100821e-01	4.933337e-02
1             	outletAir	0.000000e+00	2.274311e+01	3.853555e+00
1             	outletWater	0.000000e+00	2.244338e+01	3.993307e+00
1.5           	bottom	2.222877e-01	3.378493e+02	8.778094e+00
1.5           	frontAndBack	2.920393e-02	6.625634e+02	3.495838e+01
1.5           	obstacle	6.457276e-02	1.117135e+01	2.234551e+00
1.5           	outletAir	0.000000e+00	2.263587e+01	3.947760e+00
1.5           	outletWater	0.000000e+00	2.177867e+01	3.129745e+00
2             	bottom	4.878224e-01	2.801835e+02	2.876337e+01
2             	frontAndBack	1.028481e-01	2.275033e+02	4.322353e+01
2             	obstacle	2.528652e-02	2.495077e+01	3.880245e+00
2             	outletAir	0.000000e+00	2.244042e+01	3.928509e+00
2             	outletWater	0.000000e+00	1.687717e+01	2.941100e+00
4             	bottom	2.076883e+00	2.917158e+02	5.210061e+01
4             	frontAndBack	1.029296e-01	2.838747e+02	5.404787e+01
4             	obstacle	4.054062e-02	1.575750e+01	5.196050e+00
4             	outletAir	0.000000e+00	6.030648e+00	1.012421e+00
4             	outletWater	0.000000e+00	0.000000e+00	0.000000e+00
6             	bottom	2.247111e+00	3.453844e+02	7.078829e+01
6             	frontAndBack	4.371167e-02	2.114091e+02	5.536285e+01
6             	obstacle	8.564967e-02	1.536693e+01	5.461064e+00
6             	outletAir	0.000000e+00	2.440805e+00	2.139860e-02
6             	outletWater	0.000000e+00	0.000000e+00	0.000000e+00
8             	bottom	1.964372e+00	4.401604e+02	8.138450e+01
8             	frontAndBack	9.660308e-02	2.318856e+02	6.053731e+01
8             	obstacle	1.319181e-01	1.574525e+01	5.701873e+00
8             	outletAir	0.000000e+00	0.000000e+00	0.000000e+00
8             	outletWater	0.000000e+00	0.000000e+00	0.000000e+00
10            	bottom	1.752459e+00	4.467366e+02	8.853525e+01
10            	frontAndBack	3.346500e-01	2.343854e+02	6.319474e+01
10            	obstacle	9.608359e-02	1.944637e+01	7.407036e+00
10            	outletAir	0.000000e+00	3.063044e+00	6.808422e-03
10            	outletWater	0.000000e+00	0.000000e+00	0.000000e+00
12            	bottom	2.243156e+00	4.604618e+02	9.895394e+01
12            	frontAndBack	1.649787e-01	2.193027e+02	6.444312e+01
12            	obstacle	1.805182e-01	2.605786e+01	9.579476e+00
12            	outletAir	0.000000e+00	0.000000e+00	0.000000e+00
12            	outletWater	0.000000e+00	0.000000e+00	0.000000e+00
15            	bottom	2.240025e+00	4.555087e+02	1.020569e+02
15            	frontAndBack	1.579938e-01	2.126301e+02	6.397576e+01
15            	obstacle	1.614857e-01	2.681989e+01	1.007099e+01
15            	outletAir	0.000000e+00	0.000000e+00	0.000000e+00
15            	outletWater	0.000000e+00	0.000000e+00	0.000000e+00
20            	bottom	2.236248e+00	4.363124e+02	9.558706e+01
20            	frontAndBack	1.626044e-01	2.059231e+02	6.240238e+01
20            	obstacle	4.941091e-01	2.304187e+01	9.359291e+00
20            	outletAir	0.000000e+00	0.000000e+00	0.000000e+00
20            	outletWater	0.000000e+00	0.000000e+00	0.000000e+00
25            	bottom	2.235333e+00	4.230074e+02	9.560263e+01
25            	frontAndBack	2.091693e-01	2.034021e+02	6.142194e+01
25            	obstacle	5.573275e-01	2.345405e+01	9.438571e+00
25            	outletAir	0.000000e+00	0.000000e+00	0.000000e+00
25            	outletWater	0.000000e+00	0.000000e+00	0.000000e+00
27.511629     	bottom	2.235295e+00	4.244039e+02	9.628259e+01
27.511629     	frontAndBack	2.996177e-01	2.028960e+02	6.169008e+01
27.511629     	obstacle	5.407446e-01	2.359996e+01	9.508068e+00
27.511629     	outletAir	0.000000e+00	0.000000e+00	0.000000e+00
27.511629     	outletWater	0.000000e+00	0.000000e+00	0.000000e+00
30            	bottom	2.235293e+00	4.238931e+02	9.622750e+01
30            	frontAndBack	3.083123e-01	2.017238e+02	6.151629e+01
30            	obstacle	3.650455e-01	2.364488e+01	9.512676e+00
30            	outletAir	0.000000e+00	0.000000e+00	0.000000e+00
30            	outletWater	0.000000e+00	0.000000e+00	0.000000e+00
