# y+ ()       
# Time        	patch         	min           	max           	average       
500           	bottom	3.948905e-01	1.493647e+02	3.424667e+01
500           	cylinder	4.295184e-02	9.615186e+00	2.113294e+00
500           	frontAndBack	8.214192e+00	5.954199e+01	3.932157e+01
1000          	bottom	3.765911e-01	1.498984e+02	3.409934e+01
1000          	cylinder	2.466015e-02	9.896463e+00	2.017668e+00
1000          	frontAndBack	8.212412e+00	5.782613e+01	3.993546e+01
1500          	bottom	5.132800e-01	1.456237e+02	3.410710e+01
1500          	cylinder	2.223088e-02	9.399529e+00	1.974709e+00
1500          	frontAndBack	8.209698e+00	5.782382e+01	4.004913e+01
2000          	bottom	3.252164e-01	1.466110e+02	3.387907e+01
2000          	cylinder	1.853948e-02	9.529103e+00	1.998213e+00
2000          	frontAndBack	8.208663e+00	5.895249e+01	4.013007e+01
2500          	bottom	5.055319e-01	1.449322e+02	3.400252e+01
2500          	cylinder	2.228172e-02	9.317097e+00	1.948207e+00
2500          	frontAndBack	8.215269e+00	5.866303e+01	4.021197e+01
3000          	bottom	2.175422e-01	1.450145e+02	3.422356e+01
3000          	cylinder	2.040787e-02	9.347312e+00	1.975841e+00
3000          	frontAndBack	8.214522e+00	5.782317e+01	4.006475e+01
3500          	bottom	3.592654e-01	1.458290e+02	3.406093e+01
3500          	cylinder	1.145205e-02	9.424779e+00	1.975583e+00
3500          	frontAndBack	8.204252e+00	5.897223e+01	4.002067e+01
4000          	bottom	4.495542e-01	1.462827e+02	3.400141e+01
4000          	cylinder	8.387392e-03	9.456926e+00	1.977262e+00
4000          	frontAndBack	8.214928e+00	5.821040e+01	4.014567e+01
4500          	bottom	5.559843e-01	1.468364e+02	3.384689e+01
4500          	cylinder	1.286129e-02	9.523820e+00	1.979694e+00
4500          	frontAndBack	8.214795e+00	5.782390e+01	4.009010e+01
5000          	bottom	6.617214e-01	1.461924e+02	3.384390e+01
5000          	cylinder	1.689913e-02	9.459023e+00	1.970252e+00
5000          	frontAndBack	8.213186e+00	5.782332e+01	4.005534e+01
