# y+ ()       
# Time        	patch         	min           	max           	average       
500           	bottom	3.586087e-01	1.155626e+02	3.298550e+01
500           	cylinder	2.409705e-02	9.188020e+00	2.328166e+00
500           	frontAndBack	8.220111e+00	6.454553e+01	4.092393e+01
1000          	bottom	2.896097e-01	1.133660e+02	3.293612e+01
1000          	cylinder	4.717075e-03	9.339067e+00	2.148161e+00
1000          	frontAndBack	8.220184e+00	6.358717e+01	4.096003e+01
1500          	bottom	2.834629e-01	1.101158e+02	3.270966e+01
1500          	cylinder	1.272764e-02	9.325720e+00	2.139071e+00
1500          	frontAndBack	8.220052e+00	6.077497e+01	4.100595e+01
2000          	bottom	2.803477e-01	1.110697e+02	3.266871e+01
2000          	cylinder	2.120310e-02	9.319825e+00	2.133885e+00
2000          	frontAndBack	8.220050e+00	6.081852e+01	4.101164e+01
2500          	bottom	3.045184e-01	1.122361e+02	3.263709e+01
2500          	cylinder	5.999765e-03	9.320311e+00	2.132538e+00
2500          	frontAndBack	8.220112e+00	6.077280e+01	4.100861e+01
3000          	bottom	3.095711e-01	1.124490e+02	3.263685e+01
3000          	cylinder	1.250861e-02	9.320564e+00	2.132727e+00
3000          	frontAndBack	8.220062e+00	6.058400e+01	4.100774e+01
3500          	bottom	3.015935e-01	1.125234e+02	3.263469e+01
3500          	cylinder	1.862365e-02	9.320518e+00	2.134111e+00
3500          	frontAndBack	8.220050e+00	6.028439e+01	4.100610e+01
4000          	bottom	3.146871e-01	1.122232e+02	3.263125e+01
4000          	cylinder	1.394332e-02	9.320530e+00	2.135635e+00
4000          	frontAndBack	8.220002e+00	6.028325e+01	4.100815e+01
