# y+ ()       
# Time        	patch         	min           	max           	average       
200           	bottom	1.763100e-01	3.168480e+01	1.000046e+01
200           	cylinder	6.526505e-03	3.447588e+00	7.351301e-01
200           	frontAndBack	2.870867e+00	2.195918e+01	1.485027e+01
400           	bottom	1.270806e-01	4.738804e+01	1.102332e+01
400           	cylinder	5.690696e-03	3.294033e+00	6.809041e-01
400           	frontAndBack	2.805654e+00	2.650116e+01	1.478871e+01
600           	bottom	1.030343e-01	4.661595e+01	1.101541e+01
600           	cylinder	6.008731e-03	3.211110e+00	6.783655e-01
600           	frontAndBack	2.832217e+00	2.375949e+01	1.523419e+01
800           	bottom	9.918224e-02	4.392180e+01	1.127250e+01
800           	cylinder	6.524149e-03	3.154519e+00	6.658840e-01
800           	frontAndBack	2.828994e+00	2.342334e+01	1.542126e+01
1000          	bottom	1.575809e-01	4.363440e+01	1.129441e+01
1000          	cylinder	1.088709e-02	3.136997e+00	6.430813e-01
1000          	frontAndBack	2.816735e+00	2.355235e+01	1.563601e+01
1200          	bottom	1.070078e-01	4.404910e+01	1.131583e+01
1200          	cylinder	5.075667e-03	2.984118e+00	6.305123e-01
1200          	frontAndBack	2.806612e+00	2.354709e+01	1.560875e+01
1400          	bottom	1.182839e-01	4.418672e+01	1.131507e+01
1400          	cylinder	3.508143e-03	2.969894e+00	6.297519e-01
1400          	frontAndBack	2.813430e+00	2.351355e+01	1.558654e+01
1600          	bottom	1.253345e-01	4.411881e+01	1.129949e+01
1600          	cylinder	3.515080e-03	2.968654e+00	6.297279e-01
1600          	frontAndBack	2.841054e+00	2.344936e+01	1.556766e+01
1800          	bottom	1.279530e-01	4.386664e+01	1.129167e+01
1800          	cylinder	4.096553e-03	2.969012e+00	6.299216e-01
1800          	frontAndBack	2.789367e+00	2.338687e+01	1.554955e+01
2000          	bottom	1.115143e-01	4.380033e+01	1.128652e+01
2000          	cylinder	3.822630e-03	2.968461e+00	6.301442e-01
2000          	frontAndBack	2.834020e+00	2.336950e+01	1.553958e+01
2200          	bottom	1.117157e-01	4.377400e+01	1.128491e+01
2200          	cylinder	3.407162e-03	2.966504e+00	6.303512e-01
2200          	frontAndBack	2.803598e+00	2.336666e+01	1.553804e+01
2400          	bottom	1.185136e-01	4.374276e+01	1.128506e+01
2400          	cylinder	3.294824e-03	2.964415e+00	6.305797e-01
2400          	frontAndBack	2.810508e+00	2.337246e+01	1.554033e+01
2600          	bottom	1.129377e-01	4.373417e+01	1.128642e+01
2600          	cylinder	3.084664e-03	2.963050e+00	6.308461e-01
2600          	frontAndBack	2.826798e+00	2.338777e+01	1.554455e+01
2800          	bottom	1.104703e-01	4.373167e+01	1.128779e+01
2800          	cylinder	3.661933e-03	2.962125e+00	6.310368e-01
2800          	frontAndBack	2.825006e+00	2.340128e+01	1.554922e+01
3000          	bottom	1.105404e-01	4.373553e+01	1.128906e+01
3000          	cylinder	3.109149e-03	2.961602e+00	6.310970e-01
3000          	frontAndBack	2.811144e+00	2.341065e+01	1.555279e+01
3200          	bottom	1.133895e-01	4.374490e+01	1.129003e+01
3200          	cylinder	2.679765e-03	2.961306e+00	6.310402e-01
3200          	frontAndBack	2.808788e+00	2.341542e+01	1.555469e+01
3400          	bottom	1.204440e-01	4.374725e+01	1.129026e+01
3400          	cylinder	2.969591e-03	2.960847e+00	6.315008e-01
3400          	frontAndBack	2.821325e+00	2.342032e+01	1.555672e+01
3600          	bottom	1.192609e-01	4.375197e+01	1.129159e+01
3600          	cylinder	3.090106e-03	2.961602e+00	6.312528e-01
3600          	frontAndBack	2.849541e+00	2.342411e+01	1.555867e+01
3800          	bottom	1.204562e-01	4.377114e+01	1.129286e+01
3800          	cylinder	3.270201e-03	2.961483e+00	6.308640e-01
3800          	frontAndBack	2.815583e+00	2.342429e+01	1.555969e+01
4000          	bottom	1.216258e-01	4.377895e+01	1.129449e+01
4000          	cylinder	3.503310e-03	2.961621e+00	6.305657e-01
4000          	frontAndBack	2.845189e+00	2.342716e+01	1.556046e+01
4200          	bottom	1.254480e-01	4.378889e+01	1.129536e+01
4200          	cylinder	3.531480e-03	2.961754e+00	6.303274e-01
4200          	frontAndBack	2.877607e+00	2.342692e+01	1.556105e+01
4400          	bottom	1.272511e-01	4.380257e+01	1.129631e+01
4400          	cylinder	3.438279e-03	2.962113e+00	6.304181e-01
4400          	frontAndBack	2.858810e+00	2.342433e+01	1.556074e+01
4600          	bottom	1.173062e-01	4.379654e+01	1.129624e+01
4600          	cylinder	3.173960e-03	2.963030e+00	6.302502e-01
4600          	frontAndBack	2.840699e+00	2.341898e+01	1.555949e+01
4800          	bottom	1.143035e-01	4.381204e+01	1.129623e+01
4800          	cylinder	3.184160e-03	2.963682e+00	6.301913e-01
4800          	frontAndBack	2.888633e+00	2.341612e+01	1.555829e+01
5000          	bottom	1.163620e-01	4.380527e+01	1.129600e+01
5000          	cylinder	3.683948e-03	2.964368e+00	6.300410e-01
5000          	frontAndBack	2.806101e+00	2.341111e+01	1.555670e+01
