# Force bins  
# bins        : 20
# start       : -2.176157e-01
# end         : 2.176596e-01
# delta       : 2.176376e-02
# direction   : (1.000000e+00 0.000000e+00 0.000000e+00)
# x co-ords  :	-1.958519e-01	-1.740881e-01	-1.523244e-01	-1.305606e-01	-1.087968e-01	-8.703306e-02	-6.526930e-02	-4.350553e-02	-2.174177e-02	2.199889e-05	2.178576e-02	4.354953e-02	6.531329e-02	8.707706e-02	1.088408e-01	1.306046e-01	1.523684e-01	1.741321e-01	1.958959e-01	2.176596e-01
# y co-ords  :	-0.000000e+00	-0.000000e+00	-0.000000e+00	-0.000000e+00	-0.000000e+00	-0.000000e+00	-0.000000e+00	-0.000000e+00	-0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
# z co-ords  :	-0.000000e+00	-0.000000e+00	-0.000000e+00	-0.000000e+00	-0.000000e+00	-0.000000e+00	-0.000000e+00	-0.000000e+00	-0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
#
# Time        	0:(total_x total_y total_z)	0:(pressure_x pressure_y pressure_z)	0:(viscous_x viscous_y viscous_z)	1:(total_x total_y total_z)	1:(pressure_x pressure_y pressure_z)	1:(viscous_x viscous_y viscous_z)	2:(total_x total_y total_z)	2:(pressure_x pressure_y pressure_z)	2:(viscous_x viscous_y viscous_z)	3:(total_x total_y total_z)	3:(pressure_x pressure_y pressure_z)	3:(viscous_x viscous_y viscous_z)	4:(total_x total_y total_z)	4:(pressure_x pressure_y pressure_z)	4:(viscous_x viscous_y viscous_z)	5:(total_x total_y total_z)	5:(pressure_x pressure_y pressure_z)	5:(viscous_x viscous_y viscous_z)	6:(total_x total_y total_z)	6:(pressure_x pressure_y pressure_z)	6:(viscous_x viscous_y viscous_z)	7:(total_x total_y total_z)	7:(pressure_x pressure_y pressure_z)	7:(viscous_x viscous_y viscous_z)	8:(total_x total_y total_z)	8:(pressure_x pressure_y pressure_z)	8:(viscous_x viscous_y viscous_z)	9:(total_x total_y total_z)	9:(pressure_x pressure_y pressure_z)	9:(viscous_x viscous_y viscous_z)	10:(total_x total_y total_z)	10:(pressure_x pressure_y pressure_z)	10:(viscous_x viscous_y viscous_z)	11:(total_x total_y total_z)	11:(pressure_x pressure_y pressure_z)	11:(viscous_x viscous_y viscous_z)	12:(total_x total_y total_z)	12:(pressure_x pressure_y pressure_z)	12:(viscous_x viscous_y viscous_z)	13:(total_x total_y total_z)	13:(pressure_x pressure_y pressure_z)	13:(viscous_x viscous_y viscous_z)	14:(total_x total_y total_z)	14:(pressure_x pressure_y pressure_z)	14:(viscous_x viscous_y viscous_z)	15:(total_x total_y total_z)	15:(pressure_x pressure_y pressure_z)	15:(viscous_x viscous_y viscous_z)	16:(total_x total_y total_z)	16:(pressure_x pressure_y pressure_z)	16:(viscous_x viscous_y viscous_z)	17:(total_x total_y total_z)	17:(pressure_x pressure_y pressure_z)	17:(viscous_x viscous_y viscous_z)	18:(total_x total_y total_z)	18:(pressure_x pressure_y pressure_z)	18:(viscous_x viscous_y viscous_z)	19:(total_x total_y total_z)	19:(pressure_x pressure_y pressure_z)	19:(viscous_x viscous_y viscous_z)
3601          	(-2.022687e+02 3.205996e-01 -1.078757e+01)	(-2.022690e+02 3.200573e-01 -1.078732e+01)	(2.655642e-04 5.423026e-04 -2.486563e-04)	(-2.186196e+02 2.555476e-01 -3.602944e+01)	(-2.186199e+02 2.549783e-01 -3.602915e+01)	(3.802651e-04 5.693248e-04 -2.838362e-04)	(-2.186647e+02 9.921715e-02 -6.103807e+01)	(-2.186652e+02 9.871537e-02 -6.103778e+01)	(4.806716e-04 5.017717e-04 -2.901161e-04)	(-2.188532e+02 -3.439301e-01 -8.588004e+01)	(-2.188538e+02 -3.443649e-01 -8.587974e+01)	(5.868650e-04 4.348683e-04 -2.934909e-04)	(-2.188272e+02 -3.274847e-01 -1.109307e+02)	(-2.188279e+02 -3.278542e-01 -1.109304e+02)	(6.945325e-04 3.694473e-04 -2.962599e-04)	(-2.184949e+02 2.495785e-01 -1.356912e+02)	(-2.184957e+02 2.492736e-01 -1.356909e+02)	(8.031177e-04 3.049576e-04 -2.990805e-04)	(-2.183002e+02 5.872689e-01 -1.603823e+02)	(-2.183011e+02 5.870288e-01 -1.603820e+02)	(9.139579e-04 2.400901e-04 -3.022175e-04)	(-2.183848e+02 4.391781e-01 -1.854086e+02)	(-2.183859e+02 4.390040e-01 -1.854083e+02)	(1.028166e-03 1.740880e-04 -3.058328e-04)	(-2.183768e+02 4.525304e-01 -2.101275e+02)	(-2.183779e+02 4.524229e-01 -2.101272e+02)	(1.144680e-03 1.074499e-04 -3.097735e-04)	(-2.187211e+02 -1.392672e-01 -2.349681e+02)	(-2.187223e+02 -1.393058e-01 -2.349678e+02)	(1.265613e-03 3.862742e-05 -3.138345e-04)	(-2.184383e+02 3.452046e-01 -2.598717e+02)	(-2.184397e+02 3.452366e-01 -2.598714e+02)	(1.390356e-03 -3.197737e-05 -3.181897e-04)	(-2.181946e+02 7.655540e-01 -2.845820e+02)	(-2.181961e+02 7.656595e-01 -2.845817e+02)	(1.520764e-03 -1.054879e-04 -3.229715e-04)	(-2.182120e+02 7.362902e-01 -3.095014e+02)	(-2.182137e+02 7.364729e-01 -3.095011e+02)	(1.658417e-03 -1.827063e-04 -3.284037e-04)	(-2.181842e+02 7.861029e-01 -3.343551e+02)	(-2.181860e+02 7.863672e-01 -3.343548e+02)	(1.804709e-03 -2.643438e-04 -3.346313e-04)	(-2.183719e+02 4.577750e-01 -3.591805e+02)	(-2.183739e+02 4.581270e-01 -3.591802e+02)	(1.962312e-03 -3.519456e-04 -3.420834e-04)	(-2.186854e+02 -5.671254e-02 -3.839763e+02)	(-2.186875e+02 -5.626481e-02 -3.839760e+02)	(2.135328e-03 -4.477253e-04 -3.513357e-04)	(-2.184179e+02 5.216432e-01 -4.089205e+02)	(-2.184202e+02 5.221994e-01 -4.089201e+02)	(2.332171e-03 -5.562301e-04 -3.631529e-04)	(-2.182736e+02 8.517220e-01 -4.339052e+02)	(-2.182762e+02 8.524089e-01 -4.339048e+02)	(2.572853e-03 -6.868596e-04 -3.790321e-04)	(-2.018716e+02 9.988569e-01 -4.592189e+02)	(-2.018745e+02 9.997214e-01 -4.592185e+02)	(2.907527e-03 -8.644459e-04 -3.960849e-04)	(4.105863e-01 5.961440e-01 -4.699418e+02)	(4.076818e-01 5.970473e-01 -4.699414e+02)	(2.904558e-03 -9.032570e-04 -4.057254e-04)
3602          	(-2.022687e+02 3.205819e-01 -1.078757e+01)	(-2.022690e+02 3.200398e-01 -1.078732e+01)	(2.657868e-04 5.420831e-04 -2.486196e-04)	(-2.186196e+02 2.555124e-01 -3.602944e+01)	(-2.186199e+02 2.549434e-01 -3.602915e+01)	(3.806500e-04 5.690035e-04 -2.837897e-04)	(-2.186647e+02 9.917015e-02 -6.103807e+01)	(-2.186652e+02 9.866872e-02 -6.103778e+01)	(4.811148e-04 5.014307e-04 -2.900552e-04)	(-2.188532e+02 -3.439859e-01 -8.588004e+01)	(-2.188538e+02 -3.444204e-01 -8.587975e+01)	(5.873631e-04 4.345057e-04 -2.934173e-04)	(-2.188272e+02 -3.275470e-01 -1.109307e+02)	(-2.188279e+02 -3.279161e-01 -1.109304e+02)	(6.950536e-04 3.690778e-04 -2.961736e-04)	(-2.184949e+02 2.495116e-01 -1.356912e+02)	(-2.184957e+02 2.492070e-01 -1.356909e+02)	(8.036682e-04 3.045798e-04 -2.989873e-04)	(-2.183002e+02 5.871988e-01 -1.603823e+02)	(-2.183011e+02 5.869592e-01 -1.603820e+02)	(9.145597e-04 2.396900e-04 -3.021211e-04)	(-2.183849e+02 4.391065e-01 -1.854086e+02)	(-2.183859e+02 4.389328e-01 -1.854083e+02)	(1.028836e-03 1.736528e-04 -3.057331e-04)	(-2.183768e+02 4.524583e-01 -2.101275e+02)	(-2.183779e+02 4.523513e-01 -2.101272e+02)	(1.145444e-03 1.069666e-04 -3.096682e-04)	(-2.187211e+02 -1.393386e-01 -2.349681e+02)	(-2.187223e+02 -1.393767e-01 -2.349678e+02)	(1.266485e-03 3.808773e-05 -3.137286e-04)	(-2.184383e+02 3.451346e-01 -2.598717e+02)	(-2.184397e+02 3.451671e-01 -2.598714e+02)	(1.391310e-03 -3.256244e-05 -3.180871e-04)	(-2.181946e+02 7.654852e-01 -2.845820e+02)	(-2.181961e+02 7.655913e-01 -2.845817e+02)	(1.521802e-03 -1.061197e-04 -3.228702e-04)	(-2.182120e+02 7.362222e-01 -3.095014e+02)	(-2.182137e+02 7.364055e-01 -3.095011e+02)	(1.659523e-03 -1.833702e-04 -3.282994e-04)	(-2.181842e+02 7.860332e-01 -3.343551e+02)	(-2.181860e+02 7.862982e-01 -3.343548e+02)	(1.805848e-03 -2.650227e-04 -3.345208e-04)	(-2.183719e+02 4.577004e-01 -3.591805e+02)	(-2.183739e+02 4.580530e-01 -3.591802e+02)	(1.963471e-03 -3.526338e-04 -3.419670e-04)	(-2.186854e+02 -5.679665e-02 -3.839764e+02)	(-2.186875e+02 -5.634823e-02 -3.839760e+02)	(2.136504e-03 -4.484215e-04 -3.512172e-04)	(-2.184179e+02 5.215451e-01 -4.089205e+02)	(-2.184202e+02 5.221021e-01 -4.089201e+02)	(2.333344e-03 -5.569273e-04 -3.630304e-04)	(-2.182737e+02 8.516085e-01 -4.339052e+02)	(-2.182762e+02 8.522961e-01 -4.339048e+02)	(2.573995e-03 -6.875440e-04 -3.788856e-04)	(-2.018716e+02 9.987366e-01 -4.592189e+02)	(-2.018746e+02 9.996017e-01 -4.592185e+02)	(2.908493e-03 -8.650334e-04 -3.959106e-04)	(4.105239e-01 5.960242e-01 -4.699418e+02)	(4.076181e-01 5.969282e-01 -4.699414e+02)	(2.905775e-03 -9.040111e-04 -4.056937e-04)
3603          	(-2.022687e+02 3.205635e-01 -1.078757e+01)	(-2.022690e+02 3.200216e-01 -1.078732e+01)	(2.660223e-04 5.418770e-04 -2.485807e-04)	(-2.186196e+02 2.554795e-01 -3.602943e+01)	(-2.186199e+02 2.549108e-01 -3.602915e+01)	(3.810840e-04 5.686842e-04 -2.837396e-04)	(-2.186647e+02 9.912785e-02 -6.103808e+01)	(-2.186652e+02 9.862677e-02 -6.103779e+01)	(4.816174e-04 5.010860e-04 -2.899923e-04)	(-2.188532e+02 -3.440359e-01 -8.588004e+01)	(-2.188538e+02 -3.444701e-01 -8.587975e+01)	(5.879180e-04 4.341389e-04 -2.933423e-04)	(-2.188272e+02 -3.276029e-01 -1.109308e+02)	(-2.188279e+02 -3.279716e-01 -1.109305e+02)	(6.956351e-04 3.687015e-04 -2.960860e-04)	(-2.184949e+02 2.494513e-01 -1.356912e+02)	(-2.184957e+02 2.491471e-01 -1.356909e+02)	(8.042773e-04 3.041958e-04 -2.988923e-04)	(-2.183002e+02 5.871350e-01 -1.603823e+02)	(-2.183011e+02 5.868957e-01 -1.603820e+02)	(9.152144e-04 2.392857e-04 -3.020221e-04)	(-2.183849e+02 4.390398e-01 -1.854086e+02)	(-2.183859e+02 4.388666e-01 -1.854083e+02)	(1.029555e-03 1.732147e-04 -3.056297e-04)	(-2.183768e+02 4.523895e-01 -2.101275e+02)	(-2.183779e+02 4.522831e-01 -2.101272e+02)	(1.146255e-03 1.064808e-04 -3.095578e-04)	(-2.187211e+02 -1.394090e-01 -2.349681e+02)	(-2.187224e+02 -1.394465e-01 -2.349678e+02)	(1.267398e-03 3.754609e-05 -3.136171e-04)	(-2.184383e+02 3.450629e-01 -2.598717e+02)	(-2.184397e+02 3.450961e-01 -2.598714e+02)	(1.392303e-03 -3.314959e-05 -3.179783e-04)	(-2.181946e+02 7.654120e-01 -2.845820e+02)	(-2.181962e+02 7.655188e-01 -2.845817e+02)	(1.522877e-03 -1.067547e-04 -3.227631e-04)	(-2.182120e+02 7.361471e-01 -3.095015e+02)	(-2.182137e+02 7.363312e-01 -3.095011e+02)	(1.660667e-03 -1.840409e-04 -3.281889e-04)	(-2.181842e+02 7.859548e-01 -3.343552e+02)	(-2.181860e+02 7.862205e-01 -3.343548e+02)	(1.807019e-03 -2.657074e-04 -3.344042e-04)	(-2.183719e+02 4.576164e-01 -3.591805e+02)	(-2.183739e+02 4.579697e-01 -3.591802e+02)	(1.964659e-03 -3.533257e-04 -3.418449e-04)	(-2.186854e+02 -5.688905e-02 -3.839764e+02)	(-2.186876e+02 -5.643993e-02 -3.839760e+02)	(2.137711e-03 -4.491191e-04 -3.510925e-04)	(-2.184179e+02 5.214418e-01 -4.089205e+02)	(-2.184203e+02 5.219994e-01 -4.089202e+02)	(2.334543e-03 -5.576190e-04 -3.629012e-04)	(-2.182737e+02 8.514931e-01 -4.339052e+02)	(-2.182763e+02 8.521813e-01 -4.339049e+02)	(2.575159e-03 -6.882164e-04 -3.787341e-04)	(-2.018717e+02 9.986172e-01 -4.592189e+02)	(-2.018746e+02 9.994828e-01 -4.592185e+02)	(2.909481e-03 -8.656011e-04 -3.957362e-04)	(4.104581e-01 5.959070e-01 -4.699419e+02)	(4.075511e-01 5.968116e-01 -4.699415e+02)	(2.907033e-03 -9.046660e-04 -4.056793e-04)
3604          	(-2.022687e+02 3.205457e-01 -1.078757e+01)	(-2.022689e+02 3.200040e-01 -1.078732e+01)	(2.662601e-04 5.416741e-04 -2.485413e-04)	(-2.186195e+02 2.554503e-01 -3.602943e+01)	(-2.186199e+02 2.548819e-01 -3.602915e+01)	(3.815286e-04 5.683706e-04 -2.836866e-04)	(-2.186647e+02 9.909109e-02 -6.103808e+01)	(-2.186652e+02 9.859035e-02 -6.103779e+01)	(4.821328e-04 5.007436e-04 -2.899282e-04)	(-2.188532e+02 -3.440795e-01 -8.588005e+01)	(-2.188538e+02 -3.445133e-01 -8.587976e+01)	(5.884779e-04 4.337764e-04 -2.932669e-04)	(-2.188272e+02 -3.276523e-01 -1.109308e+02)	(-2.188279e+02 -3.280206e-01 -1.109305e+02)	(6.962229e-04 3.683280e-04 -2.959983e-04)	(-2.184949e+02 2.493972e-01 -1.356913e+02)	(-2.184958e+02 2.490934e-01 -1.356910e+02)	(8.048882e-04 3.038156e-04 -2.987965e-04)	(-2.183002e+02 5.870763e-01 -1.603824e+02)	(-2.183011e+02 5.868375e-01 -1.603820e+02)	(9.158605e-04 2.388889e-04 -3.019214e-04)	(-2.183849e+02 4.389765e-01 -1.854087e+02)	(-2.183859e+02 4.388037e-01 -1.854083e+02)	(1.030259e-03 1.727868e-04 -3.055230e-04)	(-2.183768e+02 4.523216e-01 -2.101275e+02)	(-2.183780e+02 4.522156e-01 -2.101272e+02)	(1.147045e-03 1.060072e-04 -3.094430e-04)	(-2.187211e+02 -1.394816e-01 -2.349681e+02)	(-2.187224e+02 -1.395186e-01 -2.349678e+02)	(1.268281e-03 3.701949e-05 -3.135012e-04)	(-2.184383e+02 3.449857e-01 -2.598717e+02)	(-2.184397e+02 3.450194e-01 -2.598714e+02)	(1.393263e-03 -3.372158e-05 -3.178651e-04)	(-2.181946e+02 7.653298e-01 -2.845820e+02)	(-2.181962e+02 7.654371e-01 -2.845817e+02)	(1.523914e-03 -1.073735e-04 -3.226523e-04)	(-2.182120e+02 7.360593e-01 -3.095015e+02)	(-2.182137e+02 7.362440e-01 -3.095011e+02)	(1.661770e-03 -1.846983e-04 -3.280747e-04)	(-2.181843e+02 7.858609e-01 -3.343552e+02)	(-2.181861e+02 7.861273e-01 -3.343549e+02)	(1.808152e-03 -2.663818e-04 -3.342843e-04)	(-2.183720e+02 4.575152e-01 -3.591806e+02)	(-2.183739e+02 4.578693e-01 -3.591802e+02)	(1.965813e-03 -3.540095e-04 -3.417204e-04)	(-2.186855e+02 -5.699871e-02 -3.839764e+02)	(-2.186876e+02 -5.654890e-02 -3.839760e+02)	(2.138885e-03 -4.498081e-04 -3.509650e-04)	(-2.184180e+02 5.213229e-01 -4.089206e+02)	(-2.184203e+02 5.218812e-01 -4.089202e+02)	(2.335706e-03 -5.582984e-04 -3.627690e-04)	(-2.182737e+02 8.513641e-01 -4.339053e+02)	(-2.182763e+02 8.520529e-01 -4.339049e+02)	(2.576281e-03 -6.888705e-04 -3.785807e-04)	(-2.018717e+02 9.984858e-01 -4.592189e+02)	(-2.018747e+02 9.993520e-01 -4.592185e+02)	(2.910414e-03 -8.661472e-04 -3.955635e-04)	(4.103810e-01 5.957793e-01 -4.699419e+02)	(4.074728e-01 5.966846e-01 -4.699415e+02)	(2.908231e-03 -9.052330e-04 -4.056757e-04)
3605          	(-2.022687e+02 3.205292e-01 -1.078757e+01)	(-2.022689e+02 3.199877e-01 -1.078732e+01)	(2.665064e-04 5.414938e-04 -2.485006e-04)	(-2.186195e+02 2.554250e-01 -3.602943e+01)	(-2.186199e+02 2.548569e-01 -3.602915e+01)	(3.819657e-04 5.680902e-04 -2.836298e-04)	(-2.186647e+02 9.905927e-02 -6.103808e+01)	(-2.186652e+02 9.855884e-02 -6.103779e+01)	(4.826390e-04 5.004318e-04 -2.898619e-04)	(-2.188532e+02 -3.441178e-01 -8.588005e+01)	(-2.188538e+02 -3.445512e-01 -8.587976e+01)	(5.890198e-04 4.334471e-04 -2.931901e-04)	(-2.188272e+02 -3.276965e-01 -1.109308e+02)	(-2.188279e+02 -3.280645e-01 -1.109305e+02)	(6.967929e-04 3.679866e-04 -2.959096e-04)	(-2.184949e+02 2.493476e-01 -1.356913e+02)	(-2.184958e+02 2.490441e-01 -1.356910e+02)	(8.054759e-04 3.034684e-04 -2.986991e-04)	(-2.183002e+02 5.870207e-01 -1.603824e+02)	(-2.183011e+02 5.867822e-01 -1.603821e+02)	(9.164724e-04 2.385292e-04 -3.018182e-04)	(-2.183849e+02 4.389142e-01 -1.854087e+02)	(-2.183859e+02 4.387418e-01 -1.854084e+02)	(1.030921e-03 1.723995e-04 -3.054124e-04)	(-2.183768e+02 4.522522e-01 -2.101276e+02)	(-2.183780e+02 4.521466e-01 -2.101273e+02)	(1.147783e-03 1.055769e-04 -3.093234e-04)	(-2.187211e+02 -1.395588e-01 -2.349681e+02)	(-2.187224e+02 -1.395953e-01 -2.349678e+02)	(1.269102e-03 3.653992e-05 -3.133809e-04)	(-2.184383e+02 3.449005e-01 -2.598717e+02)	(-2.184397e+02 3.449348e-01 -2.598714e+02)	(1.394159e-03 -3.424616e-05 -3.177480e-04)	(-2.181947e+02 7.652361e-01 -2.845820e+02)	(-2.181962e+02 7.653441e-01 -2.845817e+02)	(1.524882e-03 -1.079429e-04 -3.225387e-04)	(-2.182121e+02 7.359566e-01 -3.095015e+02)	(-2.182137e+02 7.361419e-01 -3.095012e+02)	(1.662805e-03 -1.853080e-04 -3.279588e-04)	(-2.181843e+02 7.857493e-01 -3.343552e+02)	(-2.181861e+02 7.860163e-01 -3.343549e+02)	(1.809223e-03 -2.670140e-04 -3.341635e-04)	(-2.183720e+02 4.573943e-01 -3.591806e+02)	(-2.183740e+02 4.577489e-01 -3.591802e+02)	(1.966911e-03 -3.546553e-04 -3.415959e-04)	(-2.186855e+02 -5.712918e-02 -3.839764e+02)	(-2.186877e+02 -5.667872e-02 -3.839761e+02)	(2.140004e-03 -4.504606e-04 -3.508373e-04)	(-2.184180e+02 5.211834e-01 -4.089206e+02)	(-2.184204e+02 5.217423e-01 -4.089202e+02)	(2.336811e-03 -5.589397e-04 -3.626361e-04)	(-2.182738e+02 8.512151e-01 -4.339053e+02)	(-2.182764e+02 8.519046e-01 -4.339049e+02)	(2.577337e-03 -6.894813e-04 -3.784266e-04)	(-2.018718e+02 9.983348e-01 -4.592189e+02)	(-2.018747e+02 9.992014e-01 -4.592186e+02)	(2.911264e-03 -8.666503e-04 -3.953924e-04)	(4.102871e-01 5.956332e-01 -4.699419e+02)	(4.073778e-01 5.965389e-01 -4.699415e+02)	(2.909330e-03 -9.057062e-04 -4.056749e-04)
3606          	(-2.022687e+02 3.205143e-01 -1.078757e+01)	(-2.022689e+02 3.199730e-01 -1.078732e+01)	(2.667499e-04 5.413247e-04 -2.484594e-04)	(-2.186195e+02 2.554027e-01 -3.602943e+01)	(-2.186199e+02 2.548349e-01 -3.602915e+01)	(3.823654e-04 5.678373e-04 -2.835698e-04)	(-2.186647e+02 9.903034e-02 -6.103808e+01)	(-2.186652e+02 9.853020e-02 -6.103779e+01)	(4.831049e-04 5.001452e-04 -2.897939e-04)	(-2.188532e+02 -3.441534e-01 -8.588006e+01)	(-2.188538e+02 -3.445866e-01 -8.587976e+01)	(5.895147e-04 4.331449e-04 -2.931123e-04)	(-2.188272e+02 -3.277389e-01 -1.109308e+02)	(-2.188279e+02 -3.281066e-01 -1.109305e+02)	(6.973149e-04 3.676719e-04 -2.958202e-04)	(-2.184950e+02 2.492985e-01 -1.356913e+02)	(-2.184958e+02 2.489954e-01 -1.356910e+02)	(8.060107e-04 3.031483e-04 -2.986007e-04)	(-2.183002e+02 5.869640e-01 -1.603824e+02)	(-2.183011e+02 5.867258e-01 -1.603821e+02)	(9.170215e-04 2.382003e-04 -3.017131e-04)	(-2.183849e+02 4.388487e-01 -1.854087e+02)	(-2.183859e+02 4.386767e-01 -1.854084e+02)	(1.031512e-03 1.720468e-04 -3.052989e-04)	(-2.183768e+02 4.521769e-01 -2.101276e+02)	(-2.183780e+02 4.520717e-01 -2.101273e+02)	(1.148444e-03 1.051842e-04 -3.092002e-04)	(-2.187211e+02 -1.396447e-01 -2.349682e+02)	(-2.187224e+02 -1.396808e-01 -2.349678e+02)	(1.269836e-03 3.610170e-05 -3.132575e-04)	(-2.184384e+02 3.448037e-01 -2.598718e+02)	(-2.184398e+02 3.448384e-01 -2.598714e+02)	(1.394967e-03 -3.472875e-05 -3.176287e-04)	(-2.181947e+02 7.651277e-01 -2.845821e+02)	(-2.181962e+02 7.652361e-01 -2.845817e+02)	(1.525756e-03 -1.084678e-04 -3.224244e-04)	(-2.182121e+02 7.358360e-01 -3.095015e+02)	(-2.182138e+02 7.360219e-01 -3.095012e+02)	(1.663743e-03 -1.858741e-04 -3.278438e-04)	(-2.181844e+02 7.856169e-01 -3.343552e+02)	(-2.181862e+02 7.858845e-01 -3.343549e+02)	(1.810206e-03 -2.676086e-04 -3.340449e-04)	(-2.183721e+02 4.572502e-01 -3.591806e+02)	(-2.183740e+02 4.576055e-01 -3.591803e+02)	(1.967931e-03 -3.552690e-04 -3.414742e-04)	(-2.186856e+02 -5.728460e-02 -3.839764e+02)	(-2.186877e+02 -5.683352e-02 -3.839761e+02)	(2.141045e-03 -4.510832e-04 -3.507127e-04)	(-2.184181e+02 5.210176e-01 -4.089206e+02)	(-2.184204e+02 5.215771e-01 -4.089202e+02)	(2.337836e-03 -5.595510e-04 -3.625057e-04)	(-2.182739e+02 8.510390e-01 -4.339053e+02)	(-2.182765e+02 8.517291e-01 -4.339049e+02)	(2.578303e-03 -6.900578e-04 -3.782740e-04)	(-2.018719e+02 9.981558e-01 -4.592190e+02)	(-2.018748e+02 9.990229e-01 -4.592186e+02)	(2.912005e-03 -8.671203e-04 -3.952232e-04)	(4.101705e-01 5.954599e-01 -4.699419e+02)	(4.072602e-01 5.963660e-01 -4.699415e+02)	(2.910291e-03 -9.061070e-04 -4.056713e-04)
3607          	(-2.022686e+02 3.205006e-01 -1.078757e+01)	(-2.022689e+02 3.199594e-01 -1.078732e+01)	(2.669956e-04 5.411737e-04 -2.484180e-04)	(-2.186195e+02 2.553816e-01 -3.602943e+01)	(-2.186199e+02 2.548140e-01 -3.602915e+01)	(3.827225e-04 5.676222e-04 -2.835093e-04)	(-2.186647e+02 9.900132e-02 -6.103808e+01)	(-2.186652e+02 9.850143e-02 -6.103779e+01)	(4.835243e-04 4.998945e-04 -2.897263e-04)	(-2.188532e+02 -3.441905e-01 -8.588006e+01)	(-2.188538e+02 -3.446234e-01 -8.587976e+01)	(5.899593e-04 4.328794e-04 -2.930355e-04)	(-2.188272e+02 -3.277842e-01 -1.109308e+02)	(-2.188279e+02 -3.281516e-01 -1.109305e+02)	(6.977847e-04 3.673938e-04 -2.957324e-04)	(-2.184950e+02 2.492447e-01 -1.356913e+02)	(-2.184958e+02 2.489418e-01 -1.356910e+02)	(8.064895e-04 3.028651e-04 -2.985040e-04)	(-2.183002e+02 5.869004e-01 -1.603824e+02)	(-2.183012e+02 5.866625e-01 -1.603821e+02)	(9.175068e-04 2.379113e-04 -3.016090e-04)	(-2.183849e+02 4.387738e-01 -1.854087e+02)	(-2.183860e+02 4.386021e-01 -1.854084e+02)	(1.032031e-03 1.717372e-04 -3.051854e-04)	(-2.183769e+02 4.520896e-01 -2.101276e+02)	(-2.183780e+02 4.519848e-01 -2.101273e+02)	(1.149026e-03 1.048373e-04 -3.090764e-04)	(-2.187212e+02 -1.397454e-01 -2.349682e+02)	(-2.187225e+02 -1.397811e-01 -2.349679e+02)	(1.270486e-03 3.571267e-05 -3.131339e-04)	(-2.184384e+02 3.446890e-01 -2.598718e+02)	(-2.184398e+02 3.447242e-01 -2.598715e+02)	(1.395688e-03 -3.516122e-05 -3.175105e-04)	(-2.181948e+02 7.649986e-01 -2.845821e+02)	(-2.181963e+02 7.651076e-01 -2.845817e+02)	(1.526541e-03 -1.089405e-04 -3.223127e-04)	(-2.182122e+02 7.356919e-01 -3.095015e+02)	(-2.182139e+02 7.358783e-01 -3.095012e+02)	(1.664591e-03 -1.863879e-04 -3.277336e-04)	(-2.181844e+02 7.854581e-01 -3.343552e+02)	(-2.181862e+02 7.857263e-01 -3.343549e+02)	(1.811108e-03 -2.681560e-04 -3.339323e-04)	(-2.183722e+02 4.570770e-01 -3.591806e+02)	(-2.183741e+02 4.574328e-01 -3.591803e+02)	(1.968876e-03 -3.558404e-04 -3.413591e-04)	(-2.186857e+02 -5.747176e-02 -3.839764e+02)	(-2.186878e+02 -5.702009e-02 -3.839761e+02)	(2.142011e-03 -4.516658e-04 -3.505949e-04)	(-2.184182e+02 5.208174e-01 -4.089206e+02)	(-2.184205e+02 5.213775e-01 -4.089202e+02)	(2.338782e-03 -5.601232e-04 -3.623812e-04)	(-2.182740e+02 8.508263e-01 -4.339053e+02)	(-2.182766e+02 8.515169e-01 -4.339049e+02)	(2.579179e-03 -6.905912e-04 -3.781255e-04)	(-2.018720e+02 9.979386e-01 -4.592190e+02)	(-2.018749e+02 9.988062e-01 -4.592186e+02)	(2.912633e-03 -8.675465e-04 -3.950575e-04)	(4.100239e-01 5.952492e-01 -4.699419e+02)	(4.071128e-01 5.961556e-01 -4.699415e+02)	(2.911107e-03 -9.064341e-04 -4.056628e-04)
