"Co","U:0","U:1","U:2","alpha.water","k","nut","omega","p","p_rgh","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","Points:0","Points:1","Points:2"
0.4344,0.5847,0.00048989,0.0027494,1,0.038882,0.0045135,8.6136,303.31,1284.3,0,0,0,0,-0.29,0,0.1
0.43433,0.58421,0.00049342,0.0028414,1,0.038703,0.0045052,8.5897,303.61,1284.6,0,0,0,0,-0.285,0,0.1
0.4342,0.58435,0.00048931,0.0028289,1,0.037087,0.0044426,8.3469,352.41,1284.4,0,0,0,0,-0.29,0,0.095
0.4341,0.58385,0.00049298,0.0028953,1,0.036935,0.0044345,8.3278,352.71,1284.7,0,0,0,0,-0.285,0,0.095
0.43294,0.58221,0.00049773,0.0029513,1,0.031762,0.0041107,7.7256,500.31,1285.1,0,0,0,0,-0.28,0,0.08
0.4325,0.58153,0.000502,0.003011,1,0.031668,0.0041022,7.7187,500.71,1285.5,0,0,0,0,-0.275,0,0.08
0.43394,0.5855,0.00048719,0.0025697,1,0.04092,0.0045786,8.9364,253.95,1284,0,0,0,0,-0.295,0,0.105
0.43165,0.58588,0.00048353,0.0025149,1,0.041125,0.0045868,8.965,253.71,1283.8,0,0,0,0,-0.30003,0,0.105
0.43376,0.58514,0.00048633,0.0026897,1,0.039058,0.0045215,8.6373,303.05,1284,0,0,0,0,-0.295,0,0.1
0.4315,0.58553,0.00048259,0.0026572,1,0.039233,0.0045293,8.661,302.8,1283.8,0,0,0,0,-0.30003,0,0.1
0.42762,0.57495,0.00054591,0.0028774,1,0.023785,0.0030565,7.7867,748.96,1288.5,0,0,0,0,-0.25,0,0.055
0.4265,0.57344,0.00055947,0.0028606,1,0.022284,0.0027597,8.0844,798.82,1289.3,0,0,0,0,-0.245,0,0.05
0.42711,0.57455,0.0005528,0.0026039,1,0.022317,0.0027695,8.0677,798.1,1288.6,0,0,0,0,-0.25,0,0.05
0.42599,0.57307,0.0005678,0.0025426,1,0.0208,0.0024437,8.5298,847.99,1289.4,0,0,0,0,-0.245,-7.8886e-31,0.045
0.42665,0.57422,0.00056081,0.0022994,1,0.020827,0.0024526,8.5097,847.24,1288.7,0,0,0,0,-0.25,7.8886e-31,0.045
0.42625,0.57403,0.00057003,0.0019507,1,0.019294,0.0021086,9.1846,896.36,1288.8,0,0,0,0,-0.25,7.8886e-31,0.04
0.42553,0.57281,0.00057736,0.0021751,1,0.019272,0.0021013,9.206,897.14,1289.5,0,0,0,0,-0.245,0,0.04
0.42427,0.57129,0.00059609,0.0019817,1,0.017656,0.0017338,10.249,947.12,1290.5,0,0,0,0,-0.24,-7.8886e-31,0.035
0.42362,0.57103,0.00060897,0.0013762,1,0.015955,0.0013642,11.826,996.34,1290.6,0,0,0,0,-0.24,0,0.029998
0.42481,0.57154,0.0005848,0.0024511,1,0.019249,0.0020941,9.2261,897.95,1290.3,0,0,0,0,-0.24,0,0.04
0.42821,0.57599,0.00053969,0.0026622,1,0.023824,0.0030666,7.7736,748.29,1287.8,0,0,0,0,-0.255,0,0.055
0.42881,0.57698,0.00053361,0.002499,1,0.023861,0.0030766,7.7602,747.66,1287.2,0,0,0,0,-0.26,0,0.055
0.42774,0.57561,0.00054627,0.002399,1,0.022348,0.0027793,8.0504,797.41,1287.9,0,0,0,0,-0.255,-7.8886e-31,0.05
0.42837,0.57663,0.00053985,0.0022474,1,0.022377,0.002789,8.0325,796.74,1287.2,0,0,0,0,-0.26,0,0.05
0.42732,0.57533,0.00055392,0.0021088,1,0.020851,0.0024616,8.4888,846.51,1288,0,0,0,0,-0.255,0,0.045
0.42697,0.5752,0.00056277,0.00178,1,0.019313,0.002116,9.1619,895.6,1288,0,0,0,0,-0.255,0,0.04
0.42798,0.57638,0.00054713,0.0019728,1,0.020873,0.0024705,8.4669,845.81,1287.3,0,0,0,0,-0.26,0,0.045
0.4277,0.57631,0.00055556,0.0016658,1,0.019331,0.0021235,9.1377,894.87,1287.3,0,0,0,0,-0.26,0,0.04
0.42755,0.57649,0.00056534,0.0013,1,0.01772,0.0017537,10.173,943.92,1287.3,0,0,0,0,-0.26,0,0.035
0.42673,0.57528,0.00057297,0.0013841,1,0.017707,0.0017484,10.195,944.69,1288,0,0,0,0,-0.255,0,0.035
0.4251,0.57268,0.00058832,0.0017288,1,0.017674,0.0017386,10.232,946.29,1289.6,0,0,0,0,-0.245,0,0.035
0.42592,0.57401,0.00058062,0.0015285,1,0.017691,0.0017434,10.214,945.48,1288.8,0,0,0,0,-0.25,0,0.035
0.42558,0.57412,0.0005928,0.00097192,1,0.01598,0.0013676,11.821,994.64,1288.9,0,0,0,0,-0.25,0,0.029998
0.4246,0.5726,0.00060086,0.0011471,1,0.015968,0.0013659,11.824,995.48,1289.7,0,0,0,0,-0.245,0,0.029998
0.42533,0.5741,0.00060686,0.00017353,1,0.014106,0.0009968,14.451,1044,1288.9,0,0,0,0,-0.25,0,0.024976
0.42404,0.57225,0.00061528,0.00033147,1,0.014103,0.00099852,14.416,1044.9,1289.7,0,0,0,0,-0.245,0,0.024976
0.42275,0.57038,0.00062373,0.00054441,1,0.014101,0.0010002,14.381,1045.8,1290.6,0,0,0,0,-0.24,0,0.024976
0.42165,0.56771,0.00062542,0.0019833,1,0.015926,0.0013609,11.829,998.12,1292.3,0,0,0,0,-0.23,0,0.029998
0.42015,0.5665,0.00064084,0.001114,1,0.014094,0.0010035,14.315,1047.6,1292.5,0,0,0,0,-0.23,0,0.024976
0.34337,0.46019,0.00071776,-0.0044093,1,0.0073976,0.00012235,75.373,1227.5,1292.7,0,0,0,0,-0.23,0,0.0065861
0.43167,0.5804,0.00050806,0.0030022,1,0.030001,0.0039468,7.6004,550.23,1286,0,0,0,0,-0.27,0,0.075
0.43117,0.5796,0.00051278,0.0031186,1,0.02992,0.0039378,7.5972,550.7,1286.5,0,0,0,0,-0.265,0,0.075
0.43075,0.57916,0.00051532,0.0029731,1,0.028389,0.0037666,7.5366,599.81,1286.5,0,0,0,0,-0.265,0,0.07
0.43127,0.57999,0.00051039,0.002872,1,0.028456,0.0037758,7.5359,599.32,1286,0,0,0,0,-0.27,-7.8886e-31,0.07
0.434,0.58403,0.00048898,0.0028861,1,0.035332,0.0043559,8.1103,401.49,1284.4,0,0,0,0,-0.29,0,0.09
0.43387,0.5835,0.00049279,0.0029294,1,0.035203,0.0043478,8.0956,401.8,1284.7,0,0,0,0,-0.285,7.8886e-31,0.09
0.43363,0.58316,0.00049295,0.0029396,1,0.03351,0.0042433,7.8959,450.88,1284.7,0,0,0,0,-0.285,0,0.085
0.4338,0.58372,0.00048898,0.0029185,1,0.033618,0.0042513,7.9064,450.56,1284.4,0,0,0,0,-0.29,-7.8886e-31,0.085
0.43359,0.58342,0.00048936,0.0029261,1,0.031943,0.0041269,7.7391,499.62,1284.4,0,0,0,0,-0.29,0,0.08
0.43338,0.58284,0.00049353,0.0029243,1,0.031854,0.0041189,7.7324,499.95,1284.8,0,0,0,0,-0.285,0,0.08
0.43311,0.58252,0.00049459,0.0028834,1,0.030233,0.0039725,7.6095,549,1284.8,0,0,0,0,-0.285,0,0.075
0.43264,0.58186,0.000499,0.0028873,1,0.030157,0.0039642,7.6065,549.38,1285.1,0,0,0,0,-0.28,7.8886e-31,0.075
0.43216,0.58115,0.00050348,0.0029258,1,0.03008,0.0039556,7.6035,549.79,1285.5,0,0,0,0,-0.275,0,0.075
0.4318,0.58078,0.00050557,0.002814,1,0.02852,0.0037848,7.535,598.85,1285.6,0,0,0,0,-0.275,0,0.07
0.43232,0.58151,0.00050085,0.0027969,1,0.028583,0.0037935,7.5342,598.43,1285.1,0,0,0,0,-0.28,0,0.07
0.43198,0.58117,0.00050332,0.0026815,1,0.027034,0.0035964,7.517,647.45,1285.1,0,0,0,0,-0.28,0,0.065
0.43142,0.5804,0.00050833,0.0026761,1,0.026984,0.0035875,7.522,647.9,1285.6,0,0,0,0,-0.275,0,0.065
0.43086,0.57959,0.00051342,0.0027157,1,0.026933,0.0035784,7.5269,648.39,1286,0,0,0,0,-0.27,0,0.065
0.43031,0.57873,0.00051862,0.002802,1,0.02688,0.003569,7.5318,648.91,1286.6,0,0,0,0,-0.265,0,0.065
0.42986,0.57832,0.00052271,0.0026065,1,0.025384,0.0033428,7.5954,697.99,1286.6,0,0,0,0,-0.265,0,0.06
0.43045,0.5792,0.00051721,0.002535,1,0.025426,0.0033524,7.5862,697.44,1286,0,0,0,0,-0.27,0,0.06
0.43163,0.58083,0.00050645,0.002543,1,0.025504,0.0033709,7.5675,696.46,1285.1,0,0,0,0,-0.28,0,0.06
0.43104,0.58004,0.0005118,0.0025142,1,0.025466,0.0033618,7.5768,696.93,1285.5,0,0,0,0,-0.275,-7.8886e-31,0.06
0.4336,0.58481,0.00048562,0.002791,1,0.037237,0.0044506,8.3657,352.13,1284.1,0,0,0,0,-0.295,0,0.095
0.43137,0.58523,0.00048177,0.0027765,1,0.037386,0.0044584,8.3843,351.88,1283.8,0,0,0,0,-0.30003,-7.8886e-31,0.095
0.43124,0.58495,0.00048117,0.0028711,1,0.035584,0.0043712,8.1394,400.94,1283.8,0,0,0,0,-0.30003,0,0.09
0.43343,0.58451,0.00048514,0.0028686,1,0.035459,0.0043637,8.1248,401.21,1284.1,0,0,0,0,-0.295,0,0.09
0.43327,0.58423,0.00048497,0.0029215,1,0.033724,0.0042592,7.9168,450.27,1284.1,0,0,0,0,-0.295,0,0.085
0.4311,0.5847,0.00048084,0.0029421,1,0.033829,0.0042669,7.927,450,1283.9,0,0,0,0,-0.30003,0,0.085
0.43309,0.58396,0.00048516,0.0029514,1,0.032031,0.0041346,7.7458,499.32,1284.1,0,0,0,0,-0.295,0,0.08
0.43096,0.58445,0.00048085,0.0029936,1,0.032117,0.004142,7.7526,499.05,1283.8,0,0,0,0,-0.30003,7.8886e-31,0.08
0.4329,0.58369,0.00048577,0.0029607,1,0.030377,0.0039885,7.6152,548.35,1284.1,0,0,0,0,-0.295,0,0.075
0.43336,0.58313,0.0004902,0.0029098,1,0.030306,0.0039806,7.6124,548.66,1284.4,0,0,0,0,-0.29,0,0.075
0.43283,0.5822,0.00049618,0.0028176,1,0.028643,0.0038019,7.5333,598.03,1284.7,0,0,0,0,-0.285,0,0.07
0.43311,0.58284,0.00049153,0.0028714,1,0.028702,0.0038101,7.5324,597.67,1284.4,0,0,0,0,-0.29,0,0.07
0.43253,0.58188,0.00049836,0.0027288,1,0.027081,0.0036051,7.512,647.04,1284.7,0,0,0,0,-0.285,0,0.065
0.43285,0.58254,0.00049341,0.0028134,1,0.027127,0.0036136,7.507,646.67,1284.3,0,0,0,0,-0.29,0,0.065
0.43222,0.58157,0.00050115,0.0026191,1,0.025541,0.0033799,7.558,696.02,1284.6,0,0,0,0,-0.285,0,0.06
0.43258,0.58224,0.00049585,0.0027385,1,0.025575,0.0033887,7.5487,695.63,1284.2,0,0,0,0,-0.29,0,0.06
0.43191,0.58127,0.0005046,0.0024923,1,0.024013,0.0031246,7.6893,744.97,1284.5,0,0,0,0,-0.285,-7.8886e-31,0.055
0.43128,0.58051,0.0005103,0.0023847,1,0.023987,0.0031152,7.7039,745.43,1285,0,0,0,0,-0.28,0,0.055
0.4308,0.58419,0.00048125,0.003029,1,0.030447,0.0039963,7.6177,548.07,1283.8,0,0,0,0,-0.30003,-7.8886e-31,0.075
0.43269,0.58341,0.00048685,0.0029522,1,0.028759,0.003818,7.5317,597.36,1284.1,0,0,0,0,-0.295,0,0.07
0.43063,0.58394,0.00048208,0.0030523,1,0.028814,0.0038255,7.5312,597.08,1283.8,0,0,0,0,-0.30003,0,0.07
0.43247,0.58314,0.00048842,0.0029292,1,0.027172,0.0036219,7.502,646.34,1284,0,0,0,0,-0.295,0,0.065
0.43224,0.58286,0.00049052,0.0028949,1,0.025608,0.0033971,7.5396,695.3,1283.9,0,0,0,0,-0.295,0,0.06
0.43025,0.5834,0.00048511,0.0030797,1,0.02564,0.0034052,7.5309,695,1283.6,0,0,0,0,-0.30003,0,0.06
0.43045,0.58367,0.00048335,0.003068,1,0.027215,0.0036303,7.4966,646.06,1283.7,0,0,0,0,-0.30003,0,0.065
0.428,0.58441,0.00047718,0.0031634,1,0.028867,0.0038325,7.5314,596.8,1283.5,0,0,0,0,-0.30509,0,0.07
0.42783,0.58415,0.00047818,0.0032201,1,0.027258,0.0036389,7.4906,645.79,1283.4,0,0,0,0,-0.30509,0,0.065
0.42813,0.58466,0.0004766,0.0031069,1,0.030516,0.0040043,7.6198,547.8,1283.5,0,0,0,0,-0.30509,0,0.075
0.42826,0.5849,0.0004764,0.0030457,1,0.032201,0.0041489,7.7598,498.77,1283.6,0,0,0,0,-0.30509,0,0.08
0.42837,0.58513,0.00047655,0.002974,1,0.033931,0.0042746,7.9367,449.73,1283.6,0,0,0,0,-0.30509,0,0.085
0.42848,0.58537,0.000477,0.0028876,1,0.035708,0.0043783,8.1544,400.68,1283.6,0,0,0,0,-0.30509,0,0.09
0.42858,0.58561,0.00047769,0.0027796,1,0.037533,0.0044662,8.4026,351.62,1283.6,0,0,0,0,-0.30509,0,0.095
0.42869,0.58589,0.00047856,0.0026463,1,0.039407,0.0045368,8.685,302.55,1283.6,0,0,0,0,-0.30509,0,0.1
0.42879,0.58621,0.00047953,0.0024831,1,0.041328,0.0045949,8.9934,253.49,1283.5,0,0,0,0,-0.30509,0,0.105
0.42896,0.58662,0.00048047,0.0022904,1,0.043296,0.0046398,9.3308,204.42,1283.5,0,0,0,0,-0.30509,0,0.11
0.42918,0.58713,0.00048133,0.0020954,1,0.045303,0.004675,9.6897,155.33,1283.5,0,0,0,0,-0.30509,-1.5777e-30,0.115
0.4296,0.58778,0.0004821,0.0019953,0.9981,0.047346,0.0047004,10.073,106.4,1281.3,0,0,0,0,-0.30509,-1.5777e-30,0.12
0.43004,0.58834,0.00048367,0.0020476,0.92141,0.049414,0.0047182,10.473,58.941,1187,0,0,0,0,-0.30509,1.5777e-30,0.125
0.43087,0.58915,0.00048822,0.0022329,0.56743,0.051501,0.0047283,10.892,21.576,739.05,0,0,0,0,-0.30509,-1.5777e-30,0.13
0.43129,0.58945,0.00048977,0.0023807,0.5,0.051845,0.0047289,10.963,18.621,652.04,0,0,0,0,-0.30509,0,0.13082
0.21909,0.58919,0.0004491,0.0012674,0.5435,0.05335,0.0047733,11.176,32.89,708.01,0,0,0,0,-0.33001,0,0.13
0.22162,0.59092,0.00051775,0.00088908,0.5,0.052772,0.0047519,11.104,28.98,650.86,0,0,0,0,-0.32052,0,0.13035
0.21909,0.58919,0.0004491,0.0012677,0.54361,0.053349,0.0047733,11.175,32.897,708.15,0,0,0,0,-0.33001,0,0.13
0.21833,0.58869,0.00043073,0.0011056,0.5427,0.054148,0.0047907,11.301,32.925,706.97,0,0,0,0,-0.34,0,0.13
0.21833,0.58869,0.00043073,0.0011057,0.54274,0.054148,0.0047907,11.301,32.928,707.03,0,0,0,0,-0.34,0,0.13
0.21897,0.58833,0.00044539,0.0019352,0.96158,0.048763,0.0047367,10.292,106.64,1236.8,0,0,0,0,-0.33001,0,0.12
0.21846,0.58848,0.00042708,0.0016358,0.96158,0.049355,0.00475,10.388,106.57,1236.7,0,0,0,0,-0.34,-1.5777e-30,0.12
0.42754,0.577,0.00057674,0.00080599,1,0.016001,0.0013716,11.807,993.01,1287.2,0,0,0,0,-0.26,2.0195e-28,0.029998
0.42656,0.57559,0.00058477,0.00085597,1,0.015991,0.0013695,11.815,993.82,1288,0,0,0,0,-0.255,0,0.029998
0.42145,0.56846,0.00063225,0.00080646,1,0.014098,0.0010019,14.347,1046.7,1291.5,0,0,0,0,-0.235,0,0.024976
0.42093,0.56768,0.00063566,0.0009287,1,0.014096,0.0010025,14.335,1047,1291.9,0,0,0,0,-0.23301,0,0.024976
0.41937,0.56566,0.0006495,-0.00037322,1,0.012093,0.00066868,18.748,1096.6,1291.6,0,0,0,0,-0.235,0,0.019893
0.41889,0.56503,0.00065191,-0.00029167,1,0.012097,0.00066972,18.722,1096.9,1291.8,0,0,0,0,-0.23366,0,0.019893
0.42118,0.56799,0.00064061,-0.00064013,1,0.012077,0.00066456,18.856,1095.7,1290.7,0,0,0,0,-0.24,0,0.019893
0.42298,0.57031,0.00063178,-0.00086518,1,0.012061,0.00066017,18.973,1094.8,1289.8,0,0,0,0,-0.245,0,0.019893
0.42477,0.57264,0.00062302,-0.0010414,1,0.012043,0.00065553,19.102,1093.9,1288.9,0,0,0,0,-0.25,0,0.019893
0.42662,0.57591,0.00059848,7.9097e-05,1,0.014108,0.00099516,14.486,1043.2,1288,0,0,0,0,-0.255,0,0.024976
0.42791,0.57769,0.0005901,5.9511e-05,1,0.014111,0.00099369,14.519,1042.3,1287.2,0,0,0,0,-0.26,0,0.024976
0.42657,0.575,0.00061431,-0.0011585,1,0.012024,0.00065065,19.243,1093,1288,0,0,0,0,-0.255,0,0.019893
0.42837,0.57739,0.00060566,-0.0012022,1,0.012005,0.00064553,19.398,1092.1,1287.1,0,0,0,0,-0.26,1.2925e-26,0.019893
0.42236,0.56751,0.00063099,-0.0031511,1,0.010043,0.0003791,28.21,1143.3,1287.9,0,0,0,0,-0.255,0,0.014732
0.42011,0.56467,0.00064026,-0.0029244,1,0.010075,0.00038348,28.006,1144.3,1288.8,0,0,0,0,-0.25,0,0.014731
0.41566,0.55915,0.00065906,-0.0023687,1,0.010135,0.00039171,27.608,1146.1,1290.7,0,0,0,0,-0.24,0,0.014731
0.41343,0.55642,0.00066859,-0.0020538,1,0.010164,0.00039557,27.414,1147.1,1291.6,0,0,0,0,-0.235,0,0.014731
0.41329,0.55624,0.00066923,-0.0020315,1,0.010165,0.00039581,27.402,1147.1,1291.7,0,0,0,0,-0.23467,-3.2312e-27,0.014731
0.39248,0.52631,0.00068889,-0.0039624,1,0.0090579,0.00020108,49.799,1197,1291.7,0,0,0,0,-0.235,0,0.0095972
0.39224,0.52602,0.00069014,-0.0039209,1,0.0090585,0.00020147,49.709,1197.1,1291.8,0,0,0,0,-0.23443,0,0.0095972
0.39459,0.52884,0.00067792,-0.0043227,1,0.0090475,0.00019766,50.611,1196.1,1290.7,0,0,0,0,-0.24,2.068e-25,0.0095972
0.39035,0.52375,0.00069992,-0.0035973,1,0.0090634,0.00020449,49.009,1198,1292.7,0,0,0,0,-0.23,0,0.0095972
0.41121,0.55369,0.00067822,-0.0017186,1,0.01019,0.00039927,27.225,1148,1292.6,0,0,0,0,-0.23,0,0.014731
0.41757,0.56332,0.00065848,-6.8673e-05,1,0.012108,0.00067254,18.649,1097.6,1292.5,0,0,0,0,-0.23,0,0.019893
0.38817,0.52114,0.000711,-0.0032273,1,0.0090647,0.00020787,48.246,1199,1293.6,0,0,0,0,-0.225,0,0.0095972
0.43066,0.5797,0.00051603,0.0023311,1,0.023958,0.0031057,7.7183,745.94,1285.5,0,0,0,0,-0.275,0,0.055
0.43003,0.57884,0.00052181,0.0023324,1,0.023928,0.0030961,7.7326,746.48,1286,0,0,0,0,-0.27,0,0.055
0.42942,0.57793,0.00052766,0.0023887,1,0.023895,0.0030864,7.7465,747.05,1286.6,0,0,0,0,-0.265,0,0.055
0.429,0.57761,0.00053353,0.0021509,1,0.022403,0.0027987,8.0141,796.1,1286.6,0,0,0,0,-0.265,0,0.05
0.42965,0.57854,0.00052728,0.0021115,1,0.022428,0.0028083,7.995,795.49,1286,0,0,0,0,-0.27,0,0.05
0.4303,0.57942,0.00052108,0.0021311,1,0.02245,0.0028179,7.9755,794.92,1285.4,0,0,0,0,-0.275,-7.8886e-31,0.05
0.43096,0.58024,0.00051492,0.0022114,1,0.02247,0.0028276,7.9554,794.39,1284.9,0,0,0,0,-0.28,0,0.05
0.43001,0.57924,0.00052705,0.0019193,1,0.020927,0.0024981,8.3945,843.88,1285.3,0,0,0,0,-0.275,0,0.045
0.42933,0.57834,0.00053371,0.0018751,1,0.020911,0.0024888,8.4198,844.49,1285.9,0,0,0,0,-0.27,0,0.045
0.43231,0.58196,0.00049891,0.0026508,1,0.024039,0.0031339,7.6744,744.57,1284.1,0,0,0,0,-0.29,0,0.055
0.43162,0.58101,0.00050877,0.0023532,1,0.022489,0.0028372,7.9349,793.9,1284.4,0,0,0,0,-0.285,0,0.05
0.43206,0.58172,0.00050263,0.0025553,1,0.022506,0.0028468,7.9142,793.46,1284,0,0,0,0,-0.29,0,0.05
0.43139,0.58085,0.00051376,0.0022088,1,0.020954,0.0025174,8.3403,842.78,1284.2,0,0,0,0,-0.285,0,0.045
0.4307,0.58008,0.0005204,0.0020295,1,0.020941,0.0025076,8.3681,843.31,1284.8,0,0,0,0,-0.28,0,0.045
0.42987,0.57927,0.00053408,0.0016983,1,0.01937,0.0021476,9.054,892.82,1285.2,0,0,0,0,-0.275,0,0.04
0.4306,0.58011,0.0005269,0.0018467,1,0.01938,0.0021562,9.022,892.21,1284.6,0,0,0,0,-0.28,0,0.04
0.42914,0.57834,0.00054124,0.0016212,1,0.019359,0.0021393,9.0838,893.47,1285.9,0,0,0,0,-0.27,0,0.04
0.42865,0.57739,0.0005404,0.0018939,1,0.020893,0.0024796,8.4439,845.14,1286.6,0,0,0,0,-0.265,-7.8886e-31,0.045
0.42842,0.57736,0.00054839,0.0016116,1,0.019346,0.0021313,9.1117,894.16,1286.6,0,0,0,0,-0.265,0,0.04
0.42918,0.5787,0.00055009,0.0013336,1,0.017742,0.0017651,10.121,942.44,1285.8,0,0,0,0,-0.27,0,0.035
0.42837,0.57763,0.00055772,0.0012814,1,0.017732,0.0017592,10.148,943.17,1286.5,0,0,0,0,-0.265,7.8886e-31,0.035
0.42798,0.57759,0.00057319,0.00081657,1,0.016005,0.0013726,11.803,992.66,1286.9,0,0,0,0,-0.2622,0,0.029998
0.42837,0.57763,0.00055776,0.00128,1,0.017727,0.0017581,10.153,943.31,1286.5,0,0,0,0,-0.265,0,0.034985
0.42918,0.5787,0.0005501,0.0013332,1,0.017741,0.0017647,10.122,942.49,1285.8,0,0,0,0,-0.27,-7.8886e-31,0.034995
0.42463,0.57042,0.00062183,-0.0033269,1,0.01001,0.00037451,28.417,1142.4,1287,0,0,0,0,-0.26,0,0.014732
0.40078,0.53633,0.00064537,-0.0053421,1,0.0089819,0.00018754,53.132,1193.2,1287.9,0,0,0,0,-0.255,0,0.0095972
0.40283,0.53884,0.00063464,-0.005633,1,0.0089467,0.00018432,53.974,1192.2,1286.9,0,0,0,0,-0.26,0,0.0095972
0.39873,0.53384,0.00065616,-0.0050186,1,0.0090101,0.00019086,52.285,1194.2,1288.8,0,0,0,0,-0.25,0,0.0095972
0.41789,0.56189,0.00064961,-0.0026607,1,0.010106,0.00038768,27.805,1145.2,1289.8,0,0,0,0,-0.245,0,0.014731
0.39667,0.53135,0.00066701,-0.0046761,1,0.0090318,0.00019424,51.442,1195.1,1289.8,0,0,0,0,-0.245,0,0.0095972
0.42953,0.5796,0.00056062,0.00093652,1,0.016018,0.0013766,11.783,991.45,1285.7,0,0,0,0,-0.27,0,0.029998
0.42854,0.57834,0.00056869,0.00083002,1,0.01601,0.0013739,11.797,992.22,1286.4,0,0,0,0,-0.265,0,0.029998
0.42881,0.57891,0.00058425,0.00010809,1,0.014113,0.00099285,14.539,1041.7,1286.6,0,0,0,0,-0.26349,0,0.024976
0.4292,0.57943,0.00058172,0.00012905,1,0.014115,0.00099249,14.548,1041.5,1286.3,0,0,0,0,-0.265,0,0.024976
0.43018,0.57984,0.00059706,-0.0011539,1,0.011985,0.00064022,19.569,1091.2,1286.2,0,0,0,0,-0.265,0,0.019893
0.42959,0.5796,0.00058784,-0.00038287,1,0.013265,0.00085193,16.551,1061.3,1286.3,0,0,0,0,-0.265,0,0.022947
0.43039,0.58013,0.00059608,-0.0011351,1,0.011983,0.0006396,19.59,1091.1,1286.1,0,0,0,0,-0.26557,0,0.019893
0.42692,0.57343,0.00061276,-0.0034325,1,0.0099757,0.00036971,28.627,1141.4,1286,0,0,0,0,-0.265,0,0.014732
0.43082,0.57985,0.00059511,-0.0020476,1,0.011092,0.00051828,23.675,1112,1285.2,0,0,0,0,-0.27,0,0.017667
0.42926,0.57656,0.00060381,-0.003442,1,0.0099412,0.00036467,28.84,1140.5,1285.1,0,0,0,0,-0.27,0,0.014732
0.40484,0.54136,0.00062397,-0.0058722,1,0.0089039,0.00018123,54.799,1191.2,1285.9,0,0,0,0,-0.265,0,0.0095973
0.40685,0.54391,0.00061335,-0.0060365,1,0.0088529,0.00017833,55.59,1190.2,1284.9,0,0,0,0,-0.27,0,0.0095974
0.43201,0.58258,0.00049318,0.0028544,1,0.024063,0.0031432,7.6593,744.21,1283.8,0,0,0,0,-0.295,7.8886e-31,0.055
0.43178,0.58234,0.00049645,0.002813,1,0.022522,0.0028562,7.8935,793.09,1283.6,0,0,0,0,-0.295,0,0.05
0.43173,0.58236,0.0004963,0.0028206,1,0.022522,0.0028564,7.893,793.08,1283.6,0,0,0,0,-0.29513,0,0.05
0.43004,0.58313,0.00048738,0.0030952,1,0.024087,0.0031526,7.6435,743.91,1283.5,0,0,0,0,-0.30003,0,0.055
0.43003,0.58312,0.00048745,0.0030957,1,0.02405,0.0031457,7.649,745.09,1283.5,0,0,0,0,-0.30003,0,0.05488
0.43002,0.58313,0.00048735,0.0030968,1,0.024087,0.0031527,7.6434,743.91,1283.5,0,0,0,0,-0.30006,0,0.055
0.42763,0.58388,0.00047961,0.0032831,1,0.02567,0.0034126,7.5235,694.74,1283.3,0,0,0,0,-0.30509,0,0.06
0.42763,0.58388,0.00047962,0.0032835,1,0.02566,0.003411,7.5242,695.04,1283.3,0,0,0,0,-0.30509,0,0.059969
0.21891,0.58775,0.00044443,0.0023425,1,0.04435,0.0046708,9.4919,203.18,1282.3,0,0,0,0,-0.33001,0,0.11
0.21887,0.58734,0.00044276,0.0026347,1,0.040171,0.0045647,8.7958,301.54,1282.5,0,0,0,0,-0.33001,0,0.1
0.2185,0.58815,0.00042618,0.0020742,1,0.044777,0.0046824,9.5593,202.98,1282.1,0,0,0,0,-0.34,0,0.11
0.21849,0.58779,0.00042455,0.0024229,1,0.040472,0.004576,8.8397,301.31,1282.3,0,0,0,0,-0.34,0,0.1
0.21835,0.58841,0.00040804,0.0018022,1,0.045195,0.0046928,9.6269,202.88,1282,0,0,0,0,-0.35,0,0.11
0.21838,0.58812,0.00040646,0.0021817,1,0.040762,0.0045863,8.8828,301.16,1282.2,0,0,0,0,-0.35,0,0.1
0.21827,0.58862,0.00040895,0.0013627,0.96155,0.049944,0.0047617,10.486,106.56,1236.7,0,0,0,0,-0.35,0,0.12
0.2181,0.58866,0.00041258,0.00092487,0.54214,0.054958,0.0048065,11.432,32.947,706.26,0,0,0,0,-0.35,0,0.13
0.21809,0.58866,0.00041258,0.00092483,0.5421,0.054959,0.0048065,11.432,32.944,706.21,0,0,0,0,-0.35,0,0.13
0.21806,0.58888,0.00037738,0.0007299,0.54091,0.05655,0.0048304,11.705,32.916,704.66,0,0,0,0,-0.37,1.5777e-30,0.13
0.21807,0.58901,0.00036063,0.00065467,0.54023,0.057309,0.0048375,11.844,32.876,703.76,0,0,0,0,-0.38,0,0.13
0.21807,0.58901,0.00036063,0.00065476,0.5404,0.057307,0.0048375,11.843,32.888,703.99,0,0,0,0,-0.38,0,0.13
0.21806,0.58888,0.00037738,0.00072986,0.54083,0.056551,0.0048304,11.705,32.911,704.56,0,0,0,0,-0.37,0,0.13
0.21806,0.58876,0.00039473,0.00081503,0.54145,0.055764,0.00482,11.567,32.94,705.39,0,0,0,0,-0.36,0,0.13
0.21805,0.58876,0.00039473,0.00081499,0.54141,0.055764,0.00482,11.567,32.937,705.32,0,0,0,0,-0.36,0,0.13
0.21822,0.58876,0.00039123,0.0011836,0.96111,0.050518,0.0047713,10.585,106.53,1236.1,0,0,0,0,-0.36,0,0.12
