"Co","U:0","U:1","U:2","alpha.water","k","nut","omega","p","p_rgh","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","Points:0","Points:1","Points:2"
0.39424,0.50748,0.013671,-0.02006,0.99993,0.0084719,5.8532e-06,175.91,783.29,783.29,0,0,0,117.88,0.645,0,0
0.46095,0.59763,0.004084,-0.021516,0.99993,0.012211,9.0896e-05,137.44,736.56,783.04,0,0,0,0,0.645,0,0.0046777
0.39261,0.50032,0.02041,-0.018893,0.99996,0.0084303,5.8387e-06,175.5,784.14,784.14,0,0,0,117.59,0.64,-3.3087e-24,0
0.46011,0.59404,0.0066417,-0.020169,0.99995,0.012327,9.007e-05,138.62,737.53,784.01,0,0,0,0,0.64,0,0.0046777
0.39278,0.49322,0.027816,-0.018039,0.99998,0.0083948,5.8263e-06,175.04,785.02,785.02,0,0,0,117.34,0.635,0,0
0.46059,0.59042,0.0092042,-0.019236,0.99995,0.012436,8.9087e-05,139.75,738.54,785.02,0,0,0,0,0.635,0,0.0046777
0.39226,0.48623,0.03373,-0.018384,0.99998,0.0083952,5.8265e-06,174.88,785.83,785.83,0,0,0,117.34,0.63,0,0
0.46131,0.58671,0.010566,-0.019312,0.99996,0.012539,8.8e-05,140.94,739.43,785.91,0,0,0,0,0.63,0,0.0046777
0.38979,0.47958,0.036289,-0.020492,0.99998,0.0084447,5.844e-06,175.24,786.32,786.32,0,0,0,117.69,0.625,0,0
0.46153,0.58297,0.0099178,-0.020647,0.99996,0.012637,8.7099e-05,142.25,739.92,786.4,0,0,0,0,0.625,0,0.0046777
0.38526,0.47318,0.035648,-0.024159,0.99998,0.0085246,5.8721e-06,176.05,786.18,786.18,0,0,0,118.26,0.62,0,0
0.46069,0.57903,0.007662,-0.022902,0.99996,0.012723,8.6456e-05,143.65,739.76,786.24,0,0,0,0,0.62,0,0.0046777
0.37935,0.46627,0.033914,-0.028412,0.99997,0.0085872,5.8941e-06,176.86,785.23,785.23,0,0,0,118.7,0.615,0,0
0.45859,0.57434,0.0050958,-0.025233,0.99996,0.012781,8.5832e-05,144.98,738.81,785.29,0,0,0,0,0.615,0,0.0046777
0.37219,0.45762,0.033036,-0.031946,0.99994,0.0085773,5.891e-06,177.09,783.46,783.46,0,0,0,118.63,0.61,0,0
0.45494,0.56813,0.003107,-0.02662,0.99995,0.012796,8.5025e-05,146,737.13,783.61,0,0,0,0,0.61,0,0.0046777
0.36207,0.44602,0.032601,-0.033528,0.99992,0.0084039,5.8309e-06,175.8,781.07,781.07,0,0,0,117.43,0.605,0,0
0.4489,0.55982,0.0011057,-0.026163,0.99994,0.012716,8.391e-05,146.2,734.91,781.39,0,0,0,0,0.605,0,0.0046777
0.34547,0.43028,0.029257,-0.032057,0.9999,0.0080549,5.7076e-06,172.7,778.41,778.41,0,0,0,114.96,0.6,0,0
0.4388,0.54889,-0.0029653,-0.023198,0.99994,0.012542,8.2263e-05,145.47,732.43,778.91,0,0,0,0,0.6,8.2718e-25,0.0046777
0.32072,0.40934,0.018164,-0.026595,0.9999,0.0075632,5.5281e-06,167.87,775.99,775.99,0,0,0,111.38,0.595,-3.3087e-24,0
0.42376,0.53484,-0.011561,-0.017414,0.99994,0.012296,7.9976e-05,143.82,730.05,776.52,0,0,0,0,0.595,0,0.0046777
0.29942,0.38421,-0.0036574,-0.016845,0.99991,0.0069606,5.2991e-06,161.31,774.1,774.1,0,0,0,106.84,0.59,0,0
0.41003,0.51802,-0.02563,-0.0091483,0.99994,0.011968,7.7249e-05,141.06,728.16,774.64,0,0,0,0,0.59,0,0.0046777
0.2965,0.36171,-0.032672,-0.0038451,0.99993,0.0064225,5.0867e-06,154.64,773.16,773.16,0,0,0,102.64,0.585,3.3087e-24,0
0.4056,0.50162,-0.042313,0.0003586,0.99995,0.011632,7.4857e-05,137.84,727.22,773.7,0,0,0,0,0.585,0,0.0046777
0.30954,0.3538,-0.058029,0.0090766,0.99997,0.006142,4.9728e-06,150.36,773.42,773.42,0,0,0,100.39,0.58,0,0
0.40867,0.49148,-0.054985,0.0086675,0.99998,0.011393,7.3848e-05,135.31,727.31,773.79,0,0,0,0,0.58,0,0.0046777
0.32865,0.3676,-0.07027,0.016692,0.99997,0.0061599,4.9799e-06,149.7,774.18,774.18,0,0,0,100.53,0.575,0,0
0.4122,0.49118,-0.058415,0.012533,0.99998,0.011328,7.5171e-05,134.13,727.73,774.21,0,0,0,0,0.575,-8.2718e-25,0.0046777
0.34352,0.39042,-0.070434,0.015463,0.99995,0.0063402,5.0533e-06,151.48,774.22,774.22,0,0,0,101.98,0.57096,0,0
0.41151,0.497,-0.053835,0.0099592,0.99997,0.011435,7.8203e-05,134.27,727.46,773.94,0,0,0,0,0.57,0,0.0046777
0.38228,0.45113,-0.061377,0.012322,0.99996,0.0091449,4.5052e-05,142.26,748.66,774.07,0,0,0,46.383,0.57,0,0.0025573
0.34703,0.39581,-0.070473,0.015172,0.99995,0.0063828,5.0706e-06,151.9,774.23,774.23,0,0,0,102.32,0.57,0,0
0.38144,0.45838,-0.057,0.0041144,0.99997,0.0090332,4.0917e-05,146,750.62,772.51,0,0,0,55.428,0.565,0,0.0022038
0.35929,0.4209,-0.06624,0.0056794,0.99996,0.0066965,5.1963e-06,155.43,772.64,772.64,0,0,0,104.8,0.565,0,0
0.4063,0.50045,-0.046628,0.0023576,0.99998,0.011656,8.1017e-05,135.42,725.89,772.37,0,0,0,0,0.565,0,0.0046777
0.36252,0.42924,-0.0617,-0.0060994,0.99999,0.0070228,5.3242e-06,159.25,769.52,769.52,0,0,0,107.33,0.56,0,0
0.35985,0.42234,-0.065457,0.0036489,0.99997,0.0067527,5.2183e-06,156.08,772.11,772.11,0,0,0,105.24,0.56414,0,0
0.39966,0.49573,-0.040348,-0.0060569,0.99999,0.011914,8.2538e-05,137.41,723.16,769.64,0,0,0,0,0.56,0,0.0046777
0.35664,0.42181,-0.057914,-0.012642,1,0.0072094,5.3958e-06,161.61,766.59,766.59,0,0,0,108.75,0.55623,0,0
0.37764,0.45994,-0.043051,-0.012795,0.99999,0.010384,5.4941e-05,147.88,736.2,765.96,0,0,0,39.291,0.555,0,0.002995
0.35471,0.41937,-0.056673,-0.014787,1,0.0072706,5.4193e-06,162.39,765.63,765.63,0,0,0,109.22,0.555,0,0
0.39053,0.48273,-0.035397,-0.011675,0.99999,0.012133,8.2766e-05,139.73,719.67,766.15,0,0,0,0,0.555,0,0.0046777
0.37662,0.46443,-0.03139,-0.01391,0.99998,0.012262,8.2172e-05,141.56,715.49,761.97,0,0,0,0,0.55,-1.034e-25,0.0046777
0.37408,0.46014,-0.032668,-0.014247,0.99998,0.011946,7.7233e-05,142.99,718.44,761.93,0,0,0,7.0738,0.55,0,0.0043766
0.33709,0.39788,-0.051246,-0.019132,1,0.0073581,5.4526e-06,163.84,761.28,761.28,0,0,0,109.88,0.55,0,0
0.37075,0.45709,-0.030164,-0.013985,0.99998,0.012272,8.1789e-05,141.9,713.7,760.18,0,0,0,0,0.5482,0,0.0046777
0.36029,0.44401,-0.027978,-0.014117,0.99998,0.012289,8.1106e-05,142.52,710.5,756.98,0,0,0,0,0.545,0,0.0046777
0.31459,0.37118,-0.046112,-0.020929,0.99999,0.0072818,5.4237e-06,163.37,756.19,756.19,0,0,0,109.31,0.545,0,0
0.29046,0.34327,-0.040887,-0.021898,0.99997,0.0070704,5.3428e-06,161.25,750.14,750.14,0,0,0,107.7,0.54,0,0
0.34359,0.42398,-0.024245,-0.013292,0.99997,0.012222,7.9764e-05,142.68,704.6,751.08,0,0,0,0,0.54,0,0.0046777
0.26546,0.31697,-0.033745,-0.022367,0.99997,0.0067368,5.2121e-06,157.64,743.2,743.2,0,0,0,105.12,0.535,0,0
0.32718,0.40608,-0.01862,-0.011242,0.99998,0.012064,7.819e-05,142.1,697.97,744.45,0,0,0,0,0.535,0,0.0046777
0.2385,0.29411,-0.021955,-0.021178,0.99997,0.0062845,5.0284e-06,152.49,736.23,736.23,0,0,0,101.49,0.53,0,0
0.31185,0.39087,-0.0094425,-0.0068374,0.99998,0.011826,7.6277e-05,140.81,691.45,737.93,0,0,0,0,0.53,0,0.0046777
0.21679,0.27477,-0.0035752,-0.015913,0.99997,0.0057819,4.8148e-06,146.29,731.08,731.08,0,0,0,97.305,0.525,0,0
0.30129,0.37707,0.0037471,0.0013199,0.99999,0.011551,7.3888e-05,139.1,686.67,733.15,0,0,0,0,0.525,0,0.0046777
0.21302,0.25712,0.019153,-0.0046726,0.99999,0.0054259,4.6583e-06,141.4,729.59,729.59,0,0,0,94.247,0.52,0,0
0.30005,0.36209,0.018079,0.013424,0.99999,0.011361,7.1307e-05,138.11,685.09,731.57,0,0,0,0,0.52,0,0.0046777
0.21744,0.23925,0.036677,0.010066,1,0.005342,4.6218e-06,139.84,731.42,731.42,0,0,0,93.534,0.515,0,0
0.30001,0.34445,0.026261,0.026412,1,0.011394,6.9481e-05,138.69,686.24,732.72,0,0,0,0,0.515,0,0.0046777
0.21093,0.22207,0.03602,0.021833,1,0.0054813,4.6839e-06,141.28,733.58,733.58,0,0,0,94.745,0.51,0,0
0.28981,0.32653,0.020802,0.034937,0.99999,0.011693,6.9497e-05,140.49,687.41,733.89,0,0,0,0,0.51,0,0.0046777
0.19397,0.21018,0.014927,0.026548,1,0.0057337,4.7909e-06,144.26,733.03,733.03,0,0,0,96.845,0.505,0,0
0.27425,0.31362,0.0035022,0.036124,0.99999,0.012217,7.1929e-05,142.7,686.05,732.53,0,0,0,0,0.505,0,0.0046777
0.18894,0.20925,-0.0019155,0.025748,1,0.005903,4.8597e-06,146.24,730.53,730.53,0,0,0,98.2,0.50189,0,0
0.2606,0.30396,-0.013535,0.031277,0.99999,0.012525,7.2661e-05,144.91,684.17,728.22,0,0,0,5.171,0.5,0,0.0044335
0.18589,0.20868,-0.012149,0.025262,1,0.0060059,4.9014e-06,147.44,729.01,729.01,0,0,0,99.023,0.5,0,0
0.26472,0.30921,-0.013612,0.031608,0.99999,0.012884,7.6395e-05,144.77,681.7,728.18,0,0,0,0,0.5,0,0.0046777
0.25116,0.29735,-0.022454,0.023923,0.99999,0.012527,6.9877e-05,147.35,682.27,721.86,0,0,0,14.977,0.495,0,0.0039846
0.26163,0.31137,-0.021164,0.024507,0.99999,0.013615,8.1161e-05,146.82,675.28,721.76,0,0,0,0,0.495,0,0.0046777
0.19099,0.21672,-0.029865,0.020568,1,0.006267,5.0059e-06,150.44,722.41,722.41,0,0,0,101.08,0.495,0,0
0.22162,0.26298,-0.027963,0.015133,0.99999,0.0097527,3.836e-05,151.44,695.21,714.47,0,0,0,60.237,0.49,0,0.0019382
0.19505,0.22616,-0.03427,0.013897,0.99999,0.0064904,5.0956e-06,153.1,714.52,714.52,0,0,0,102.85,0.49,0,0
0.25917,0.31502,-0.019047,0.01688,0.99998,0.014364,8.5378e-05,149.09,667.92,714.4,0,0,0,0,0.49,0,0.0046777
0.19442,0.22652,-0.033494,0.012839,0.99999,0.0065116,5.1042e-06,153.36,713.34,713.34,0,0,0,103.02,0.48928,0,0
0.1907,0.22868,-0.028863,0.0065226,0.99997,0.0066383,5.1553e-06,154.95,706.35,706.35,0,0,0,104.03,0.485,0,0
0.25586,0.3161,-0.011546,0.010193,0.99997,0.01509,8.8932e-05,151.61,660.36,706.84,0,0,0,0,0.485,0,0.0046777
0.17772,0.22091,-0.018026,8.479e-05,0.99996,0.0067009,5.1808e-06,155.8,698.36,698.36,0,0,0,104.53,0.48,0,0
0.25105,0.31308,-0.002318,0.0056092,0.99997,0.01574,9.0847e-05,154.28,652.86,699.34,0,0,0,0,0.48,0,0.0046777
0.16213,0.20375,-0.0044618,-0.0040854,0.99996,0.0066874,5.1762e-06,155.77,690.73,690.73,0,0,0,104.44,0.475,0,0
0.24594,0.30637,0.0069261,0.0036336,0.99998,0.016287,9.072e-05,157.07,645.46,691.94,0,0,0,0,0.475,0,0.0046777
0.14912,0.18082,0.0095008,-0.0053705,0.99998,0.0065923,5.1408e-06,154.9,683.51,683.51,0,0,0,103.74,0.47,0,0
0.24254,0.29764,0.015018,0.0041773,0.99998,0.016729,8.9036e-05,159.82,638.22,684.7,0,0,0,0,0.47,0,0.0046777
0.21591,0.25805,0.020774,0.0040343,0.99998,0.014543,6.7131e-05,160.26,642.07,677.47,0,0,0,24.481,0.465,0,0.0035622
0.1414,0.16455,0.017614,-0.0045301,1,0.0064909,5.1033e-06,153.86,678.78,678.78,0,0,0,102.99,0.46654,0,0
0.24032,0.2896,0.020635,0.0065993,0.99998,0.017078,8.6561e-05,162.41,631.24,677.72,0,0,0,0,0.465,0,0.0046777
0.13797,0.15732,0.021221,-0.0041565,1,0.0064458,5.0866e-06,153.4,676.67,676.67,0,0,0,102.66,0.465,0,0
0.2392,0.28561,0.02238,0.0094531,0.99998,0.017323,8.419e-05,164.62,625.45,671.93,0,0,0,0,0.4607,0,0.0046777
0.23901,0.28496,0.022665,0.0099189,0.99998,0.017362,8.3803e-05,164.98,624.51,670.99,0,0,0,0,0.46,0,0.0046777
0.12711,0.13774,0.028356,-0.0015927,1,0.0063241,5.0414e-06,152.04,670.1,670.1,0,0,0,101.76,0.46,1.6544e-24,0
0.11789,0.12451,0.029843,0.0010145,1,0.0062491,5.0133e-06,151.16,663.67,663.67,0,0,0,101.2,0.455,0,0
0.2396,0.28549,0.020872,0.013208,0.99998,0.017597,8.1064e-05,167.51,617.97,664.45,0,0,0,0,0.455,0,0.0046777
0.11101,0.11791,0.026402,0.0028796,1,0.0062038,4.9963e-06,150.61,657.29,657.29,0,0,0,100.86,0.45,0,0
0.24269,0.29167,0.016156,0.015971,0.99998,0.017786,7.8482e-05,169.84,611.57,658.05,0,0,0,0,0.45,0,0.0046777
0.10704,0.11696,0.019976,0.0039462,0.99998,0.0061828,4.9885e-06,150.35,650.91,650.91,0,0,0,100.7,0.445,0,0
0.24938,0.30303,0.010066,0.018169,0.99997,0.017912,7.5986e-05,171.84,605.2,651.68,0,0,0,0,0.445,0,0.0046777
0.10665,0.11861,0.016381,0.0042469,0.99996,0.006182,4.9883e-06,150.34,647.72,647.72,0,0,0,100.7,0.44253,0,0
0.25062,0.30484,0.0093624,0.018379,0.99996,0.017918,7.5693e-05,172.02,604.46,650.94,0,0,0,0,0.44442,0,0.0046777
0.26005,0.31856,0.0040294,0.019969,0.99994,0.01796,7.3472e-05,173.44,598.78,645.26,0,0,0,0,0.44,0,0.0046777
0.10625,0.12029,0.012701,0.0045549,0.99994,0.0061811,4.9881e-06,150.33,644.46,644.46,0,0,0,100.7,0.44,0,0
0.10851,0.12676,0.0059613,0.0051042,0.99991,0.0061944,4.9936e-06,150.5,637.88,637.88,0,0,0,100.8,0.435,0,0
0.27389,0.33723,-0.0011719,0.021552,0.99993,0.017924,7.089e-05,174.57,592.21,638.69,0,0,0,0,0.435,0,0.0046777
0.11448,0.13564,0.0002585,0.0057711,0.9999,0.0062203,5.004e-06,150.84,631.09,631.09,0,0,0,101.01,0.43,0,0
0.29048,0.35825,-0.0053439,0.023014,0.99994,0.017803,6.8229e-05,175.2,585.43,631.91,0,0,0,0,0.43,0,0.0046777
0.12405,0.14675,-0.0043317,0.0063369,0.9999,0.0062611,5.0201e-06,151.35,623.97,623.97,0,0,0,101.33,0.425,0,0
0.30944,0.3813,-0.0085958,0.024344,0.99993,0.017602,6.5528e-05,175.28,578.36,624.84,0,0,0,0,0.425,0,0.0046777
0.13556,0.16021,-0.0079711,0.0064632,0.9999,0.0063228,5.0441e-06,152.08,616.36,616.36,0,0,0,101.8,0.42,0,0
0.33012,0.40653,-0.011282,0.025605,0.99992,0.017327,6.2833e-05,174.79,570.84,617.32,0,0,0,0,0.42,0,0.0046777
0.14896,0.17645,-0.01119,0.0064963,0.9999,0.0064133,5.0784e-06,153.08,608.29,608.29,0,0,0,102.48,0.415,0,0
0.3529,0.43443,-0.013927,0.027283,0.99992,0.016915,5.9987e-05,173.46,562.81,609.29,0,0,0,0,0.415,0,0.0046777
0.168,0.19762,-0.01483,0.0078614,0.99992,0.0065664,5.1355e-06,154.64,600.27,600.27,0,0,0,103.62,0.41,0,0
0.37984,0.46609,-0.016867,0.030273,0.99991,0.016432,5.7345e-05,171.4,554.63,601.11,0,0,0,0,0.41,0,0.0046777
0.40804,0.49814,-0.019213,0.034379,0.9999,0.016078,5.5866e-05,169.45,548.23,594.71,0,0,0,0,0.40572,0,0.0046777
0.18425,0.21469,-0.017215,0.010154,0.99993,0.006717,5.1914e-06,156.11,596.39,596.39,0,0,0,104.73,0.40725,0,0
0.19757,0.22869,-0.01917,0.012034,0.99994,0.0068405,5.2373e-06,157.32,593.2,593.2,0,0,0,105.65,0.405,0,0
0.41278,0.50352,-0.019607,0.035069,0.9999,0.016019,5.5617e-05,169.12,547.16,593.64,0,0,0,0,0.405,0,0.0046777
0.2394,0.2755,-0.022892,0.018947,0.99994,0.0072883,5.4022e-06,161.75,587.87,587.87,0,0,0,108.93,0.4,3.3087e-24,0
0.45095,0.54856,-0.020657,0.040899,0.9999,0.015731,5.5264e-05,167.09,541.27,587.75,0,0,0,0,0.4,0,0.0046777
0.2906,0.33969,-0.023854,0.026506,0.99995,0.0079204,5.6317e-06,168.16,584.21,584.21,0,0,0,113.51,0.395,0,0
0.491,0.6006,-0.018715,0.045838,0.99991,0.015631,5.681e-05,165.72,537.11,583.59,0,0,0,0,0.395,0,0.0046777
0.34417,0.41479,-0.021394,0.031538,0.99996,0.0086649,5.8952e-06,175.9,581.14,581.14,0,0,0,118.77,0.39,0,0
0.52816,0.65504,-0.014177,0.047822,0.99993,0.015729,6.0419e-05,165.18,533.76,580.24,0,0,0,0,0.39,0,0.0046777
0.3923,0.48811,-0.017043,0.031964,0.99995,0.0093896,6.143e-06,183.56,577.26,577.26,0,0,0,123.75,0.385,0,0
0.55931,0.70479,-0.0089175,0.046078,0.99992,0.015958,6.5575e-05,165.17,529.9,576.38,0,0,0,0,0.385,0,0.0046777
0.42982,0.5482,-0.012571,0.028695,0.99993,0.0099824,6.3384e-06,189.88,571.86,571.86,0,0,0,127.68,0.38,-3.3087e-24,0
0.58392,0.7442,-0.0044676,0.041918,0.9999,0.016224,7.1255e-05,165.27,524.72,571.2,0,0,0,0,0.38,0,0.0046777
0.45585,0.59062,-0.0083045,0.024556,0.99991,0.010401,6.4722e-06,194.4,565.52,565.52,0,0,0,130.39,0.375,3.3087e-24,0
0.60161,0.77194,-0.00093503,0.03761,0.99988,0.01646,7.6444e-05,165.23,518.64,565.12,0,0,0,0,0.375,8.2718e-25,0.0046777
0.47454,0.61772,-0.0040611,0.021498,0.99993,0.010663,6.5538e-06,197.26,559.12,559.12,0,0,0,132.04,0.37,3.3087e-24,0
0.61409,0.79021,0.0020622,0.034465,0.99989,0.016639,8.0594e-05,164.96,512.48,558.95,0,0,0,0,0.37,-8.2718e-25,0.0046777
0.48846,0.63491,-0.00020503,0.019778,0.99995,0.010818,6.6012e-06,198.94,553.18,553.18,0,0,0,133,0.365,0,0
0.62329,0.80237,0.0045002,0.032502,0.9999,0.016765,8.3726e-05,164.53,506.66,553.14,0,0,0,0,0.365,0,0.0046777
0.49856,0.64687,0.0029334,0.018866,0.99995,0.010912,6.6303e-06,199.94,547.82,547.82,0,0,0,133.59,0.36,0,0
0.62996,0.81111,0.0063023,0.031237,0.99992,0.016855,8.614e-05,164.02,501.32,547.8,0,0,0,0,0.36,0,0.0046777
0.50658,0.65603,0.0054314,0.018287,0.99993,0.010972,6.649e-06,200.57,542.87,542.87,0,0,0,133.97,0.355,-3.3087e-24,0
0.63511,0.81785,0.0075931,0.030287,0.99995,0.016919,8.8087e-05,163.46,496.37,542.85,0,0,0,0,0.355,0,0.0046777
0.51286,0.66331,0.0075641,0.017876,0.99996,0.011006,6.6604e-06,200.94,538.28,538.28,0,0,0,134.2,0.35,0,0
0.63901,0.82313,0.0085815,0.029525,0.99998,0.01696,8.9687e-05,162.86,491.79,538.27,0,0,0,0,0.35,0,0.0046777
0.518,0.66914,0.0095629,0.017625,0.99999,0.01102,6.6657e-06,201.12,534.09,534.09,0,0,0,134.31,0.345,3.3087e-24,0
0.64203,0.82724,0.0094287,0.028941,0.99999,0.016978,9.099e-05,162.24,487.61,534.09,0,0,0,0,0.345,0,0.0046777
0.52232,0.67384,0.011523,0.017539,1,0.011017,6.666e-06,201.13,530.33,530.33,0,0,0,134.31,0.34,0,0
0.64437,0.83037,0.010206,0.028532,1,0.016973,9.204e-05,161.58,483.87,530.35,0,0,0,0,0.34,0,0.0046777
0.52605,0.67776,0.013463,0.0176,0.99998,0.011,6.6621e-06,201,527.06,527.06,0,0,0,134.23,0.335,0,0
0.64615,0.8327,0.010937,0.028275,0.99998,0.016941,9.2851e-05,160.93,480.61,527.09,0,0,0,0,0.335,0,0.0046777
0.52938,0.68117,0.015384,0.017775,0.99995,0.010971,6.6546e-06,200.76,524.3,524.3,0,0,0,134.07,0.33,0,0
0.64748,0.83439,0.011635,0.028138,0.99996,0.016884,9.3509e-05,160.24,477.85,524.33,0,0,0,0,0.33,0,0.0046777
0.53248,0.68425,0.017307,0.018027,0.99992,0.010931,6.6438e-06,200.42,522.06,522.06,0,0,0,133.85,0.325,3.3087e-24,0
0.64844,0.83553,0.012327,0.028093,0.99995,0.016798,9.4051e-05,159.47,475.62,522.1,0,0,0,0,0.325,0,0.0046777
0.53545,0.68711,0.019275,0.018325,0.99993,0.010882,6.6302e-06,199.98,520.37,520.37,0,0,0,133.57,0.32,0,0
0.64907,0.83616,0.013052,0.028114,0.99994,0.016679,9.446e-05,158.69,473.92,520.4,0,0,0,0,0.32,0,0.0046777
0.53836,0.68978,0.021358,0.018646,0.99997,0.010826,6.6142e-06,199.47,519.24,519.24,0,0,0,133.24,0.315,0,0
0.64943,0.83629,0.013866,0.028191,0.99994,0.016543,9.489e-05,157.86,472.78,519.26,0,0,0,0,0.315,0,0.0046777
0.54123,0.69224,0.02363,0.018975,1,0.010762,6.5957e-06,198.88,518.68,518.68,0,0,0,132.87,0.31,0,0
0.64952,0.83592,0.014829,0.028314,0.99994,0.016381,9.53e-05,156.95,472.21,518.68,0,0,0,0,0.31,4.1359e-25,0.0046777
0.54406,0.69447,0.026153,0.019303,1,0.010693,6.5751e-06,198.22,518.72,518.72,0,0,0,132.45,0.305,0,0
0.64934,0.83502,0.015992,0.028476,0.99994,0.016196,9.5716e-05,155.99,472.22,518.69,0,0,0,0,0.305,0,0.0046777
0.54686,0.69646,0.02898,0.019627,1,0.010618,6.5528e-06,197.51,519.36,519.36,0,0,0,131.99,0.3,0,0
0.64892,0.8336,0.017398,0.028673,0.99992,0.016,9.6235e-05,154.97,472.83,519.3,0,0,0,0,0.3,0,0.0046777
0.54987,0.69822,0.03217,0.019953,0.99999,0.01054,6.5292e-06,196.73,520.61,520.61,0,0,0,131.51,0.295,0,0
0.64836,0.83167,0.019092,0.028904,0.9999,0.015773,9.6715e-05,153.9,474.05,520.52,0,0,0,0,0.295,0,0.0046777
0.55354,0.69981,0.035778,0.020295,0.99998,0.010461,6.505e-06,195.94,522.5,522.5,0,0,0,131.02,0.29,0,0
0.64792,0.82928,0.021112,0.029171,0.9999,0.015513,9.7158e-05,152.81,475.91,522.38,0,0,0,0,0.29,0,0.0046777
0.55781,0.70129,0.039836,0.020652,0.99995,0.010384,6.4811e-06,195.14,525.05,525.05,0,0,0,130.54,0.285,3.3087e-24,0
0.64756,0.82645,0.023486,0.029469,0.99989,0.015249,9.7815e-05,151.69,478.42,524.89,0,0,0,0,0.285,0,0.0046777
0.56238,0.70276,0.044344,0.020999,0.99994,0.010309,6.4577e-06,194.34,528.28,528.28,0,0,0,130.06,0.28,-3.3087e-24,0
0.64715,0.82328,0.026218,0.029771,0.99992,0.014987,9.8713e-05,150.53,481.58,528.06,0,0,0,0,0.28,0,0.0046777
0.56732,0.70431,0.049285,0.021307,0.99997,0.010236,6.4349e-06,193.56,532.2,532.2,0,0,0,129.6,0.275,3.3087e-24,0
0.64668,0.81981,0.029302,0.030022,0.99998,0.014708,9.8961e-05,149.32,485.42,531.9,0,0,0,0,0.275,0,0.0046777
0.57265,0.70604,0.054636,0.021545,1,0.01017,6.4136e-06,192.81,536.85,536.85,0,0,0,129.17,0.27,0,0
0.64615,0.81607,0.032724,0.030159,1,0.01441,9.8525e-05,148.09,489.96,536.44,0,0,0,0,0.27,0,0.0046777
0.57832,0.70795,0.060363,0.02168,1,0.010112,6.395e-06,192.14,542.24,542.24,0,0,0,128.8,0.265,0,0
0.64548,0.81205,0.036452,0.030143,1,0.014128,9.8119e-05,146.87,495.23,541.71,0,0,0,0,0.265,0,0.0046777
0.58423,0.70993,0.066423,0.021677,1,0.010064,6.3794e-06,191.55,548.39,548.39,0,0,0,128.48,0.26,0,0
0.64458,0.80765,0.040441,0.029945,0.99998,0.013875,9.7636e-05,145.66,501.23,547.71,0,0,0,0,0.26,0,0.0046777
0.59018,0.7118,0.072749,0.021503,1,0.010025,6.3663e-06,191.04,555.3,555.3,0,0,0,128.22,0.255,3.3087e-24,0
0.6433,0.80277,0.044634,0.029524,0.99996,0.013639,9.7158e-05,144.47,507.97,554.45,0,0,0,0,0.255,0,0.0046777
0.59593,0.71337,0.079262,0.021115,1,0.0099932,6.3555e-06,190.6,562.96,562.96,0,0,0,128,0.25,0,0
0.64165,0.79725,0.048974,0.028843,0.99996,0.013425,9.6878e-05,143.31,515.45,561.92,0,0,0,0,0.25,8.2718e-25,0.0046777
0.60125,0.71439,0.085914,0.020492,1,0.0099675,6.3467e-06,190.23,571.36,571.36,0,0,0,127.82,0.245,0,0
0.63954,0.79094,0.053429,0.027883,0.99997,0.013231,9.6805e-05,142.17,523.65,570.13,0,0,0,0,0.245,0,0.0046777
0.60596,0.71463,0.092705,0.019643,1,0.0099463,6.3394e-06,189.9,580.48,580.48,0,0,0,127.68,0.24,0,0
0.63666,0.78366,0.057991,0.02665,0.99997,0.013061,9.6949e-05,141.06,532.58,579.06,0,0,0,0,0.24,0,0.0046777
0.60848,0.71409,0.097216,0.018961,1,0.0099347,6.3353e-06,189.72,586.84,586.84,0,0,0,127.59,0.23676,0,0
0.63359,0.77691,0.061731,0.025461,0.99998,0.012943,9.7234e-05,140.2,540.31,586.79,0,0,0,0,0.236,0,0.0046777
0.63283,0.77524,0.06266,0.025166,0.99998,0.012913,9.7305e-05,139.99,542.23,588.71,0,0,0,0,0.235,0,0.0046777
0.60986,0.71379,0.099673,0.01859,1,0.0099284,6.3331e-06,189.62,590.31,590.31,0,0,0,127.55,0.235,0,0
0.61274,0.71154,0.10681,0.017337,1,0.0099119,6.3273e-06,189.36,600.81,600.81,0,0,0,127.43,0.23,0,0
0.62793,0.76547,0.067423,0.023447,0.99998,0.012785,9.7854e-05,138.96,552.56,599.03,0,0,0,0,0.23,0,0.0046777
0.62637,0.76259,0.068653,0.02295,0.99998,0.01276,9.8038e-05,138.75,555.35,601.83,0,0,0,0,0.22873,0,0.0046777
0.61322,0.71031,0.10903,0.016886,1,0.0099187,6.3293e-06,189.39,604.24,604.24,0,0,0,127.48,0.22846,0,0
0.6143,0.70754,0.11403,0.015868,1,0.0099341,6.3338e-06,189.45,611.96,611.96,0,0,0,127.57,0.225,0,0
0.62181,0.75417,0.07225,0.021497,0.99998,0.012686,9.8577e-05,138.12,563.53,610.01,0,0,0,0,0.225,0,0.0046777
0.61432,0.70156,0.12123,0.014198,1,0.0099631,6.3426e-06,189.63,623.67,623.67,0,0,0,127.74,0.22,0,0
0.6144,0.74123,0.077114,0.019332,0.99998,0.012613,9.9522e-05,137.36,575.1,621.58,0,0,0,0,0.22,8.2718e-25,0.0046777
0.61272,0.6935,0.12845,0.012401,1,0.0099607,6.3415e-06,189.53,635.86,635.86,0,0,0,127.72,0.215,0,0
