# y+ ()       
# Time        	patch         	min           	max           	average       
500           	bottom	2.850377e-01	1.601685e+02	3.348674e+01
500           	cylinder	1.504115e-02	1.057438e+01	2.297690e+00
500           	frontAndBack	8.218572e+00	6.611928e+01	4.131678e+01
1000          	bottom	3.446905e-01	1.612309e+02	3.354843e+01
1000          	cylinder	9.040744e-03	1.074300e+01	2.279814e+00
1000          	frontAndBack	8.219123e+00	6.191237e+01	4.183384e+01
1500          	bottom	6.827115e-01	1.559247e+02	3.328010e+01
1500          	cylinder	1.720022e-02	1.024010e+01	2.183699e+00
1500          	frontAndBack	8.219684e+00	6.151492e+01	4.188785e+01
2000          	bottom	3.190669e-01	1.561768e+02	3.350827e+01
2000          	cylinder	1.793161e-02	1.024076e+01	2.201382e+00
2000          	frontAndBack	8.219482e+00	6.219117e+01	4.201287e+01
2500          	bottom	8.416647e-01	1.552634e+02	3.363215e+01
2500          	cylinder	1.617112e-02	1.014809e+01	2.192994e+00
2500          	frontAndBack	8.219633e+00	6.209424e+01	4.202687e+01
3000          	bottom	7.294860e-01	1.568385e+02	3.345841e+01
3000          	cylinder	1.587705e-02	1.028590e+01	2.198751e+00
3000          	frontAndBack	8.219477e+00	6.298878e+01	4.211652e+01
3500          	bottom	2.681771e-01	1.564284e+02	3.335557e+01
3500          	cylinder	3.192581e-02	1.027391e+01	2.191459e+00
3500          	frontAndBack	8.219380e+00	6.106489e+01	4.197311e+01
4000          	bottom	8.927917e-01	1.565112e+02	3.331601e+01
4000          	cylinder	1.041499e-02	1.026035e+01	2.192680e+00
4000          	frontAndBack	8.219563e+00	6.178431e+01	4.193234e+01
4500          	bottom	7.120171e-01	1.566015e+02	3.326720e+01
4500          	cylinder	2.056933e-02	1.028455e+01	2.195493e+00
4500          	frontAndBack	8.219433e+00	6.115001e+01	4.196494e+01
5000          	bottom	8.059160e-01	1.564157e+02	3.330492e+01
5000          	cylinder	2.850906e-02	1.026113e+01	2.192422e+00
5000          	frontAndBack	8.219547e+00	6.088609e+01	4.192462e+01
