# y+ ()       
# Time        	patch         	min           	max           	average       
20            	bottom	6.354374e-01	3.508080e+01	1.454325e+01
20            	cylinder	3.584416e-01	8.087158e+00	2.279891e+00
20            	frontAndBack	4.143269e+00	2.817436e+01	1.809252e+01
40            	bottom	2.756214e-01	4.043849e+01	1.446239e+01
40            	cylinder	6.954467e-02	4.882843e+00	1.301733e+00
40            	frontAndBack	4.138054e+00	3.139697e+01	2.194451e+01
60            	bottom	5.553737e-01	3.910722e+01	1.300484e+01
60            	cylinder	3.962918e-02	5.367735e+00	1.097024e+00
60            	frontAndBack	4.115118e+00	2.989899e+01	2.086693e+01
80            	bottom	4.486516e-01	3.903826e+01	1.287740e+01
80            	cylinder	3.272255e-02	5.334622e+00	1.064289e+00
80            	frontAndBack	4.119087e+00	3.003519e+01	1.989625e+01
100           	bottom	3.529814e-01	3.902850e+01	1.320071e+01
100           	cylinder	1.838660e-02	5.444547e+00	1.064737e+00
100           	frontAndBack	4.174293e+00	3.004181e+01	1.970292e+01
120           	bottom	2.949055e-01	3.902594e+01	1.348489e+01
120           	cylinder	1.258387e-02	5.350300e+00	1.065381e+00
120           	frontAndBack	4.155847e+00	3.004156e+01	1.992675e+01
140           	bottom	3.298771e-01	3.901782e+01	1.351743e+01
140           	cylinder	5.173196e-03	5.071498e+00	1.061948e+00
140           	frontAndBack	4.177059e+00	3.003990e+01	2.016853e+01
160           	bottom	3.474869e-01	3.901377e+01	1.355945e+01
160           	cylinder	2.902928e-02	4.871369e+00	1.047329e+00
160           	frontAndBack	4.171550e+00	3.003844e+01	2.036718e+01
180           	bottom	3.686775e-01	3.901771e+01	1.371280e+01
180           	cylinder	2.773391e-02	5.139453e+00	1.029113e+00
180           	frontAndBack	4.175688e+00	3.003814e+01	2.054987e+01
200           	bottom	3.415446e-01	3.901702e+01	1.401078e+01
200           	cylinder	1.568013e-02	5.039360e+00	9.946432e-01
200           	frontAndBack	4.176525e+00	3.003749e+01	2.065596e+01
220           	bottom	2.067133e-01	3.901364e+01	1.427930e+01
220           	cylinder	1.566045e-02	4.782523e+00	9.755466e-01
220           	frontAndBack	4.178716e+00	3.023010e+01	2.072430e+01
240           	bottom	3.570986e-01	3.953470e+01	1.440998e+01
240           	cylinder	8.469586e-03	4.676714e+00	9.800892e-01
240           	frontAndBack	4.187108e+00	3.068400e+01	2.077230e+01
260           	bottom	2.342516e-01	4.092991e+01	1.453703e+01
260           	cylinder	1.101538e-02	4.628138e+00	9.718151e-01
260           	frontAndBack	4.188175e+00	3.086353e+01	2.078841e+01
280           	bottom	4.318988e-01	4.557983e+01	1.463624e+01
280           	cylinder	3.060798e-03	4.641741e+00	9.651998e-01
280           	frontAndBack	4.190404e+00	3.082579e+01	2.075436e+01
300           	bottom	1.751353e-01	5.373616e+01	1.472933e+01
300           	cylinder	3.176146e-03	4.640158e+00	9.586170e-01
300           	frontAndBack	4.185428e+00	3.095470e+01	2.069218e+01
320           	bottom	2.895251e-01	5.363900e+01	1.486303e+01
