# y+ ()       
# Time        	patch         	min           	max           	average       
320           	cylinder	1.152941e-02	4.584547e+00	9.432873e-01
320           	frontAndBack	4.187812e+00	3.172263e+01	2.068992e+01
340           	bottom	4.028227e-01	5.562700e+01	1.494534e+01
340           	cylinder	1.630254e-02	4.488370e+00	9.293700e-01
340           	frontAndBack	4.194850e+00	3.488681e+01	2.078223e+01
360           	bottom	3.033659e-01	6.210368e+01	1.496776e+01
360           	cylinder	9.579610e-03	4.450445e+00	9.184227e-01
360           	frontAndBack	3.884233e+00	3.920004e+01	2.088888e+01
380           	bottom	2.669711e-01	6.651728e+01	1.491996e+01
380           	cylinder	1.185365e-02	4.442247e+00	9.130222e-01
380           	frontAndBack	3.158184e+00	4.146534e+01	2.089320e+01
400           	bottom	2.657920e-01	6.163146e+01	1.493968e+01
400           	cylinder	1.036272e-02	4.424241e+00	9.141190e-01
400           	frontAndBack	3.306728e+00	4.042102e+01	2.087547e+01
420           	bottom	3.100780e-01	5.813112e+01	1.496221e+01
420           	cylinder	8.328955e-03	4.404764e+00	9.129324e-01
420           	frontAndBack	4.180858e+00	3.816366e+01	2.083462e+01
440           	bottom	2.811816e-01	5.567358e+01	1.493285e+01
440           	cylinder	3.456122e-03	4.385315e+00	9.172533e-01
440           	frontAndBack	4.185313e+00	3.749212e+01	2.072395e+01
460           	bottom	2.366515e-01	5.514086e+01	1.490501e+01
460           	cylinder	4.930342e-03	4.368982e+00	9.208015e-01
460           	frontAndBack	4.189277e+00	3.649470e+01	2.076070e+01
480           	bottom	2.549006e-01	5.447273e+01	1.486424e+01
480           	cylinder	1.167903e-02	4.342043e+00	9.197137e-01
480           	frontAndBack	4.181514e+00	3.853876e+01	2.086067e+01
500           	bottom	3.658808e-01	5.381761e+01	1.483918e+01
500           	cylinder	2.008441e-02	4.291625e+00	9.156562e-01
500           	frontAndBack	4.184985e+00	4.022149e+01	2.097474e+01
520           	bottom	3.464303e-01	5.182305e+01	1.482109e+01
520           	cylinder	1.325025e-02	4.206870e+00	9.060212e-01
520           	frontAndBack	4.189647e+00	3.869560e+01	2.106675e+01
540           	bottom	4.598957e-01	5.271827e+01	1.486269e+01
540           	cylinder	1.072173e-02	4.134793e+00	9.002920e-01
540           	frontAndBack	4.181651e+00	3.670766e+01	2.108941e+01
560           	bottom	4.584693e-01	5.295200e+01	1.489258e+01
560           	cylinder	1.975186e-02	4.127744e+00	8.941547e-01
560           	frontAndBack	4.184610e+00	3.589497e+01	2.107143e+01
580           	bottom	4.297767e-01	5.393894e+01	1.488495e+01
580           	cylinder	1.301192e-02	4.125876e+00	8.904381e-01
580           	frontAndBack	4.189735e+00	3.371971e+01	2.108304e+01
600           	bottom	3.440014e-01	5.512781e+01	1.491376e+01
600           	cylinder	1.090501e-02	4.127356e+00	8.846241e-01
600           	frontAndBack	4.181359e+00	3.326898e+01	2.108057e+01
620           	bottom	5.415150e-01	5.540915e+01	1.494779e+01
620           	cylinder	1.023396e-02	4.130033e+00	8.796626e-01
620           	frontAndBack	4.184830e+00	3.311291e+01	2.106536e+01
640           	bottom	4.244486e-01	5.522672e+01	1.495623e+01
640           	cylinder	9.286825e-03	4.126095e+00	8.799016e-01
640           	frontAndBack	4.189824e+00	3.312004e+01	2.105719e+01
660           	bottom	4.205487e-01	5.490617e+01	1.495393e+01
660           	cylinder	8.345021e-03	4.201365e+00	8.849218e-01
660           	frontAndBack	4.181513e+00	3.359838e+01	2.104412e+01
680           	bottom	4.034861e-01	5.452769e+01	1.494659e+01
680           	cylinder	1.850485e-02	4.271248e+00	8.856387e-01
680           	frontAndBack	4.185140e+00	3.362020e+01	2.101337e+01
700           	bottom	3.827488e-01	5.415615e+01	1.494295e+01
700           	cylinder	3.067385e-02	4.229332e+00	8.823456e-01
700           	frontAndBack	4.189234e+00	3.297148e+01	2.098925e+01
720           	bottom	3.257754e-01	5.247426e+01	1.494415e+01
720           	cylinder	2.445973e-02	4.145204e+00	8.786042e-01
720           	frontAndBack	4.181210e+00	3.228704e+01	2.097671e+01
740           	bottom	4.833726e-01	5.289725e+01	1.495721e+01
740           	cylinder	1.723840e-02	4.138502e+00	8.762596e-01
740           	frontAndBack	4.185627e+00	3.241503e+01	2.096895e+01
760           	bottom	4.316750e-01	5.441854e+01	1.495065e+01
760           	cylinder	1.580905e-02	4.134037e+00	8.753388e-01
760           	frontAndBack	4.188859e+00	3.238357e+01	2.096512e+01
780           	bottom	4.643740e-01	5.475385e+01	1.491783e+01
780           	cylinder	2.796135e-02	4.131818e+00	8.744575e-01
780           	frontAndBack	4.181720e+00	3.203188e+01	2.096723e+01
800           	bottom	2.769542e-01	5.393118e+01	1.488766e+01
800           	cylinder	1.667452e-02	4.153682e+00	8.734718e-01
800           	frontAndBack	4.185598e+00	3.146447e+01	2.098101e+01
820           	bottom	3.965203e-01	5.389006e+01	1.486906e+01
820           	cylinder	2.301054e-02	4.153527e+00	8.736713e-01
820           	frontAndBack	4.189671e+00	3.102114e+01	2.100602e+01
840           	bottom	3.205038e-01	5.092497e+01	1.486222e+01
840           	cylinder	2.292953e-02	4.126106e+00	8.738408e-01
840           	frontAndBack	4.181991e+00	3.087554e+01	2.103675e+01
860           	bottom	3.816060e-01	4.944641e+01	1.484315e+01
860           	cylinder	1.405492e-02	4.104561e+00	8.728783e-01
860           	frontAndBack	4.185261e+00	3.083295e+01	2.106693e+01
880           	bottom	3.579292e-01	4.965126e+01	1.479959e+01
880           	cylinder	7.921991e-03	4.100249e+00	8.712412e-01
880           	frontAndBack	4.190094e+00	3.088444e+01	2.109477e+01
900           	bottom	4.338399e-01	4.905882e+01	1.476821e+01
900           	cylinder	5.382664e-03	4.088563e+00	8.684500e-01
900           	frontAndBack	4.182040e+00	3.100472e+01	2.112454e+01
920           	bottom	3.893462e-01	4.853425e+01	1.474870e+01
920           	cylinder	1.529033e-02	4.079414e+00	8.665825e-01
920           	frontAndBack	4.184923e+00	3.124567e+01	2.114392e+01
940           	bottom	4.447477e-01	4.998395e+01	1.472509e+01
940           	cylinder	1.216315e-02	4.082787e+00	8.684168e-01
940           	frontAndBack	4.190885e+00	3.144898e+01	2.115166e+01
960           	bottom	4.041216e-01	5.015025e+01	1.469427e+01
960           	cylinder	1.864217e-02	4.082979e+00	8.684312e-01
960           	frontAndBack	4.182278e+00	3.171702e+01	2.114873e+01
980           	bottom	4.553103e-01	5.138243e+01	1.465910e+01
980           	cylinder	1.914090e-02	4.080090e+00	8.668284e-01
980           	frontAndBack	4.184859e+00	3.159068e+01	2.113450e+01
1000          	bottom	4.014731e-01	4.947810e+01	1.461939e+01
1000          	cylinder	9.779276e-03	4.075094e+00	8.654885e-01
1000          	frontAndBack	4.191203e+00	3.140953e+01	2.112355e+01
1020          	bottom	3.624057e-01	5.106747e+01	1.457955e+01
1020          	cylinder	9.903597e-03	4.078880e+00	8.661659e-01
1020          	frontAndBack	4.181637e+00	3.148670e+01	2.111565e+01
1040          	bottom	5.139109e-01	5.176212e+01	1.456698e+01
1040          	cylinder	2.008084e-02	4.083579e+00	8.665639e-01
1040          	frontAndBack	4.185179e+00	3.149962e+01	2.110559e+01
1060          	bottom	5.173688e-01	5.130517e+01	1.458464e+01
1060          	cylinder	2.142977e-02	4.081853e+00	8.657597e-01
1060          	frontAndBack	4.190358e+00	3.168820e+01	2.109443e+01
1080          	bottom	4.727414e-01	5.002583e+01	1.461935e+01
1080          	cylinder	2.224942e-02	4.078329e+00	8.649982e-01
1080          	frontAndBack	4.181539e+00	3.186490e+01	2.108389e+01
1100          	bottom	3.174680e-01	4.918903e+01	1.465778e+01
1100          	cylinder	2.271685e-02	4.075445e+00	8.646552e-01
1100          	frontAndBack	4.185190e+00	3.170056e+01	2.107488e+01
1120          	bottom	2.910157e-01	4.846986e+01	1.470067e+01
1120          	cylinder	1.812564e-02	4.071781e+00	8.648665e-01
1120          	frontAndBack	4.190147e+00	3.106644e+01	2.107193e+01
1140          	bottom	2.870812e-01	4.761296e+01	1.474566e+01
1140          	cylinder	1.464104e-02	4.066847e+00	8.643803e-01
1140          	frontAndBack	4.181672e+00	3.064592e+01	2.107809e+01
1160          	bottom	3.047105e-01	4.742422e+01	1.478203e+01
1160          	cylinder	1.380580e-02	4.066059e+00	8.641342e-01
1160          	frontAndBack	4.185161e+00	3.100060e+01	2.109105e+01
1180          	bottom	2.505731e-01	4.740500e+01	1.480238e+01
1180          	cylinder	1.342835e-02	4.065517e+00	8.639108e-01
1180          	frontAndBack	4.190249e+00	3.108706e+01	2.110908e+01
1200          	bottom	2.065724e-01	4.760293e+01	1.480417e+01
1200          	cylinder	1.456397e-02	4.064543e+00	8.636680e-01
1200          	frontAndBack	4.181811e+00	3.083303e+01	2.113374e+01
1220          	bottom	2.026860e-01	4.804341e+01	1.479238e+01
1220          	cylinder	1.745198e-02	4.062986e+00	8.633922e-01
1220          	frontAndBack	4.185095e+00	3.069447e+01	2.116295e+01
1240          	bottom	1.948846e-01	4.778376e+01	1.477014e+01
1240          	cylinder	1.905858e-02	4.060720e+00	8.629351e-01
1240          	frontAndBack	4.190599e+00	3.061594e+01	2.119219e+01
1260          	bottom	1.977651e-01	4.620486e+01	1.474372e+01
1260          	cylinder	2.047931e-02	4.058130e+00	8.625014e-01
1260          	frontAndBack	4.181806e+00	3.072457e+01	2.121802e+01
1280          	bottom	1.901967e-01	4.692028e+01	1.471939e+01
1280          	cylinder	2.209125e-02	4.055469e+00	8.618720e-01
1280          	frontAndBack	4.185045e+00	3.087094e+01	2.123830e+01
1300          	bottom	1.854695e-01	4.784844e+01	1.470098e+01
1300          	cylinder	2.397772e-02	4.052835e+00	8.610246e-01
1300          	frontAndBack	4.190703e+00	3.099212e+01	2.125090e+01
1320          	bottom	1.826661e-01	4.834965e+01	1.468928e+01
1320          	cylinder	2.575902e-02	4.049990e+00	8.603245e-01
1320          	frontAndBack	4.181822e+00	3.105390e+01	2.125793e+01
1340          	bottom	1.844688e-01	4.869224e+01	1.468086e+01
1340          	cylinder	2.666770e-02	4.048058e+00	8.599339e-01
1340          	frontAndBack	4.185032e+00	3.104467e+01	2.126176e+01
1360          	bottom	1.965913e-01	4.883816e+01	1.467453e+01
1360          	cylinder	2.716342e-02	4.046519e+00	8.593867e-01
1360          	frontAndBack	4.190767e+00	3.105752e+01	2.126536e+01
1380          	bottom	1.870022e-01	4.867511e+01	1.466965e+01
1380          	cylinder	2.678825e-02	4.045377e+00	8.587236e-01
1380          	frontAndBack	4.181864e+00	3.091397e+01	2.127220e+01
1400          	bottom	1.930498e-01	4.823177e+01	1.466713e+01
1400          	cylinder	2.597689e-02	4.044748e+00	8.583591e-01
1400          	frontAndBack	4.185015e+00	3.095574e+01	2.128427e+01
1420          	bottom	2.228144e-01	4.776872e+01	1.467081e+01
1420          	cylinder	2.557407e-02	4.044689e+00	8.585409e-01
1420          	frontAndBack	4.190772e+00	3.100482e+01	2.130280e+01
1440          	bottom	1.993267e-01	4.739915e+01	1.467942e+01
1440          	cylinder	2.551979e-02	4.044617e+00	8.585172e-01
1440          	frontAndBack	4.181891e+00	3.103935e+01	2.132648e+01
1460          	bottom	1.775795e-01	4.714322e+01	1.468956e+01
1460          	cylinder	2.500814e-02	4.043874e+00	8.581307e-01
1460          	frontAndBack	4.185015e+00	3.105739e+01	2.135418e+01
1480          	bottom	1.845523e-01	4.693019e+01	1.469842e+01
1480          	cylinder	2.351866e-02	4.042659e+00	8.578178e-01
1480          	frontAndBack	4.190734e+00	3.106150e+01	2.138345e+01
1500          	bottom	1.853421e-01	4.698558e+01	1.470299e+01
1500          	cylinder	2.203643e-02	4.041629e+00	8.579808e-01
1500          	frontAndBack	4.181859e+00	3.105530e+01	2.141041e+01
1520          	bottom	1.927354e-01	4.710454e+01	1.470087e+01
1520          	cylinder	2.136392e-02	4.040495e+00	8.578035e-01
1520          	frontAndBack	4.185037e+00	3.105061e+01	2.143127e+01
1540          	bottom	2.117780e-01	4.717255e+01	1.469250e+01
1540          	cylinder	2.114751e-02	4.038897e+00	8.572045e-01
1540          	frontAndBack	4.190690e+00	3.105185e+01	2.144527e+01
1560          	bottom	1.934960e-01	4.721133e+01	1.468123e+01
1560          	cylinder	2.078514e-02	4.037259e+00	8.568297e-01
1560          	frontAndBack	4.181840e+00	3.105247e+01	2.145390e+01
1580          	bottom	1.932228e-01	4.723482e+01	1.466920e+01
1580          	cylinder	2.035212e-02	4.036113e+00	8.567735e-01
1580          	frontAndBack	4.185028e+00	3.105298e+01	2.145879e+01
1600          	bottom	1.897395e-01	4.729565e+01	1.465709e+01
1600          	cylinder	1.984974e-02	4.035038e+00	8.564918e-01
1600          	frontAndBack	4.190585e+00	3.105249e+01	2.146111e+01
1620          	bottom	1.786017e-01	4.753448e+01	1.464534e+01
1620          	cylinder	1.925423e-02	4.034966e+00	8.561114e-01
1620          	frontAndBack	4.181840e+00	3.107826e+01	2.146168e+01
1640          	bottom	1.775267e-01	4.781374e+01	1.463526e+01
1640          	cylinder	1.902755e-02	4.035565e+00	8.559913e-01
1640          	frontAndBack	4.185041e+00	3.108478e+01	2.146107e+01
1660          	bottom	1.853735e-01	4.808530e+01	1.462820e+01
1660          	cylinder	1.901979e-02	4.036277e+00	8.559371e-01
1660          	frontAndBack	4.190485e+00	3.107531e+01	2.145986e+01
1680          	bottom	1.903636e-01	4.830219e+01	1.462427e+01
1680          	cylinder	1.898146e-02	4.036824e+00	8.557542e-01
1680          	frontAndBack	4.181819e+00	3.105501e+01	2.145849e+01
1700          	bottom	1.907126e-01	4.850788e+01	1.462342e+01
1700          	cylinder	1.893008e-02	4.037182e+00	8.555927e-01
1700          	frontAndBack	4.185062e+00	3.107794e+01	2.145733e+01
1720          	bottom	1.961248e-01	4.864074e+01	1.462534e+01
1720          	cylinder	1.903915e-02	4.037609e+00	8.555089e-01
1720          	frontAndBack	4.190423e+00	3.110335e+01	2.145660e+01
1740          	bottom	1.995172e-01	4.865961e+01	1.462952e+01
1740          	cylinder	1.923296e-02	4.038023e+00	8.553580e-01
1740          	frontAndBack	4.181809e+00	3.112297e+01	2.145658e+01
1760          	bottom	1.971860e-01	4.857592e+01	1.463513e+01
1760          	cylinder	1.951287e-02	4.038267e+00	8.551679e-01
1760          	frontAndBack	4.185087e+00	3.113690e+01	2.145754e+01
1780          	bottom	1.972421e-01	4.844498e+01	1.464162e+01
1780          	cylinder	1.981601e-02	4.038509e+00	8.550306e-01
1780          	frontAndBack	4.190356e+00	3.114617e+01	2.145975e+01
1800          	bottom	1.988446e-01	4.831177e+01	1.464832e+01
1800          	cylinder	2.008774e-02	4.038739e+00	8.549077e-01
1800          	frontAndBack	4.181784e+00	3.115083e+01	2.146327e+01
1820          	bottom	2.002649e-01	4.818630e+01	1.465457e+01
1820          	cylinder	2.035978e-02	4.038968e+00	8.547780e-01
1820          	frontAndBack	4.185076e+00	3.115076e+01	2.146782e+01
1840          	bottom	1.981551e-01	4.808943e+01	1.466004e+01
1840          	cylinder	2.062695e-02	4.039079e+00	8.546907e-01
1840          	frontAndBack	4.190335e+00	3.114767e+01	2.147310e+01
1860          	bottom	1.943325e-01	4.803577e+01	1.466427e+01
1860          	cylinder	2.091557e-02	4.039323e+00	8.546360e-01
1860          	frontAndBack	4.181787e+00	3.114356e+01	2.147865e+01
1880          	bottom	1.912755e-01	4.801027e+01	1.466680e+01
1880          	cylinder	2.121016e-02	4.039523e+00	8.545675e-01
1880          	frontAndBack	4.185103e+00	3.113922e+01	2.148389e+01
1900          	bottom	1.901402e-01	4.800199e+01	1.466763e+01
1900          	cylinder	2.148505e-02	4.039966e+00	8.544932e-01
1900          	frontAndBack	4.190332e+00	3.113319e+01	2.148851e+01
1920          	bottom	1.885273e-01	4.801196e+01	1.466682e+01
1920          	cylinder	2.178960e-02	4.040554e+00	8.544372e-01
1920          	frontAndBack	4.181120e+00	3.112625e+01	2.149179e+01
1940          	bottom	1.865325e-01	4.809436e+01	1.466475e+01
1940          	cylinder	2.206302e-02	4.040750e+00	8.543807e-01
1940          	frontAndBack	4.184387e+00	3.112261e+01	2.149378e+01
1960          	bottom	1.856760e-01	4.819602e+01	1.466199e+01
1960          	cylinder	2.226245e-02	4.040751e+00	8.543071e-01
1960          	frontAndBack	4.190337e+00	3.111993e+01	2.149461e+01
1980          	bottom	1.845229e-01	4.828386e+01	1.465906e+01
1980          	cylinder	2.240732e-02	4.040879e+00	8.542325e-01
1980          	frontAndBack	4.181145e+00	3.111980e+01	2.149450e+01
2000          	bottom	1.837456e-01	4.835616e+01	1.465647e+01
2000          	cylinder	2.256051e-02	4.040890e+00	8.541590e-01
2000          	frontAndBack	4.184326e+00	3.112116e+01	2.149370e+01
2020          	bottom	1.832280e-01	4.840437e+01	1.465457e+01
2020          	cylinder	2.246651e-02	4.040652e+00	8.540761e-01
2020          	frontAndBack	4.190350e+00	3.112383e+01	2.149245e+01
2040          	bottom	1.820769e-01	4.842855e+01	1.465344e+01
2040          	cylinder	2.238762e-02	4.040557e+00	8.539838e-01
2040          	frontAndBack	4.181170e+00	3.112688e+01	2.149101e+01
2060          	bottom	1.803359e-01	4.843223e+01	1.465318e+01
2060          	cylinder	2.229125e-02	4.040453e+00	8.539268e-01
2060          	frontAndBack	4.184334e+00	3.112963e+01	2.148953e+01
2080          	bottom	1.789384e-01	4.842032e+01	1.465366e+01
2080          	cylinder	2.223808e-02	4.040088e+00	8.538607e-01
2080          	frontAndBack	4.189835e+00	3.113199e+01	2.148816e+01
2100          	bottom	1.772561e-01	4.840217e+01	1.465486e+01
2100          	cylinder	2.222992e-02	4.039768e+00	8.538085e-01
2100          	frontAndBack	4.181188e+00	3.113329e+01	2.148699e+01
2120          	bottom	1.772660e-01	4.838282e+01	1.465664e+01
2120          	cylinder	2.220241e-02	4.039549e+00	8.537432e-01
2120          	frontAndBack	4.184326e+00	3.113426e+01	2.148611e+01
2140          	bottom	1.764248e-01	4.836688e+01	1.465873e+01
2140          	cylinder	2.215700e-02	4.039139e+00	8.537017e-01
2140          	frontAndBack	4.189855e+00	3.113487e+01	2.148551e+01
2160          	bottom	1.752090e-01	4.835510e+01	1.466099e+01
2160          	cylinder	2.213797e-02	4.038704e+00	8.536408e-01
2160          	frontAndBack	4.181212e+00	3.113531e+01	2.148518e+01
2180          	bottom	1.735824e-01	4.835086e+01	1.466321e+01
2180          	cylinder	2.213517e-02	4.038375e+00	8.535908e-01
2180          	frontAndBack	4.184315e+00	3.113627e+01	2.148513e+01
2200          	bottom	1.741571e-01	4.834976e+01	1.466511e+01
2200          	cylinder	2.210011e-02	4.038063e+00	8.535593e-01
2200          	frontAndBack	4.189886e+00	3.113765e+01	2.148530e+01
2220          	bottom	1.748424e-01	4.835133e+01	1.466674e+01
2220          	cylinder	2.207090e-02	4.037928e+00	8.534998e-01
2220          	frontAndBack	4.181214e+00	3.113884e+01	2.148561e+01
2240          	bottom	1.732144e-01	4.835761e+01	1.466814e+01
2240          	cylinder	2.206057e-02	4.038268e+00	8.534508e-01
2240          	frontAndBack	4.184322e+00	3.113996e+01	2.148603e+01
2259          	bottom	1.729257e-01	4.836569e+01	1.466915e+01
2259          	cylinder	2.203516e-02	4.038534e+00	8.534195e-01
2259          	frontAndBack	4.154386e+00	3.114112e+01	2.148647e+01
