# Solver information
# Time        	alpha.water_solver	alpha.water_initial	alpha.water_final	alpha.water_iters	alpha.water_converged	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
0.00060024    	smoothSolver	0.000000e+00	0.000000e+00	0	true	smoothSolver	1.000000e+00	1.303390e-04	1	true	GAMG	1.000000e+00	8.862670e-03	2	true	smoothSolver	3.012070e-02	1.854950e-06	1	true
0.00132087    	smoothSolver	1.463790e-03	9.866720e-10	2	true	smoothSolver	5.414010e-01	2.174140e-05	1	true	GAMG	4.809840e-03	2.421350e-05	3	true	smoothSolver	3.496070e-02	1.064070e-06	1	true
0.00218514    	smoothSolver	7.427730e-04	1.615730e-10	2	true	smoothSolver	4.752300e-01	1.988750e-05	1	true	GAMG	3.736050e-03	2.531480e-05	2	true	smoothSolver	4.222590e-02	1.425540e-06	1	true
0.00322225    	smoothSolver	6.534440e-04	1.955900e-10	2	true	smoothSolver	4.376310e-01	2.254050e-05	1	true	GAMG	2.806760e-03	1.054580e-05	2	true	smoothSolver	5.071810e-02	2.091920e-06	1	true
0.00446731    	smoothSolver	7.291140e-04	3.580820e-10	2	true	smoothSolver	4.084800e-01	2.702520e-05	1	true	GAMG	2.847100e-03	9.278720e-06	2	true	smoothSolver	6.084200e-02	3.168510e-06	1	true
0.00595988    	smoothSolver	8.571660e-04	7.346290e-10	2	true	smoothSolver	3.827870e-01	3.221810e-05	1	true	GAMG	3.163270e-03	1.002620e-05	2	true	smoothSolver	7.284340e-02	4.807800e-06	1	true
0.00774988    	smoothSolver	1.020420e-03	1.669990e-09	2	true	smoothSolver	3.601310e-01	3.922960e-05	1	true	GAMG	3.574340e-03	1.159420e-05	2	true	smoothSolver	8.730330e-02	7.487230e-06	1	true
0.00989944    	smoothSolver	1.216970e-03	3.985860e-09	2	true	smoothSolver	3.397580e-01	4.896060e-05	1	true	GAMG	3.998650e-03	1.357160e-05	2	true	smoothSolver	1.048110e-01	1.182720e-05	1	true
0.0124789     	smoothSolver	1.443530e-03	9.321820e-09	2	true	smoothSolver	3.207420e-01	5.917540e-05	1	true	GAMG	4.352230e-03	1.553260e-05	2	true	smoothSolver	1.258410e-01	1.886230e-05	1	true
0.0155645     	smoothSolver	1.691400e-03	1.491060e-10	3	true	smoothSolver	3.035700e-01	6.989480e-05	1	true	GAMG	4.562140e-03	1.708370e-05	2	true	smoothSolver	1.467950e-01	2.963360e-05	1	true
0.0192625     	smoothSolver	1.963320e-03	3.476370e-10	3	true	smoothSolver	2.907950e-01	8.672430e-05	1	true	GAMG	4.609510e-03	1.802780e-05	2	true	smoothSolver	1.664830e-01	4.719850e-05	1	true
0.0237137     	smoothSolver	2.262340e-03	8.029190e-10	3	true	smoothSolver	2.821970e-01	1.145810e-04	1	true	GAMG	4.479430e-03	1.858320e-05	2	true	smoothSolver	1.883270e-01	7.590800e-05	1	true
0.0290653     	smoothSolver	2.538010e-03	1.724320e-09	3	true	smoothSolver	2.760360e-01	1.595510e-04	1	true	GAMG	4.266780e-03	1.906840e-05	2	true	smoothSolver	2.114290e-01	1.193400e-04	1	true
0.0355164     	smoothSolver	2.787120e-03	3.073540e-09	3	true	smoothSolver	2.728240e-01	2.286420e-04	1	true	GAMG	4.175260e-03	2.040230e-05	2	true	smoothSolver	2.368280e-01	1.849760e-04	1	true
0.0432578     	smoothSolver	2.909740e-03	6.138680e-09	3	true	smoothSolver	2.716280e-01	3.278540e-04	1	true	GAMG	4.043650e-03	2.350420e-05	2	true	smoothSolver	2.632570e-01	2.756300e-04	1	true
0.0525791     	smoothSolver	2.897990e-03	2.902000e-10	4	true	smoothSolver	2.714860e-01	4.757230e-04	1	true	GAMG	3.963980e-03	2.820910e-05	2	true	smoothSolver	2.905490e-01	4.004970e-04	1	true
0.0637646     	smoothSolver	2.816160e-03	1.161900e-09	4	true	smoothSolver	2.612730e-01	7.007990e-04	1	true	GAMG	3.991690e-03	3.103600e-05	2	true	smoothSolver	3.119360e-01	5.904460e-04	1	true
0.0769839     	smoothSolver	2.982030e-03	4.405470e-09	4	true	smoothSolver	2.410460e-01	9.261650e-04	1	true	GAMG	3.790930e-03	3.267010e-05	2	true	smoothSolver	3.233930e-01	8.365760e-04	1	true
0.0926511     	smoothSolver	3.569440e-03	6.246910e-10	5	true	smoothSolver	2.225420e-01	1.282310e-03	1	true	GAMG	3.917240e-03	3.327660e-05	2	true	smoothSolver	3.269840e-01	1.163800e-03	1	true
