# y+ ()       
# Time        	patch         	min           	max           	average       
5             	bottom	3.674148e-02	1.980267e+02	5.437164e+01
5             	frontAndBack	1.769271e-01	2.153055e+02	5.339879e+01
5             	obstacle	2.316634e-02	2.072306e+01	4.249799e+00
10            	bottom	1.515712e-01	3.685378e+02	8.535470e+01
10            	frontAndBack	1.799334e-01	2.217960e+02	5.989192e+01
10            	obstacle	1.355252e-01	2.163448e+01	6.761300e+00
15            	bottom	5.042587e-02	3.807938e+02	9.704827e+01
15            	frontAndBack	1.470515e-01	2.198128e+02	6.233831e+01
15            	obstacle	3.182418e-02	2.889632e+01	8.521694e+00
20            	bottom	2.763973e-01	3.680443e+02	9.246978e+01
20            	frontAndBack	2.238472e-01	2.023370e+02	5.903442e+01
20            	obstacle	1.003223e-01	3.995651e+01	8.889580e+00
25            	bottom	1.048223e-01	3.613723e+02	9.106222e+01
25            	frontAndBack	3.070540e-01	1.960204e+02	5.736247e+01
25            	obstacle	6.613532e-02	9.723624e+01	9.081178e+00
30            	bottom	1.759151e-01	3.522045e+02	9.158945e+01
30            	frontAndBack	2.591157e-01	1.858066e+02	5.613598e+01
30            	obstacle	1.107253e-01	3.948512e+01	9.364082e+00
35            	bottom	1.821762e-01	3.555736e+02	9.162399e+01
35            	frontAndBack	2.127854e-01	1.896849e+02	5.576023e+01
35            	obstacle	1.149445e-01	7.053128e+01	8.999070e+00
40            	bottom	2.360311e-01	3.532917e+02	9.101708e+01
40            	frontAndBack	2.459304e-01	1.858089e+02	5.565211e+01
40            	obstacle	1.464802e-01	4.199249e+01	9.160374e+00
45            	bottom	1.056068e-01	3.505532e+02	9.096025e+01
45            	frontAndBack	2.672152e-01	1.864091e+02	5.579098e+01
45            	obstacle	4.557365e-02	4.300890e+01	8.947022e+00
50            	bottom	2.389674e-01	3.545513e+02	9.084061e+01
50            	frontAndBack	2.238648e-01	1.870363e+02	5.596637e+01
50            	obstacle	1.506859e-01	4.414153e+01	8.882790e+00
55            	bottom	1.397372e-01	3.561178e+02	9.113541e+01
55            	frontAndBack	2.825910e-01	1.882318e+02	5.596221e+01
55            	obstacle	6.547676e-02	5.818730e+01	9.106151e+00
60            	bottom	2.030685e-01	3.560897e+02	9.107298e+01
60            	frontAndBack	2.808691e-01	1.873190e+02	5.591139e+01
60            	obstacle	1.177731e-01	5.474892e+01	8.984146e+00
65            	bottom	1.388249e-01	3.543291e+02	9.079369e+01
65            	frontAndBack	3.182611e-01	1.870576e+02	5.595736e+01
65            	obstacle	8.043858e-02	4.190359e+01	8.979709e+00
70            	bottom	1.745811e-01	3.543631e+02	9.082088e+01
70            	frontAndBack	3.140470e-01	1.873181e+02	5.598461e+01
70            	obstacle	9.596278e-02	4.129059e+01	8.874791e+00
75            	bottom	7.369954e-02	3.551417e+02	9.076858e+01
75            	frontAndBack	2.718684e-01	1.874671e+02	5.595785e+01
75            	obstacle	4.645213e-02	4.759766e+01	8.929906e+00
80            	bottom	1.667362e-01	3.557014e+02	9.100467e+01
80            	frontAndBack	2.773655e-01	1.896932e+02	5.598466e+01
80            	obstacle	8.435475e-02	7.060521e+01	8.881692e+00
85            	bottom	1.515540e-01	3.548834e+02	9.090297e+01
85            	frontAndBack	2.330414e-01	1.872172e+02	5.597156e+01
85            	obstacle	9.558894e-02	3.945774e+01	9.014287e+00
90            	bottom	2.831552e-01	3.552858e+02	9.111033e+01
90            	frontAndBack	3.078883e-01	1.875314e+02	5.596855e+01
90            	obstacle	1.242411e-01	7.817729e+01	9.072292e+00
95            	bottom	6.445068e-02	3.559043e+02	9.100981e+01
95            	frontAndBack	2.487346e-01	1.892129e+02	5.599006e+01
95            	obstacle	4.062394e-02	5.992598e+01	8.907157e+00
100           	bottom	1.888493e-01	3.557735e+02	9.096206e+01
100           	frontAndBack	2.766828e-01	1.874957e+02	5.594579e+01
100           	obstacle	1.188673e-01	4.067988e+01	9.005015e+00
105           	bottom	1.572558e-01	3.557246e+02	9.090607e+01
105           	frontAndBack	3.116276e-01	1.897396e+02	5.596598e+01
105           	obstacle	9.911999e-02	7.307510e+01	8.945894e+00
110           	bottom	1.311011e-01	3.549664e+02	9.089567e+01
110           	frontAndBack	2.473477e-01	1.870299e+02	5.596573e+01
110           	obstacle	8.120066e-02	4.688502e+01	8.892684e+00
115           	bottom	1.422329e-01	3.551887e+02	9.093052e+01
115           	frontAndBack	3.049445e-01	1.872110e+02	5.594356e+01
115           	obstacle	1.167802e-01	4.861598e+01	8.948536e+00
120           	bottom	1.025680e-01	3.552274e+02	9.088415e+01
120           	frontAndBack	2.991605e-01	1.902043e+02	5.595189e+01
120           	obstacle	6.469328e-02	6.366607e+01	8.878625e+00
