# y+ ()       
# Time        	patch         	min           	max           	average       
5             	bottom	1.954762e-01	2.257031e+02	6.088850e+01
5             	frontAndBack	1.253208e-01	2.106137e+02	5.768567e+01
5             	obstacle	9.972270e-02	4.178355e+01	5.524575e+00
10            	bottom	3.156851e-01	4.331853e+02	7.276405e+01
10            	frontAndBack	3.319017e-02	1.968318e+02	5.875119e+01
10            	obstacle	1.677053e-01	2.126014e+02	6.853303e+00
15            	bottom	2.491861e-01	2.200928e+02	7.679608e+01
15            	frontAndBack	1.510916e-01	2.213339e+02	5.823956e+01
15            	obstacle	1.301710e-01	6.084324e+01	7.754161e+00
20            	bottom	3.317147e-01	1.971182e+02	7.573047e+01
20            	frontAndBack	1.314321e-01	1.876036e+02	5.501162e+01
20            	obstacle	1.025893e-01	1.053234e+02	7.837050e+00
25            	bottom	5.798549e-01	1.988499e+02	7.537207e+01
25            	frontAndBack	1.017165e-01	1.727799e+02	5.206575e+01
25            	obstacle	3.050131e-01	4.570700e+01	7.727819e+00
30            	bottom	1.827760e-01	1.983833e+02	7.543483e+01
30            	frontAndBack	2.078783e-01	1.698779e+02	5.201984e+01
30            	obstacle	9.963374e-02	9.873417e+01	7.847085e+00
35            	bottom	2.615145e-01	2.051376e+02	7.524244e+01
35            	frontAndBack	2.608636e-01	1.633729e+02	5.210042e+01
35            	obstacle	1.548329e-01	4.678805e+01	7.746502e+00
40            	bottom	2.995182e-01	1.937384e+02	7.463695e+01
40            	frontAndBack	9.382474e-02	1.696729e+02	5.196112e+01
40            	obstacle	1.952394e-01	5.234735e+01	7.647843e+00
45            	bottom	3.941907e-01	1.966797e+02	7.535715e+01
45            	frontAndBack	1.038431e-01	1.697025e+02	5.270370e+01
45            	obstacle	1.829768e-01	6.023251e+01	8.772909e+00
50            	bottom	4.976371e-01	2.077628e+02	7.520279e+01
50            	frontAndBack	1.336871e-01	1.671933e+02	5.212790e+01
50            	obstacle	3.137548e-01	6.169583e+01	8.652982e+00
55            	bottom	2.366770e-01	2.180466e+02	7.489754e+01
55            	frontAndBack	1.582548e-01	1.625590e+02	5.198742e+01
55            	obstacle	1.420704e-01	6.559775e+01	8.252933e+00
60            	bottom	2.431544e-01	2.147304e+02	7.478717e+01
60            	frontAndBack	1.355472e-01	1.652087e+02	5.197330e+01
60            	obstacle	1.178490e-01	5.904151e+01	8.307784e+00
65            	bottom	4.226682e-01	2.033566e+02	7.503273e+01
65            	frontAndBack	1.436342e-01	1.631164e+02	5.199468e+01
65            	obstacle	1.453248e-01	6.635754e+01	8.501901e+00
70            	bottom	3.588736e-01	2.109788e+02	7.501443e+01
70            	frontAndBack	1.259993e-01	1.625726e+02	5.201664e+01
70            	obstacle	1.911101e-01	9.055392e+01	8.097416e+00
75            	bottom	2.722989e-01	2.016133e+02	7.502128e+01
75            	frontAndBack	1.281559e-01	1.647288e+02	5.202945e+01
75            	obstacle	1.715877e-01	5.046244e+01	8.046472e+00
80            	bottom	2.785689e-01	2.014394e+02	7.513465e+01
80            	frontAndBack	1.286254e-01	1.614059e+02	5.200244e+01
80            	obstacle	1.660247e-01	6.271399e+01	8.327743e+00
85            	bottom	4.521805e-01	2.183956e+02	7.496412e+01
85            	frontAndBack	1.354849e-01	1.646674e+02	5.199549e+01
85            	obstacle	2.626417e-01	6.095541e+01	8.093039e+00
90            	bottom	2.549033e-01	1.984538e+02	7.512478e+01
90            	frontAndBack	1.477727e-01	1.647452e+02	5.200312e+01
90            	obstacle	1.477192e-01	6.117083e+01	8.465886e+00
95            	bottom	3.935314e-01	2.012383e+02	7.490532e+01
95            	frontAndBack	1.610127e-01	1.642080e+02	5.207740e+01
95            	obstacle	2.837617e-01	5.912794e+01	8.106343e+00
100           	bottom	2.392417e-01	2.035649e+02	7.524755e+01
100           	frontAndBack	1.403943e-01	1.647933e+02	5.203172e+01
100           	obstacle	1.209861e-01	5.316144e+01	8.742147e+00
105           	bottom	3.582272e-01	2.064467e+02	7.526741e+01
105           	frontAndBack	1.113539e-01	1.669941e+02	5.201195e+01
105           	obstacle	2.684481e-01	6.011808e+01	8.799459e+00
110           	bottom	3.887684e-01	2.007800e+02	7.531429e+01
110           	frontAndBack	1.088925e-01	1.618507e+02	5.192307e+01
110           	obstacle	1.637029e-01	8.542542e+01	8.567036e+00
115           	bottom	4.228805e-01	2.066128e+02	7.521147e+01
115           	frontAndBack	1.114631e-01	1.624741e+02	5.199637e+01
115           	obstacle	2.917884e-01	7.267903e+01	8.266228e+00
120           	bottom	2.316502e-01	2.069794e+02	7.490697e+01
120           	frontAndBack	1.352898e-01	1.679215e+02	5.208761e+01
120           	obstacle	1.274965e-01	1.015251e+02	8.047095e+00
