# y+ ()       
# Time        	patch         	min           	max           	average       
500           	bottom	5.659727e-01	1.872982e+02	3.972481e+01
500           	cylinder	7.125951e-02	1.284417e+01	2.862622e+00
500           	frontAndBack	8.229084e+00	7.871073e+01	4.452141e+01
1000          	bottom	1.130254e+00	1.786341e+02	3.993189e+01
1000          	cylinder	1.167536e-02	1.207370e+01	2.754830e+00
1000          	frontAndBack	8.227829e+00	7.183058e+01	4.540194e+01
1500          	bottom	2.005758e-01	1.791681e+02	3.996831e+01
1500          	cylinder	3.184007e-02	1.192476e+01	2.771522e+00
1500          	frontAndBack	8.228986e+00	7.123552e+01	4.572698e+01
2000          	bottom	1.123013e+00	1.791216e+02	4.007288e+01
2000          	cylinder	4.285460e-02	1.195201e+01	2.768875e+00
2000          	frontAndBack	8.228842e+00	6.936975e+01	4.568044e+01
2500          	bottom	3.602272e-01	1.795187e+02	4.009666e+01
2500          	cylinder	2.243095e-02	1.198355e+01	2.770819e+00
2500          	frontAndBack	8.228938e+00	7.024911e+01	4.567610e+01
3000          	bottom	8.722043e-01	1.791092e+02	4.008990e+01
3000          	cylinder	3.205176e-02	1.194657e+01	2.761896e+00
3000          	frontAndBack	8.228571e+00	6.942494e+01	4.564726e+01
3500          	bottom	1.060666e+00	1.792168e+02	4.007764e+01
3500          	cylinder	3.417892e-02	1.195827e+01	2.771347e+00
3500          	frontAndBack	8.229029e+00	7.011706e+01	4.568181e+01
4000          	bottom	1.145337e+00	1.794025e+02	4.009593e+01
4000          	cylinder	2.377863e-02	1.196867e+01	2.766553e+00
4000          	frontAndBack	8.228550e+00	6.974256e+01	4.565787e+01
4500          	bottom	1.125199e+00	1.790940e+02	4.005355e+01
4500          	cylinder	2.968325e-02	1.195008e+01	2.766967e+00
4500          	frontAndBack	8.228787e+00	6.932705e+01	4.565911e+01
5000          	bottom	7.814862e-01	1.794039e+02	4.008236e+01
5000          	cylinder	1.551114e-02	1.197157e+01	2.768127e+00
5000          	frontAndBack	8.228785e+00	7.009442e+01	4.566334e+01
5500          	bottom	1.136428e+00	1.791373e+02	4.006393e+01
5500          	cylinder	3.578700e-02	1.195058e+01	2.762117e+00
5500          	frontAndBack	8.228562e+00	6.916633e+01	4.565457e+01
6000          	bottom	1.060094e+00	1.792872e+02	4.005847e+01
6000          	cylinder	1.284275e-02	1.196374e+01	2.769397e+00
6000          	frontAndBack	8.228941e+00	6.984247e+01	4.567189e+01
6500          	bottom	1.124945e+00	1.792504e+02	4.006449e+01
6500          	cylinder	2.581279e-02	1.195764e+01	2.764139e+00
6500          	frontAndBack	8.228504e+00	6.934439e+01	4.566391e+01
