# Solver information
# Time        	alpha.water_solver	alpha.water_initial	alpha.water_final	alpha.water_iters	alpha.water_converged	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
0.000600024   	smoothSolver	0.000000e+00	0.000000e+00	0	true	smoothSolver	1.000000e+00	2.002070e-04	1	true	GAMG	1.000000e+00	8.823240e-03	2	true	smoothSolver	2.034190e-05	3.107240e-09	1	true
0.00132009    	smoothSolver	1.442780e-03	1.075990e-09	2	true	smoothSolver	9.147920e-02	1.041970e-05	1	true	GAMG	4.410220e-03	2.197980e-05	3	true	smoothSolver	2.398500e-05	2.191110e-09	1	true
0.00218416    	smoothSolver	7.340980e-04	1.844910e-10	2	true	smoothSolver	5.352900e-02	6.167540e-06	1	true	GAMG	3.288140e-03	2.180610e-05	2	true	smoothSolver	2.870030e-05	2.786690e-09	1	true
0.00322105    	smoothSolver	6.462110e-04	2.134140e-10	2	true	smoothSolver	4.158830e-02	5.924150e-06	1	true	GAMG	2.472630e-03	9.409660e-06	2	true	smoothSolver	3.440850e-05	4.181810e-09	1	true
0.00446527    	smoothSolver	7.200580e-04	3.920110e-10	2	true	smoothSolver	3.661180e-02	6.851110e-06	1	true	GAMG	2.504700e-03	8.274350e-06	2	true	smoothSolver	4.120710e-05	6.648790e-09	1	true
0.00595826    	smoothSolver	8.469310e-04	8.473900e-10	2	true	smoothSolver	3.470090e-02	8.696230e-06	1	true	GAMG	2.782970e-03	8.971060e-06	2	true	smoothSolver	4.935420e-05	1.099270e-08	1	true
0.00775017    	smoothSolver	1.009090e-03	2.009940e-09	2	true	smoothSolver	3.465870e-02	1.169720e-05	1	true	GAMG	3.145400e-03	1.036830e-05	2	true	smoothSolver	5.906520e-05	1.882740e-08	1	true
0.00990014    	smoothSolver	1.202070e-03	4.735220e-09	2	true	smoothSolver	3.601070e-02	1.636570e-05	1	true	GAMG	3.513520e-03	1.206770e-05	2	true	smoothSolver	7.076940e-05	3.225680e-08	1	true
0.0124803     	smoothSolver	1.424970e-03	6.229670e-11	3	true	smoothSolver	3.861170e-02	2.363980e-05	1	true	GAMG	3.817460e-03	1.374040e-05	2	true	smoothSolver	8.502420e-05	5.094350e-08	1	true
0.0155763     	smoothSolver	1.674120e-03	1.629010e-10	3	true	smoothSolver	4.250610e-02	3.490140e-05	1	true	GAMG	3.996760e-03	1.503930e-05	2	true	smoothSolver	1.023520e-04	8.494460e-08	1	true
0.0192904     	smoothSolver	1.944960e-03	3.741880e-10	3	true	smoothSolver	4.791770e-02	5.338640e-05	1	true	GAMG	4.019180e-03	1.578920e-05	2	true	smoothSolver	1.235460e-04	1.532050e-07	1	true
0.0237454     	smoothSolver	2.231340e-03	7.807380e-10	3	true	smoothSolver	5.490350e-02	8.232780e-05	1	true	GAMG	3.877520e-03	1.623220e-05	2	true	smoothSolver	1.492150e-04	2.571450e-07	1	true
0.0290905     	smoothSolver	2.493590e-03	1.482980e-09	3	true	smoothSolver	6.362930e-02	1.274530e-04	1	true	GAMG	3.677230e-03	1.675770e-05	2	true	smoothSolver	1.798370e-04	4.061330e-07	1	true
0.0355046     	smoothSolver	2.721620e-03	3.457910e-09	3	true	smoothSolver	7.406200e-02	1.950460e-04	1	true	GAMG	3.580250e-03	1.797910e-05	2	true	smoothSolver	2.151860e-04	6.509250e-07	1	true
0.0432015     	smoothSolver	2.840580e-03	8.070060e-09	3	true	smoothSolver	8.560090e-02	2.975360e-04	1	true	GAMG	3.456000e-03	2.044130e-05	2	true	smoothSolver	2.523470e-04	1.059100e-06	1	true
0.052432      	smoothSolver	2.822850e-03	3.833370e-10	4	true	smoothSolver	9.752960e-02	4.626120e-04	1	true	GAMG	3.349590e-03	2.413960e-05	2	true	smoothSolver	2.853990e-04	1.661330e-06	1	true
0.0603481     	smoothSolver	1.969840e-03	4.387330e-10	4	true	smoothSolver	8.626710e-02	3.444950e-04	1	true	GAMG	2.757910e-03	2.147860e-05	2	true	smoothSolver	2.377050e-04	1.196890e-06	1	true
0.0692324     	smoothSolver	2.011120e-03	4.425220e-10	4	true	smoothSolver	1.046290e-01	5.413930e-04	1	true	GAMG	2.688250e-03	2.247470e-05	2	true	smoothSolver	2.732580e-04	1.699860e-06	1	true
0.079378      	smoothSolver	2.211690e-03	1.260340e-09	4	true	smoothSolver	1.329920e-01	9.088330e-04	1	true	GAMG	2.689100e-03	2.329730e-05	2	true	smoothSolver	3.268880e-04	2.717520e-06	1	true
0.0847499     	smoothSolver	1.199330e-03	1.830750e-09	3	true	smoothSolver	7.558530e-02	2.026710e-04	1	true	GAMG	1.801480e-03	1.420560e-05	2	true	smoothSolver	1.769060e-04	5.697940e-07	1	true
0.0910273     	smoothSolver	1.374870e-03	4.144320e-09	3	true	smoothSolver	8.418050e-02	2.986440e-04	1	true	GAMG	1.953100e-03	1.590810e-05	2	true	smoothSolver	2.122040e-04	8.773210e-07	1	true
0.0982891     	smoothSolver	1.636410e-03	9.910560e-09	3	true	smoothSolver	9.119320e-02	4.213180e-04	1	true	GAMG	2.234830e-03	1.678490e-05	2	true	smoothSolver	2.515020e-04	1.400540e-06	1	true
0.104478      	smoothSolver	1.435420e-03	4.492560e-09	3	true	smoothSolver	7.333570e-02	2.744920e-04	1	true	GAMG	2.055000e-03	1.489070e-05	2	true	smoothSolver	2.177040e-04	9.348030e-07	1	true
0.11172       	smoothSolver	1.679830e-03	2.779680e-10	4	true	smoothSolver	7.994560e-02	3.942520e-04	1	true	GAMG	2.251530e-03	1.728630e-05	2	true	smoothSolver	2.576550e-04	1.380830e-06	1	true
0.120105      	smoothSolver	1.925290e-03	5.560370e-10	4	true	smoothSolver	8.729000e-02	5.631970e-04	1	true	GAMG	2.492640e-03	1.944010e-05	2	true	smoothSolver	3.002610e-04	2.020510e-06	1	true
0.129692      	smoothSolver	2.140990e-03	1.641780e-09	4	true	smoothSolver	9.546090e-02	7.989020e-04	1	true	GAMG	2.677030e-03	2.133350e-05	2	true	smoothSolver	3.448490e-04	2.943150e-06	1	true
0.137447      	smoothSolver	1.663770e-03	5.307730e-10	4	true	smoothSolver	7.486410e-02	4.832520e-04	1	true	GAMG	2.267300e-03	1.832480e-05	2	true	smoothSolver	2.808180e-04	1.826350e-06	1	true
0.144556      	smoothSolver	1.474780e-03	3.163800e-10	4	true	smoothSolver	6.615170e-02	3.906440e-04	1	true	GAMG	2.050570e-03	1.713950e-05	2	true	smoothSolver	2.611840e-04	1.528130e-06	1	true
0.151749      	smoothSolver	1.446850e-03	3.649700e-10	4	true	smoothSolver	6.374020e-02	3.914740e-04	1	true	GAMG	2.006320e-03	1.722240e-05	2	true	smoothSolver	2.688710e-04	1.625890e-06	1	true
0.15854       	smoothSolver	1.331090e-03	2.787500e-10	4	true	smoothSolver	5.758040e-02	3.308730e-04	1	true	GAMG	1.905500e-03	1.674380e-05	2	true	smoothSolver	2.589250e-04	1.435330e-06	1	true
0.166529      	smoothSolver	1.543330e-03	9.155970e-10	4	true	smoothSolver	6.520000e-02	5.030910e-04	1	true	GAMG	2.130620e-03	1.881030e-05	2	true	smoothSolver	3.130940e-04	2.362580e-06	1	true
0.17482       	smoothSolver	1.592770e-03	1.588300e-09	4	true	smoothSolver	6.471790e-02	5.342540e-04	1	true	GAMG	2.169130e-03	1.910950e-05	2	true	smoothSolver	3.328880e-04	2.740170e-06	1	true
0.184281      	smoothSolver	1.818450e-03	4.995510e-09	4	true	smoothSolver	7.061040e-02	7.160910e-04	1	true	GAMG	2.405390e-03	2.077360e-05	2	true	smoothSolver	3.887700e-04	4.001960e-06	1	true
0.195176      	smoothSolver	2.099920e-03	5.366030e-10	5	true	smoothSolver	7.861770e-02	1.001950e-03	1	true	GAMG	2.600610e-03	2.272430e-05	2	true	smoothSolver	4.576360e-04	5.906920e-06	1	true
0.207721      	smoothSolver	2.411120e-03	2.055360e-09	5	true	smoothSolver	8.727180e-02	1.447570e-03	1	true	GAMG	2.878540e-03	2.490840e-05	2	true	smoothSolver	5.377630e-04	8.868490e-06	1	true
0.212142      	smoothSolver	8.443300e-04	4.463360e-09	3	true	smoothSolver	3.031640e-02	9.979110e-05	1	true	GAMG	1.413580e-03	1.117050e-05	2	true	smoothSolver	1.882760e-04	6.307690e-07	1	true
0.21715       	smoothSolver	9.507790e-04	8.767810e-09	3	true	smoothSolver	3.385310e-02	1.401050e-04	1	true	GAMG	1.547250e-03	1.252480e-05	2	true	smoothSolver	2.168210e-04	8.906180e-07	1	true
0.222585      	smoothSolver	1.028810e-03	3.325720e-10	4	true	smoothSolver	3.642950e-02	1.750270e-04	1	true	GAMG	1.622710e-03	1.356820e-05	2	true	smoothSolver	2.393220e-04	1.129450e-06	1	true
0.228822      	smoothSolver	1.179710e-03	8.191630e-10	4	true	smoothSolver	4.095900e-02	2.474650e-04	1	true	GAMG	1.847850e-03	1.524130e-05	2	true	smoothSolver	2.785980e-04	1.650030e-06	1	true
0.235609      	smoothSolver	1.285110e-03	1.454630e-09	4	true	smoothSolver	4.364330e-02	3.105690e-04	1	true	GAMG	1.953570e-03	1.612950e-05	2	true	smoothSolver	3.075560e-04	2.156550e-06	1	true
0.239814      	smoothSolver	7.963260e-04	3.393230e-09	3	true	smoothSolver	2.717420e-02	9.027110e-05	1	true	GAMG	1.441030e-03	1.111260e-05	2	true	smoothSolver	1.918330e-04	6.315670e-07	1	true
0.244627      	smoothSolver	9.099520e-04	7.068990e-09	3	true	smoothSolver	3.072220e-02	1.312280e-04	1	true	GAMG	1.589100e-03	1.265370e-05	2	true	smoothSolver	2.230810e-04	9.181050e-07	1	true
0.250157      	smoothSolver	1.046450e-03	3.989370e-10	4	true	smoothSolver	3.486830e-02	1.936150e-04	1	true	GAMG	1.787490e-03	1.437290e-05	2	true	smoothSolver	2.605540e-04	1.364910e-06	1	true
0.256499      	smoothSolver	1.205400e-03	1.033400e-09	4	true	smoothSolver	3.927940e-02	2.836740e-04	1	true	GAMG	1.985070e-03	1.626970e-05	2	true	smoothSolver	3.042070e-04	2.018360e-06	1	true
0.264113      	smoothSolver	1.452780e-03	3.797130e-09	4	true	smoothSolver	4.543260e-02	4.492190e-04	1	true	GAMG	2.229310e-03	1.872400e-05	2	true	smoothSolver	3.722350e-04	3.395430e-06	1	true
0.273255      	smoothSolver	1.749740e-03	6.020740e-10	5	true	smoothSolver	5.252790e-02	7.137490e-04	1	true	GAMG	2.589030e-03	2.158690e-05	2	true	smoothSolver	4.534710e-04	5.708210e-06	1	true
0.277302      	smoothSolver	7.774050e-04	5.155790e-09	3	true	smoothSolver	2.274460e-02	9.063590e-05	1	true	GAMG	1.531620e-03	1.130730e-05	2	true	smoothSolver	1.996100e-04	7.026980e-07	1	true
