"Co","U:0","U:1","U:2","k","nut","omega","p","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","arc_length","Points:0","Points:1","Points:2"
15.493,0.0081355,-0.00073135,0.00068565,2.5399e-06,0,1555.8,0.0033762,-3.5806e-05,3.3102e-06,-3.0024e-06,0.1982,0.24856,-0.039996,0.02852,0.025
16.015,0.0085073,-0.0007749,0.0007243,2.7954e-06,0,1422.3,0.0033762,-3.5823e-05,3.3749e-06,-3.0502e-06,0.21737,0.24916,-0.039394,0.028467,0.025
16.624,0.0088603,-0.00080929,0.00075116,3.0568e-06,0,1316.1,0.0033758,-3.59e-05,3.3909e-06,-3.0463e-06,0.23629,0.24977,-0.03879,0.028415,0.025
16.968,0.0090343,-0.00082458,0.00075594,3.1965e-06,0,1269.2,0.0033757,-3.5931e-05,3.3884e-06,-3.0095e-06,0.24622,0.25007,-0.038489,0.028388,0.025
17.311,0.0092079,-0.00083985,0.0007607,3.3359e-06,0,1222.4,0.0033757,-3.5962e-05,3.386e-06,-2.9726e-06,0.25613,0.25037,-0.038189,0.028362,0.025
18.07,0.0095528,-0.00086823,0.00075953,3.6285e-06,0,1136.5,0.0033758,-3.5982e-05,3.3747e-06,-2.8656e-06,0.27705,0.25097,-0.037594,0.02831,0.025
18.85,0.0099072,-0.00088932,0.00074502,3.9376e-06,0,1054.7,0.0033764,-3.5997e-05,3.2714e-06,-2.712e-06,0.29961,0.25156,-0.037008,0.028259,0.025
19.599,0.010181,-0.00085931,0.00076691,4.2492e-06,0,972.33,0.0033773,-3.5558e-05,3.1325e-06,-2.6957e-06,0.32423,0.25213,-0.036437,0.028209,0.025
19.261,0.010831,-0.00085733,0.00081146,4.8058e-06,0,890.78,0.0033817,-3.6144e-05,2.166e-06,-2.6989e-06,0.36024,0.25269,-0.035883,0.02816,0.025
22.949,0.0094774,-0.00078604,0.00086462,3.9946e-06,0,1228.7,0.0033722,-3.5486e-05,2.8339e-06,-3.327e-06,0.29364,0.25323,-0.035344,0.028113,0.025
21.788,0.0067122,-0.00043076,0.0007847,2.104e-06,0,2381.4,0.0033642,-3.5545e-05,1.6281e-06,-4.1345e-06,0.15398,0.25377,-0.034804,0.028066,0.025
15.753,0.0065831,-0.00031345,0.00068656,1.7175e-06,0,2615.9,0.003367,-3.7147e-05,4.8373e-07,-3.9499e-06,0.12827,0.25432,-0.03425,0.028017,0.025
15.592,0.006994,-0.00040421,0.00070682,1.9052e-06,0,2326.7,0.0033667,-3.6974e-05,1.2869e-06,-3.8115e-06,0.14388,0.25455,-0.034021,0.027997,0.025
15.349,0.0076104,-0.00054022,0.00073722,2.1869e-06,0,1893.1,0.0033662,-3.6718e-05,2.4903e-06,-3.6039e-06,0.16729,0.2549,-0.033679,0.027967,0.025
15.808,0.0081343,-0.00070021,0.00078485,2.5185e-06,0,1619.9,0.00337,-3.6429e-05,3.1271e-06,-3.5311e-06,0.19348,0.25548,-0.033094,0.027916,0.025
16.349,0.0085374,-0.00078213,0.0008202,2.7856e-06,0,1466.8,0.0033718,-3.6473e-05,3.441e-06,-3.5006e-06,0.2137,0.25608,-0.032501,0.027864,0.025
16.946,0.0089179,-0.0008232,0.00084545,3.054e-06,0,1353.6,0.0033721,-3.6641e-05,3.5031e-06,-3.4646e-06,0.23289,0.25668,-0.031904,0.027812,0.025
17.623,0.0092737,-0.0008518,0.00086278,3.3264e-06,0,1256.1,0.0033724,-3.6717e-05,3.48e-06,-3.4059e-06,0.2523,0.25728,-0.031306,0.02776,0.025
18.386,0.0096159,-0.000879,0.00087315,3.6117e-06,0,1167.2,0.0033731,-3.6706e-05,3.4546e-06,-3.3223e-06,0.27273,0.25787,-0.030714,0.027708,0.025
19.159,0.0099573,-0.0008996,0.00087558,3.9127e-06,0,1083.5,0.0033743,-3.6663e-05,3.365e-06,-3.2106e-06,0.29466,0.25846,-0.030131,0.027657,0.025
19.668,0.010227,-0.00087372,0.0008751,4.2016e-06,0,1001.6,0.003376,-3.6261e-05,3.2621e-06,-3.086e-06,0.31763,0.25903,-0.029561,0.027607,0.025
18.986,0.010833,-0.0008438,0.000888,4.648e-06,0,925.11,0.0033804,-3.6892e-05,2.1318e-06,-3.0207e-06,0.34756,0.25959,-0.029002,0.027558,0.025
22.373,0.009394,-0.00074489,0.00091204,3.8208e-06,0,1284.6,0.0033703,-3.5893e-05,2.681e-06,-3.6096e-06,0.28084,0.26015,-0.028451,0.02751,0.025
21.608,0.0066669,-0.00043359,0.00081454,2.0614e-06,0,2483.1,0.003363,-3.602e-05,1.7845e-06,-4.3798e-06,0.14917,0.2607,-0.027902,0.027462,0.025
16.11,0.0066172,-0.00033544,0.00074901,1.7105e-06,0,2718,0.003366,-3.8035e-05,7.3845e-07,-4.3439e-06,0.12564,0.26126,-0.027346,0.027413,0.025
15.796,0.0076772,-0.00055717,0.00083011,2.1901e-06,0,1959.7,0.0033652,-3.7695e-05,2.6757e-06,-4.1097e-06,0.16455,0.26182,-0.02678,0.027364,0.025
16.229,0.0082091,-0.00071323,0.00088804,2.5281e-06,0,1676.2,0.0033693,-3.7406e-05,3.2865e-06,-4.0618e-06,0.19057,0.2624,-0.026202,0.027313,0.025
16.705,0.0086187,-0.00079042,0.00092197,2.7979e-06,0,1518.4,0.0033711,-3.7466e-05,3.5635e-06,-4.0067e-06,0.21049,0.26299,-0.025613,0.027262,0.025
16.918,0.008775,-0.00080684,0.00093206,2.9067e-06,0,1471.6,0.0033712,-3.7546e-05,3.5853e-06,-3.985e-06,0.21809,0.26323,-0.025374,0.027241,0.025
17.237,0.0090095,-0.00083147,0.00094719,3.0701e-06,0,1401.3,0.0033712,-3.7666e-05,3.6181e-06,-3.9524e-06,0.22949,0.26359,-0.025016,0.027209,0.025
17.841,0.0093737,-0.00085956,0.00096808,3.3489e-06,0,1300.4,0.0033713,-3.7763e-05,3.5839e-06,-3.8916e-06,0.24881,0.2642,-0.024415,0.027157,0.025
18.516,0.0097248,-0.00088534,0.00098241,3.6352e-06,0,1209.1,0.0033718,-3.7785e-05,3.5448e-06,-3.8087e-06,0.26883,0.2648,-0.023815,0.027104,0.025
19.216,0.010064,-0.00090597,0.00098697,3.9284e-06,0,1125.9,0.0033725,-3.7745e-05,3.5002e-06,-3.6992e-06,0.28961,0.2654,-0.02322,0.027052,0.025
19.763,0.010431,-0.00091901,0.00097354,4.2476e-06,0,1050,0.0033738,-3.7852e-05,3.2878e-06,-3.5456e-06,0.31183,0.26599,-0.022632,0.027001,0.025
19.944,0.010512,-0.00084438,0.00096813,4.436e-06,0,984.87,0.0033735,-3.6953e-05,3.1296e-06,-3.4371e-06,0.32905,0.26657,-0.022054,0.02695,0.025
21.497,0.011285,-0.00087267,0.0010874,5.0535e-06,0,908.12,0.0033787,-3.7815e-05,2.1715e-06,-3.6826e-06,0.36743,0.26713,-0.021497,0.026902,0.025
28.261,0.01021,-0.00084641,0.0011953,4.4429e-06,0,1213.9,0.0033697,-3.8059e-05,3.0538e-06,-4.684e-06,0.31095,0.26764,-0.020986,0.026857,0.025
25.088,0.0073121,-0.00044849,0.00098822,2.4814e-06,0,2303.5,0.0033614,-3.8022e-05,1.7304e-06,-5.1576e-06,0.17014,0.26816,-0.020472,0.026812,0.025
16.435,0.0070099,-0.00029237,0.00087978,1.9415e-06,0,2543.2,0.0033646,-3.9142e-05,9.6152e-08,-4.8936e-06,0.13794,0.26872,-0.019913,0.026763,0.025
16.196,0.0075926,-0.00044286,0.00091186,2.2052e-06,0,2131.9,0.0033644,-3.8542e-05,1.4755e-06,-4.6313e-06,0.16078,0.26908,-0.019556,0.026732,0.025
16.044,0.0079644,-0.00053916,0.00093262,2.3734e-06,0,1869.9,0.0033643,-3.8163e-05,2.3586e-06,-4.4658e-06,0.17533,0.2693,-0.019328,0.026712,0.025
16.635,0.0085149,-0.00073323,0.0010013,2.7271e-06,0,1604.5,0.0033689,-3.7926e-05,3.2675e-06,-4.4727e-06,0.2023,0.2699,-0.018735,0.02666,0.025
17.309,0.008955,-0.00082475,0.001063,3.0226e-06,0,1453.8,0.003371,-3.8079e-05,3.6281e-06,-4.5223e-06,0.2236,0.2705,-0.018135,0.026608,0.025
18.01,0.0093634,-0.00087039,0.001107,3.3136e-06,0,1341.5,0.0033715,-3.8296e-05,3.7023e-06,-4.5209e-06,0.24368,0.2711,-0.017534,0.026555,0.025
18.77,0.0097383,-0.00090072,0.0011391,3.6074e-06,0,1244.7,0.003372,-3.8377e-05,3.6746e-06,-4.4785e-06,0.26395,0.27171,-0.016934,0.026502,0.025
19.616,0.010097,-0.00093006,0.0011651,3.9076e-06,0,1156.2,0.0033729,-3.8361e-05,3.6545e-06,-4.4132e-06,0.28503,0.2723,-0.01634,0.02645,0.025
20.469,0.010453,-0.0009488,0.0011868,4.2208e-06,0,1073,0.0033744,-3.8305e-05,3.5423e-06,-4.3311e-06,0.30752,0.27289,-0.015757,0.026399,0.025
21.051,0.010728,-0.00091824,0.0012094,4.5203e-06,0,991.85,0.0033764,-3.7859e-05,3.4225e-06,-4.2429e-06,0.33106,0.27346,-0.015186,0.026349,0.025
20.358,0.011361,-0.00087786,0.0012392,4.9894e-06,0,916.03,0.0033813,-3.8502e-05,2.2102e-06,-4.1901e-06,0.36188,0.27402,-0.014628,0.026301,0.025
23.768,0.0098724,-0.00077688,0.001177,4.1607e-06,0,1271.6,0.0033706,-3.7544e-05,2.7691e-06,-4.5768e-06,0.29451,0.27457,-0.014077,0.026252,0.025
22.84,0.0070193,-0.00045079,0.00099237,2.2886e-06,0,2456,0.0033621,-3.7719e-05,1.7991e-06,-5.3309e-06,0.15802,0.27513,-0.013527,0.026204,0.025
17.131,0.0069465,-0.00035161,0.0009654,1.8732e-06,0,2687,0.003365,-3.9699e-05,7.3609e-07,-5.5451e-06,0.13223,0.27568,-0.012972,0.026156,0.025
16.853,0.0080332,-0.00058857,0.0011012,2.3818e-06,0,1937.3,0.0033644,-3.921e-05,2.8062e-06,-5.4143e-06,0.17258,0.27625,-0.012406,0.026106,0.025
17.336,0.0085809,-0.00075449,0.0011873,2.7432e-06,0,1657.5,0.0033691,-3.8875e-05,3.4695e-06,-5.3992e-06,0.19962,0.27683,-0.011828,0.026056,0.025
17.859,0.0090086,-0.00083734,0.0012355,3.0333e-06,0,1501.9,0.0033713,-3.8943e-05,3.7768e-06,-5.3408e-06,0.22037,0.27742,-0.011239,0.026004,0.025
17.86,0.0090089,-0.00083737,0.0012356,3.0335e-06,0,1501.8,0.0033713,-3.8943e-05,3.7769e-06,-5.3407e-06,0.22038,0.27742,-0.011239,0.026004,0.025
18.439,0.0094222,-0.00088078,0.001272,3.3275e-06,0,1386.5,0.0033716,-3.9179e-05,3.8395e-06,-5.2797e-06,0.24019,0.27802,-0.010642,0.025952,0.025
19.091,0.0098042,-0.0009094,0.0013058,3.6227e-06,0,1287.2,0.0033717,-3.9296e-05,3.7973e-06,-5.2221e-06,0.2601,0.27862,-0.010042,0.025899,0.025
19.798,0.010166,-0.00093557,0.0013354,3.9251e-06,0,1197.6,0.0033722,-3.9314e-05,3.7414e-06,-5.1514e-06,0.28068,0.27923,-0.0094432,0.025847,0.025
19.995,0.010264,-0.0009394,0.0013411,4.0131e-06,0,1173.3,0.0033725,-3.9285e-05,3.7134e-06,-5.1208e-06,0.28689,0.27941,-0.0092651,0.025831,0.025
20.454,0.010495,-0.00094836,0.0013545,4.2189e-06,0,1116.3,0.0033731,-3.9219e-05,3.6479e-06,-5.049e-06,0.30141,0.27982,-0.0088485,0.025795,0.025
20.712,0.010824,-0.00093451,0.0013618,4.527e-06,0,1044.9,0.0033748,-3.9214e-05,3.3614e-06,-4.9427e-06,0.3227,0.28041,-0.0082593,0.025744,0.025
19.713,0.010894,-0.00083642,0.0012814,4.6741e-06,0,1003.3,0.0033752,-3.8713e-05,2.6756e-06,-4.5725e-06,0.3344,0.28101,-0.0076678,0.025692,0.025
24.871,0.010185,-0.00073158,0.0015169,4.3391e-06,0,1268.7,0.0033717,-3.8976e-05,1.9739e-06,-6.1673e-06,0.30132,0.28166,-0.0070189,0.025635,0.025
25.192,0.01016,-0.00073311,0.0015309,4.325e-06,0,1278.7,0.0033715,-3.9036e-05,2.0069e-06,-6.2591e-06,0.29967,0.28168,-0.0069988,0.025633,0.025
25.066,0.0076371,-0.00042398,0.0014778,2.5632e-06,0,2494,0.0033618,-4.0657e-05,8.3045e-07,-8.0179e-06,0.16902,0.28244,-0.0062435,0.025567,0.025
24.749,0.0074889,-0.00040097,0.0014535,2.4604e-06,0,2556.7,0.0033613,-4.0659e-05,7.3022e-07,-7.9991e-06,0.16197,0.28246,-0.0062189,0.025565,0.025
17.126,0.0075812,-0.00043804,0.0012254,2.196e-06,0,2395.2,0.0033597,-4.0998e-05,1.4066e-06,-6.5133e-06,0.1506,0.28312,-0.0055664,0.025508,0.025
17.164,0.0084009,-0.00064783,0.0012325,2.6231e-06,0,1825.4,0.0033618,-3.985e-05,2.9333e-06,-5.7566e-06,0.18641,0.28372,-0.0049649,0.025455,0.025
17.722,0.0089132,-0.000785,0.0012938,2.9577e-06,0,1581.7,0.0033655,-3.9472e-05,3.5043e-06,-5.7146e-06,0.21214,0.28432,-0.0043664,0.025403,0.025
18.421,0.0093455,-0.00086509,0.0013803,3.2576e-06,0,1437.8,0.003367,-3.9532e-05,3.7886e-06,-5.8437e-06,0.2334,0.28493,-0.0037647,0.02535,0.025
19.177,0.0097547,-0.00091084,0.0014519,3.5606e-06,0,1328.1,0.0033673,-3.9694e-05,3.8546e-06,-5.9084e-06,0.25386,0.28553,-0.0031616,0.025298,0.025
20.009,0.010143,-0.00094497,0.0015075,3.8677e-06,0,1232.7,0.0033676,-3.9775e-05,3.8474e-06,-5.9058e-06,0.27463,0.28614,-0.0025607,0.025245,0.025
20.928,0.010516,-0.00097531,0.0015551,4.1832e-06,0,1145.5,0.0033683,-3.9764e-05,3.826e-06,-5.8695e-06,0.2963,0.28673,-0.0019665,0.025193,0.025
21.857,0.010887,-0.00099528,0.0015974,4.5144e-06,0,1063.3,0.0033696,-3.9714e-05,3.7103e-06,-5.8089e-06,0.3195,0.28732,-0.0013827,0.025142,0.025
22.498,0.011168,-0.00096237,0.0016408,4.8185e-06,0,982.95,0.0033714,-3.9242e-05,3.5772e-06,-5.7359e-06,0.34336,0.28789,-0.00081197,0.025092,0.025
21.805,0.011825,-0.00091361,0.0016887,5.2737e-06,0,907.65,0.0033763,-3.9909e-05,2.2982e-06,-5.6835e-06,0.3738,0.28845,-0.00025337,0.025043,0.025
25.186,0.010294,-0.00079499,0.0015317,4.4485e-06,0,1259.5,0.0033644,-3.897e-05,2.7904e-06,-5.8804e-06,0.30592,0.289,0.00029737,0.024995,0.025
24.088,0.0073481,-0.00046578,0.0012315,2.5245e-06,0,2430.8,0.0033546,-3.9278e-05,1.8257e-06,-6.5912e-06,0.1668,0.28956,0.00084701,0.024947,0.025
18.196,0.007264,-0.00036865,0.0012224,2.0405e-06,0,2658.3,0.0033569,-4.1295e-05,7.6744e-07,-6.9685e-06,0.13874,0.29011,0.0014024,0.024898,0.025
17.943,0.0083755,-0.0006175,0.0014089,2.5712e-06,0,1916.1,0.0033557,-4.0653e-05,2.9215e-06,-6.8823e-06,0.18031,0.29068,0.0019682,0.024849,0.025
18.47,0.0089342,-0.00079222,0.0015238,2.9542e-06,0,1639.2,0.0033602,-4.0251e-05,3.6256e-06,-6.8896e-06,0.20831,0.29126,0.0025461,0.024798,0.025
19.024,0.0093696,-0.00087712,0.0015876,3.2572e-06,0,1485.7,0.0033623,-4.0285e-05,3.9393e-06,-6.8272e-06,0.2296,0.29185,0.0031346,0.024747,0.025
19.639,0.0097918,-0.00092236,0.0016361,3.5619e-06,0,1372.1,0.0033621,-4.0503e-05,4.0051e-06,-6.7574e-06,0.24981,0.29245,0.0037307,0.024695,0.025
20.334,0.010183,-0.00095227,0.0016819,3.8688e-06,0,1274.2,0.0033617,-4.0605e-05,3.9608e-06,-6.6919e-06,0.27017,0.29305,0.0043299,0.024642,0.025
21.089,0.010549,-0.00097804,0.0017263,4.1764e-06,0,1185.5,0.0033618,-4.0588e-05,3.9034e-06,-6.6234e-06,0.29102,0.29365,0.0049278,0.02459,0.025
21.773,0.010891,-0.00099081,0.0017587,4.4832e-06,0,1104,0.0033625,-4.0487e-05,3.764e-06,-6.5103e-06,0.31246,0.29425,0.0055203,0.024538,0.025
22.043,0.011147,-0.00095448,0.0017907,4.7565e-06,0,1029.4,0.0033638,-4.0077e-05,3.553e-06,-6.4148e-06,0.33332,0.29483,0.0061052,0.024487,0.025
20.831,0.011547,-0.00089603,0.0017201,5.0498e-06,0,978.22,0.0033669,-4.05e-05,2.3931e-06,-6.0135e-06,0.35233,0.29541,0.0066806,0.024436,0.025
25.772,0.0099749,-0.00071944,0.0015472,4.2027e-06,0,1368.1,0.0033556,-3.9621e-05,2.3166e-06,-6.1628e-06,0.28514,0.29597,0.0072398,0.024388,0.025
27.103,0.0071148,-0.00031706,0.0014304,2.3981e-06,0,2706.1,0.0033478,-3.9743e-05,5.9288e-08,-8.0145e-06,0.15625,0.29648,0.0077451,0.024343,0.025
20.351,0.00695,-0.00031187,0.0014261,1.9312e-06,0,3052.9,0.0033482,-4.198e-05,3.0052e-09,-8.6435e-06,0.12684,0.29699,0.0082532,0.024299,0.025
18.284,0.0081781,-0.0006185,0.0015452,2.463e-06,0,2181.3,0.0033452,-4.2175e-05,3.1306e-06,-7.9392e-06,0.16635,0.29756,0.0088196,0.024249,0.025
18.556,0.0088897,-0.00077315,0.0015793,2.9042e-06,0,1760.3,0.0033486,-4.1518e-05,3.6198e-06,-7.3154e-06,0.19959,0.29815,0.0094075,0.024198,0.025
18.97,0.0093329,-0.00085046,0.0016281,3.2131e-06,0,1554.5,0.0033509,-4.1049e-05,3.8235e-06,-7.1399e-06,0.22303,0.29875,0.010005,0.024146,0.025
19.551,0.0097276,-0.00090114,0.001698,3.4994e-06,0,1420.8,0.0033509,-4.0933e-05,3.9159e-06,-7.1416e-06,0.24336,0.29935,0.010606,0.024093,0.025
20.255,0.010107,-0.00094096,0.0017615,3.7907e-06,0,1314.4,0.0033504,-4.0924e-05,3.942e-06,-7.128e-06,0.26331,0.29996,0.01121,0.02404,0.025
20.657,0.010293,-0.00095682,0.0017877,3.9412e-06,0,1267.7,0.0033502,-4.091e-05,3.9315e-06,-7.0999e-06,0.27357,0.30026,0.011511,0.024014,0.025
21.059,0.010478,-0.00097265,0.0018139,4.0914e-06,0,1221,0.00335,-4.0897e-05,3.921e-06,-7.0719e-06,0.28382,0.30056,0.011811,0.023988,0.025
21.955,0.010843,-0.0010024,0.0018616,4.4011e-06,0,1135.8,0.0033499,-4.0834e-05,3.8969e-06,-7.0024e-06,0.30521,0.30116,0.012406,0.023936,0.025
22.861,0.01121,-0.0010187,0.0018997,4.7238e-06,0,1055.6,0.0033503,-4.0749e-05,3.7533e-06,-6.8967e-06,0.32803,0.30175,0.012992,0.023884,0.025
23.744,0.011486,-0.00098458,0.0019843,5.0263e-06,0,975.43,0.0033509,-4.0199e-05,3.5977e-06,-6.943e-06,0.35206,0.30232,0.013563,0.023834,0.025
23.471,0.012199,-0.00095265,0.0020873,5.5209e-06,0,894.9,0.0033554,-4.0835e-05,2.4241e-06,-6.9505e-06,0.38529,0.30288,0.014117,0.023786,0.025
27.112,0.010708,-0.00085603,0.0018606,4.7598e-06,0,1233.5,0.0033425,-4.0157e-05,3.0851e-06,-6.9816e-06,0.31964,0.30342,0.014656,0.023739,0.025
25.397,0.0076524,-0.00048993,0.0014574,2.748e-06,0,2388.2,0.0033314,-4.0539e-05,1.8795e-06,-7.7418e-06,0.1757,0.30396,0.015196,0.023692,0.025
18.852,0.0074893,-0.00037323,0.0014452,2.1652e-06,0,2622.8,0.0033332,-4.2324e-05,6.9034e-07,-8.2183e-06,0.14378,0.30452,0.01575,0.023643,0.025
18.727,0.0079464,-0.00048147,0.0015323,2.3857e-06,0,2324.7,0.0033324,-4.2001e-05,1.6307e-06,-8.1561e-06,0.16102,0.30475,0.015985,0.023622,0.025
18.549,0.0085997,-0.00063602,0.0016569,2.7008e-06,0,1898.7,0.0033313,-4.1542e-05,2.973e-06,-8.0677e-06,0.18564,0.30509,0.016321,0.023593,0.025
19.174,0.0091762,-0.00082194,0.0017891,3.102e-06,0,1625.5,0.0033352,-4.116e-05,3.7457e-06,-8.0514e-06,0.21437,0.30568,0.016906,0.023542,0.025
19.846,0.0096351,-0.0009124,0.001869,3.4271e-06,0,1472.4,0.0033366,-4.1237e-05,4.0935e-06,-7.9946e-06,0.23659,0.30627,0.0175,0.02349,0.025
20.563,0.010078,-0.00095914,0.0019294,3.7513e-06,0,1359.1,0.0033356,-4.1486e-05,4.1646e-06,-7.9256e-06,0.2576,0.30687,0.018099,0.023438,0.025
21.355,0.010488,-0.00099161,0.001985,4.0743e-06,0,1261.8,0.0033345,-4.1614e-05,4.1285e-06,-7.8544e-06,0.27862,0.30748,0.0187,0.023385,0.025
22.225,0.010877,-0.0010219,0.0020401,4.4011e-06,0,1173.1,0.0033338,-4.1625e-05,4.0855e-06,-7.7794e-06,0.30033,0.30808,0.019297,0.023333,0.025
23.066,0.011254,-0.0010384,0.0020888,4.7367e-06,0,1090.1,0.0033336,-4.156e-05,3.9456e-06,-7.6758e-06,0.32325,0.30867,0.019886,0.023281,0.025
23.605,0.011537,-0.00101,0.0021373,5.0344e-06,0,1009.9,0.003334,-4.1081e-05,3.8142e-06,-7.5571e-06,0.34628,0.30925,0.020465,0.023231,0.025
22.745,0.012152,-0.00095032,0.0021343,5.4387e-06,0,937.02,0.0033371,-4.1686e-05,2.5111e-06,-7.3018e-06,0.37365,0.30982,0.02103,0.023181,0.025
26.408,0.010522,-0.00079665,0.0018366,4.589e-06,0,1307,0.0033236,-4.0585e-05,2.8414e-06,-7.12e-06,0.30505,0.31037,0.021578,0.023133,0.025
25.822,0.0074741,-0.00044352,0.0014665,2.6254e-06,0,2565.8,0.0033139,-4.0905e-05,1.5796e-06,-7.9884e-06,0.16629,0.3109,0.022112,0.023086,0.025
19.765,0.0073719,-0.00036321,0.0014995,2.0898e-06,0,2824.3,0.0033151,-4.3125e-05,6.5857e-07,-8.7536e-06,0.13631,0.31144,0.02265,0.023039,0.025
19.228,0.0085695,-0.00064574,0.0017229,2.6651e-06,0,2018.9,0.003312,-4.2648e-05,3.1374e-06,-8.636e-06,0.17905,0.312,0.023208,0.022991,0.025
19.521,0.0091846,-0.00082063,0.0018402,3.0907e-06,0,1702.4,0.0033154,-4.218e-05,3.8148e-06,-8.465e-06,0.20919,0.31258,0.023787,0.02294,0.025
19.912,0.009619,-0.00089266,0.0019046,3.3992e-06,0,1527.2,0.0033165,-4.1944e-05,4.0162e-06,-8.2902e-06,0.2314,0.31318,0.024379,0.022888,0.025
20.469,0.010018,-0.00093676,0.0019619,3.6915e-06,0,1403.3,0.0033155,-4.1905e-05,4.068e-06,-8.1904e-06,0.25149,0.31378,0.02498,0.022836,0.025
21.159,0.010395,-0.00097093,0.0020166,3.9858e-06,0,1300.4,0.0033143,-4.1871e-05,4.0508e-06,-8.1064e-06,0.27145,0.31439,0.025582,0.022783,0.025
21.473,0.010543,-0.00098341,0.0020361,4.1074e-06,0,1263.8,0.003314,-4.1849e-05,4.038e-06,-8.0655e-06,0.27971,0.31463,0.025823,0.022762,0.025
21.944,0.010765,-0.0010021,0.0020654,4.2899e-06,0,1208.8,0.0033134,-4.1816e-05,4.0187e-06,-8.0041e-06,0.29209,0.31499,0.026184,0.02273,0.025
22.745,0.011115,-0.001023,0.0021056,4.5929e-06,0,1125.9,0.0033128,-4.1688e-05,3.96e-06,-7.8817e-06,0.31315,0.31559,0.026779,0.022678,0.025
23.34,0.01149,-0.0010325,0.0021224,4.9221e-06,0,1051.4,0.0033128,-4.172e-05,3.7067e-06,-7.7001e-06,0.33547,0.31618,0.027366,0.022627,0.025
23.341,0.01149,-0.0010325,0.0021224,4.9227e-06,0,1051.2,0.0033128,-4.172e-05,3.7062e-06,-7.6998e-06,0.33551,0.31618,0.027368,0.022627,0.025
23.341,0.01149,-0.0010325,0.0021224,4.9227e-06,0,1051.2,0.0033128,-4.172e-05,3.7062e-06,-7.6998e-06,0.33551,0.31618,0.027368,0.022627,0.025
23.444,0.011535,-0.00094674,0.0021216,5.0996e-06,0,987.84,0.0033108,-4.0611e-05,3.5084e-06,-7.4949e-06,0.35226,0.31676,0.027946,0.022576,0.025
25.146,0.012357,-0.00097519,0.0023097,5.6158e-06,0,912.56,0.0033151,-4.151e-05,2.4762e-06,-7.7909e-06,0.38652,0.31732,0.028503,0.022527,0.025
32.166,0.011268,-0.00095026,0.002227,5.0926e-06,0,1220.9,0.0033027,-4.2207e-05,3.4294e-06,-8.5137e-06,0.33163,0.31783,0.029014,0.022483,0.025
28.395,0.008155,-0.00051004,0.0016987,3.0721e-06,0,2313.2,0.0032896,-4.2501e-05,1.9283e-06,-8.8967e-06,0.18885,0.31835,0.029528,0.022438,0.025
19.171,0.0077652,-0.00034228,0.0016172,2.3301e-06,0,2551.4,0.0032905,-4.3428e-05,2.3066e-07,-9.0061e-06,0.15084,0.31891,0.030087,0.022389,0.025
18.967,0.0083721,-0.00051129,0.0017197,2.6171e-06,0,2143.5,0.003289,-4.2613e-05,1.7721e-06,-8.7534e-06,0.17469,0.31926,0.03044,0.022358,0.025
18.833,0.0087714,-0.00062274,0.0017875,2.8059e-06,0,1875.5,0.0032881,-4.2081e-05,2.7892e-06,-8.5898e-06,0.19036,0.31949,0.030672,0.022338,0.025
19.561,0.0093699,-0.00083915,0.001922,3.2177e-06,0,1609.5,0.0032913,-4.1792e-05,3.8086e-06,-8.5955e-06,0.21942,0.32009,0.031265,0.022286,0.025
20.378,0.0098627,-0.00094155,0.00202,3.5669e-06,0,1458.5,0.0032919,-4.2003e-05,4.2158e-06,-8.6034e-06,0.24253,0.32069,0.031865,0.022233,0.025
21.222,0.010329,-0.00099009,0.0020921,3.9129e-06,0,1345.7,0.0032903,-4.2312e-05,4.2855e-06,-8.5561e-06,0.2644,0.3213,0.032466,0.022181,0.025
22.128,0.010759,-0.0010238,0.0021523,4.2563e-06,0,1248.4,0.0032886,-4.2459e-05,4.2456e-06,-8.4747e-06,0.2863,0.3219,0.033066,0.022128,0.025
23.129,0.011159,-0.0010559,0.0022099,4.5945e-06,0,1159.3,0.0032873,-4.2446e-05,4.2109e-06,-8.3826e-06,0.30869,0.32249,0.03366,0.022076,0.025
24.155,0.01156,-0.001078,0.0022664,4.9522e-06,0,1074.5,0.0032868,-4.2385e-05,4.076e-06,-8.2755e-06,0.33293,0.32308,0.034243,0.022025,0.025
24.883,0.011861,-0.0010449,0.0023286,5.2766e-06,0,990.76,0.0032868,-4.1829e-05,3.9288e-06,-8.1635e-06,0.35794,0.32365,0.034814,0.021975,0.025
24.139,0.012563,-0.0010032,0.0023906,5.7706e-06,0,913.66,0.0032905,-4.252e-05,2.6611e-06,-8.0595e-06,0.38974,0.32421,0.035372,0.021926,0.025
27.568,0.011022,-0.00088422,0.002079,4.9942e-06,0,1269.4,0.0032757,-4.2033e-05,3.1041e-06,-7.9476e-06,0.32281,0.32477,0.035923,0.021878,0.025
26.075,0.0078932,-0.00049865,0.0015881,2.901e-06,0,2455.2,0.0032619,-4.2423e-05,1.7749e-06,-8.5383e-06,0.178,0.32532,0.036473,0.02183,0.025
19.674,0.0076899,-0.00038672,0.0015913,2.2563e-06,0,2687.2,0.0032617,-4.3953e-05,7.108e-07,-9.1017e-06,0.14508,0.32588,0.037028,0.021782,0.025
