"Co","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","k","kMean","nut","omega","p","pMean","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","arc_length","Points:0","Points:1","Points:2"
36.761,-0.0078446,7.8207e-06,0.0097198,0,0,0,8.9498e-06,1.703e-05,0,1492.7,-0.011663,-0.011551,3.1754e-05,-3.3899e-08,-4.2993e-05,0.37921,0.080286,0.018577,0,0.091729
34.549,-0.0075546,8.5337e-06,0.0090061,0,0,0,7.9008e-06,1.576e-05,0,1532.8,-0.011675,-0.011572,3.0862e-05,-3.7463e-08,-4.0357e-05,0.35006,0.080722,0.018281,0,0.09205
32.897,-0.0072768,9.3267e-06,0.0083262,0,0,0,6.7968e-06,1.4649e-05,0,1555.3,-0.011685,-0.011591,3.0155e-05,-4.1239e-08,-3.7593e-05,0.32366,0.081157,0.017982,0,0.092366
32.589,-0.0072353,9.4406e-06,0.0082274,0,0,0,6.679e-06,1.4585e-05,0,1557.5,-0.011687,-0.011593,3.0003e-05,-4.1771e-08,-3.7175e-05,0.32034,0.081231,0.01793,0,0.092419
31.084,-0.0070328,9.9964e-06,0.007745,0,0,0,6.1044e-06,1.4271e-05,0,1568.5,-0.011693,-0.011602,2.9262e-05,-4.4368e-08,-3.5135e-05,0.30417,0.081593,0.017678,0,0.092678
29.764,-0.0068246,1.0753e-05,0.0072049,0,0,0,5.417e-06,1.3737e-05,0,1555.1,-0.0117,-0.011608,2.8382e-05,-4.751e-08,-3.2597e-05,0.28892,0.082028,0.017366,0,0.092982
28.312,-0.0066368,1.1424e-05,0.0067527,0,0,0,4.9908e-06,1.3486e-05,0,1532.4,-0.011704,-0.011607,2.7468e-05,-5.0093e-08,-3.0286e-05,0.27827,0.082463,0.01705,0,0.093281
27.446,-0.0065182,1.2178e-05,0.0063561,0,0,0,4.6188e-06,1.3156e-05,0,1492.2,-0.011708,-0.011609,2.6737e-05,-5.2661e-08,-2.8075e-05,0.27229,0.082899,0.016729,0,0.093577
26.295,-0.0064337,1.2917e-05,0.0060263,0,0,0,4.3944e-06,1.318e-05,0,1430.2,-0.01171,-0.011623,2.5865e-05,-5.4683e-08,-2.62e-05,0.27023,0.083336,0.016402,0,0.093865
26.008,-0.0063335,1.3828e-05,0.005741,0,0,0,4.2579e-06,1.3384e-05,0,1315.6,-0.011711,-0.01164,2.4733e-05,-5.602e-08,-2.3561e-05,0.27901,0.083773,0.016069,0,0.094149
23.641,-0.006734,1.5172e-05,0.0059128,0,0,0,4.6248e-06,1.3951e-05,0,1132.1,-0.011708,-0.011629,2.3554e-05,-5.6981e-08,-2.331e-05,0.31351,0.084211,0.015732,0,0.094428
20.567,-0.0054824,1.3895e-05,0.0043898,0,0,0,3.0629e-06,1.2142e-05,0,1719.3,-0.011724,-0.011634,2.3545e-05,-6.1244e-08,-1.8172e-05,0.22564,0.08465,0.015389,0,0.094702
20.014,-0.0047234,1.2811e-05,0.0036158,0,0,0,1.9569e-06,1.0569e-05,0,2220.3,-0.011724,-0.011631,2.3774e-05,-6.7274e-08,-1.9554e-05,0.14596,0.085088,0.01504,0,0.094968
19.595,-0.0048585,1.329e-05,0.0036385,0,0,0,1.9274e-06,1.0495e-05,0,2072.7,-0.011726,-0.011641,2.3896e-05,-6.7415e-08,-1.871e-05,0.1497,0.085319,0.014854,0,0.095105
19.218,-0.0049804,1.3722e-05,0.003659,0,0,0,1.9009e-06,1.0427e-05,0,1939.4,-0.011729,-0.011649,2.4007e-05,-6.7543e-08,-1.7947e-05,0.15308,0.085527,0.014687,0,0.095229
19.432,-0.0052449,1.4968e-05,0.00368,0,0,0,2.1179e-06,1.1137e-05,0,1716.1,-0.01173,-0.011654,2.3712e-05,-6.9094e-08,-1.6912e-05,0.17225,0.085967,0.01433,0,0.095485
19.718,-0.0054385,1.6185e-05,0.0036742,0,0,0,2.278e-06,1.1768e-05,0,1513.3,-0.01173,-0.011646,2.3163e-05,-7.0377e-08,-1.6022e-05,0.18966,0.086407,0.013966,0,0.095734
20.661,-0.0057124,1.7557e-05,0.0037147,0,0,0,2.6515e-06,1.2848e-05,0,1300.5,-0.01173,-0.011641,2.2698e-05,-7.0391e-08,-1.4509e-05,0.22199,0.086849,0.013597,0,0.095977
19.794,-0.0064816,1.9609e-05,0.0041154,0,0,0,3.3711e-06,1.4257e-05,0,1038,-0.011726,-0.011636,2.2362e-05,-7.0318e-08,-1.5312e-05,0.28093,0.087294,0.013223,0,0.096215
17.511,-0.005544,1.8022e-05,0.0031872,0,0,0,2.5222e-06,1.2491e-05,0,1425.5,-0.011739,-0.011644,2.2359e-05,-7.2864e-08,-1.1612e-05,0.22078,0.08774,0.012842,0,0.096449
19.337,-0.0050939,1.7113e-05,0.0028294,0,0,0,1.9454e-06,1.105e-05,0,1672.5,-0.011739,-0.011641,2.2752e-05,-7.7419e-08,-1.26e-05,0.1692,0.08819,0.012454,0,0.096675
18.423,-0.0058233,1.8875e-05,0.0031851,0,0,0,2.3665e-06,1.1355e-05,0,1345,-0.01174,-0.011642,2.2937e-05,-7.6215e-08,-1.2964e-05,0.20999,0.088517,0.012168,0,0.096836
18.076,-0.0061001,1.9544e-05,0.0033202,0,0,0,2.5263e-06,1.1471e-05,0,1220.7,-0.011741,-0.011642,2.3007e-05,-7.5758e-08,-1.3102e-05,0.22547,0.088642,0.01206,0,0.096897
16.986,-0.0057667,1.8938e-05,0.0029908,0,0,0,2.2955e-06,1.0818e-05,0,1381.3,-0.011746,-0.011647,2.3003e-05,-7.6632e-08,-1.1495e-05,0.2078,0.08886,0.011868,0,0.097001
15.805,-0.0054053,1.8282e-05,0.0026336,0,0,0,2.0452e-06,1.0111e-05,0,1555.4,-0.011753,-0.011652,2.2997e-05,-7.7581e-08,-9.7541e-06,0.18863,0.089097,0.011659,0,0.097113
18.302,-0.0050883,1.7731e-05,0.0024024,0,0,0,1.69e-06,9.0586e-06,0,1770.6,-0.011753,-0.011655,2.3489e-05,-8.2316e-08,-1.0731e-05,0.15367,0.089555,0.011253,0,0.097324
17.378,-0.0062054,2.0568e-05,0.0028865,0,0,0,2.3413e-06,9.6386e-06,0,1255.6,-0.011755,-0.011665,2.3845e-05,-8.0726e-08,-1.141e-05,0.21449,0.090016,0.010839,0,0.097527
15.336,-0.005631,1.9418e-05,0.0023168,0,0,0,1.9971e-06,8.8034e-06,0,1540.1,-0.011768,-0.011675,2.391e-05,-8.2241e-08,-8.2452e-06,0.1862,0.09048,0.010418,0,0.097724
18.799,-0.0055177,1.9182e-05,0.002149,0,0,0,1.8123e-06,8.4626e-06,0,1691.1,-0.011769,-0.011669,2.4879e-05,-8.6629e-08,-8.942e-06,0.1637,0.090949,0.0099904,0,0.097916
17.951,-0.0068801,2.3132e-05,0.0026806,0,0,0,2.7351e-06,9.8527e-06,0,1116.7,-0.011773,-0.011673,2.5139e-05,-8.5068e-08,-9.5381e-06,0.24792,0.091422,0.0095553,0,0.098101
16.193,-0.0069399,2.3451e-05,0.002578,0,0,0,2.7952e-06,9.9625e-06,0,1112.5,-0.011779,-0.011683,2.5383e-05,-8.6223e-08,-8.8989e-06,0.25085,0.091698,0.0092991,0,0.098204
14.906,-0.0069836,2.3684e-05,0.0025028,0,0,0,2.8392e-06,1.0043e-05,0,1109.4,-0.011782,-0.01169,2.5561e-05,-8.7068e-08,-8.4307e-06,0.253,0.0919,0.0091114,0,0.098279
15.936,-0.0059461,1.9973e-05,0.001894,0,0,0,1.9921e-06,8.7515e-06,0,1837.8,-0.011793,-0.011704,2.761e-05,-9.235e-08,-7.2908e-06,0.16968,0.092353,0.0086881,0,0.09844
16.005,-0.0058759,1.9722e-05,0.0018528,0,0,0,1.9348e-06,8.6641e-06,0,1887.1,-0.011794,-0.011705,2.7748e-05,-9.2707e-08,-7.2137e-06,0.16405,0.092384,0.0086595,0,0.098451
20.247,-0.0063207,1.966e-05,0.0018216,0,0,0,1.945e-06,8.7349e-06,0,1973.2,-0.011807,-0.011718,3.0614e-05,-9.5307e-08,-7.1377e-06,0.15824,0.092872,0.0081992,0,0.098615
19.669,-0.0083411,2.4827e-05,0.0023149,0,0,0,3.2845e-06,1.0935e-05,0,1218.4,-0.011819,-0.011736,3.1943e-05,-9.4821e-08,-7.5709e-06,0.26189,0.093367,0.007731,0,0.098774
16.753,-0.0090303,2.6974e-05,0.0023768,0,0,0,3.9749e-06,1.2172e-05,0,1080.8,-0.011833,-0.011763,3.3207e-05,-9.8622e-08,-7.1722e-06,0.29962,0.093867,0.0072542,0,0.098924
18.478,-0.0088802,2.4845e-05,0.0022455,0,0,0,3.7168e-06,1.1786e-05,0,1481.2,-0.01185,-0.011794,3.7926e-05,-1.0586e-07,-8.7035e-06,0.24849,0.094372,0.0067688,0,0.099065
20.311,-0.008325,2.0553e-05,0.0018861,0,0,0,3.0621e-06,1.0478e-05,0,2344.1,-0.011887,-0.011822,4.4043e-05,-1.0827e-07,-7.6887e-06,0.18324,0.094883,0.006275,0,0.099198
27.196,-0.0094129,2.116e-05,0.0017494,0,0,0,3.5083e-06,1.0782e-05,0,2322.4,-0.011925,-0.011837,4.895e-05,-1.1032e-07,-6.528e-06,0.198,0.095402,0.0057716,0,0.099323
27.072,-0.012436,2.7636e-05,0.0021636,0,0,0,6.3676e-06,1.4218e-05,0,1332.1,-0.011959,-0.011861,4.98e-05,-1.0977e-07,-6.6039e-06,0.35145,0.095929,0.0052578,0,0.09944
22.943,-0.013624,3.0842e-05,0.0024669,0,0,0,8.3241e-06,1.6388e-05,0,1070,-0.011989,-0.011897,5.0101e-05,-1.1248e-07,-8.0232e-06,0.43348,0.096465,0.0047326,0,0.099548
24.458,-0.013071,2.9681e-05,0.002559,0,0,0,8.0001e-06,1.5927e-05,0,1256.5,-0.012018,-0.011942,5.1691e-05,-1.1732e-07,-1.1015e-05,0.39212,0.09701,0.0041965,0,0.099645
23.519,-0.012094,2.715e-05,0.0024169,0,0,0,6.9643e-06,1.4801e-05,0,1443.7,-0.012057,-0.012001,5.0784e-05,-1.1508e-07,-1.2081e-05,0.34102,0.097561,0.0036522,0,0.099731
23.515,-0.012091,2.7144e-05,0.002416,0,0,0,6.9612e-06,1.4798e-05,0,1444.1,-0.012057,-0.012001,5.0776e-05,-1.1507e-07,-1.208e-05,0.34091,0.097562,0.0036511,0,0.099731
21.109,-0.010606,2.4414e-05,0.0019527,0,0,0,5.3205e-06,1.3109e-05,0,1635.5,-0.012091,-0.01205,4.6941e-05,-1.1015e-07,-1.1189e-05,0.27946,0.098114,0.0031044,0,0.099806
17.99,-0.008728,2.1975e-05,0.0013053,0,0,0,3.5327e-06,1.1119e-05,0,1854.9,-0.012113,-0.012075,4.0887e-05,-1.0555e-07,-8.5138e-06,0.21351,0.098663,0.0025593,0,0.099869
15.023,-0.0069799,1.9904e-05,0.0006789,0,0,0,2.187e-06,8.9806e-06,0,2190,-0.012125,-0.012072,3.5359e-05,-1.0377e-07,-5.0299e-06,0.15516,0.099202,0.0020227,0,0.099917
13.583,-0.0054629,1.7564e-05,7.4623e-05,0,0,0,1.3226e-06,6.6671e-06,0,3015.2,-0.012135,-0.012037,3.207e-05,-1.0638e-07,7.1811e-07,0.10474,0.099726,0.0014991,0,0.099955
18.801,-0.0062174,2.0342e-05,-0.00031252,0,0,0,1.8141e-06,6.0202e-06,0,2698.3,-0.012144,-0.011992,3.3059e-05,-1.1194e-07,3.8752e-06,0.13502,0.10024,0.00098937,0,0.099979
19.995,-0.0086629,2.928e-05,-0.00069742,0,0,0,5.4355e-06,9.4308e-06,0,1331.3,-0.012162,-0.011978,3.3053e-05,-1.1427e-07,4.5884e-06,0.33007,0.10073,0.00049137,0,0.099993
16.049,-0.0098587,3.5536e-05,-0.0012382,0,0,0,9.1372e-06,1.3456e-05,0,891.81,-0.01218,-0.011994,3.2572e-05,-1.185e-07,6.0454e-06,0.49558,0.10123,-2.0065e-09,0,0.1
22.065,-0.009531,3.1608e-05,-0.0010327,0,0,0,7.4056e-06,1.1878e-05,0,1331.3,-0.012206,-0.012035,3.8555e-05,-1.2343e-07,5.2246e-06,0.38724,0.10172,-0.00049137,0,0.099993
24.159,-0.0083568,2.2572e-05,-0.00042728,0,0,0,3.8001e-06,8.0065e-06,0,2704,-0.01225,-0.01209,4.7621e-05,-1.2565e-07,2.5822e-06,0.19548,0.10222,-0.00098937,0,0.099979
19.115,-0.0083434,1.9852e-05,-0.0005079,0,0,0,3.3379e-06,7.4231e-06,0,3024.2,-0.0123,-0.012128,5.026e-05,-1.2099e-07,2.866e-06,0.16616,0.10273,-0.0014991,0,0.099955
17.325,-0.0089511,2.1033e-05,-0.00092341,0,0,0,4.0628e-06,8.4378e-06,0,2193.3,-0.012357,-0.012157,4.6096e-05,-1.101e-07,5.6069e-06,0.21186,0.10325,-0.0020227,-2.068e-25,0.099917
17.024,-0.0091435,2.0717e-05,-0.0012769,0,0,0,4.5933e-06,9.5077e-06,0,1855,-0.012418,-0.012193,4.2941e-05,-1.0013e-07,7.1348e-06,0.24433,0.10379,-0.0025593,0,0.099869
17.561,-0.0094183,1.9474e-05,-0.0020429,0,0,0,5.6543e-06,1.1114e-05,0,1635.6,-0.012499,-0.012245,4.0413e-05,-8.8253e-08,1.0955e-05,0.28844,0.10434,-0.0031044,0,0.099806
17.381,-0.0091671,1.8634e-05,-0.0031795,0,0,0,7.1824e-06,1.2981e-05,0,1470.3,-0.012607,-0.012323,3.5935e-05,-7.9751e-08,1.5778e-05,0.3432,0.10482,-0.0035763,0,0.099741
17.352,-0.0091267,1.8499e-05,-0.0033622,0,0,0,7.428e-06,1.3281e-05,0,1443.8,-0.012625,-0.012336,3.5215e-05,-7.8384e-08,1.6553e-05,0.352,0.10489,-0.0036522,0,0.099731
16.944,-0.0086267,1.8301e-05,-0.0037075,0,0,0,7.7304e-06,1.3688e-05,0,1404.2,-0.012657,-0.012362,3.2825e-05,-7.6408e-08,1.8095e-05,0.36482,0.10501,-0.0037673,0,0.099713
15.422,-0.0067628,1.7563e-05,-0.0049946,0,0,0,8.8578e-06,1.5205e-05,0,1256.6,-0.012778,-0.01246,2.3914e-05,-6.904e-08,2.3843e-05,0.41261,0.10544,-0.0041965,0,0.099645
14.63,-0.00415,1.5016e-05,-0.0044988,0,0,0,8.8743e-06,1.5757e-05,0,1070,-0.012879,-0.012562,1.9647e-05,-5.4631e-08,2.03e-05,0.4471,0.10599,-0.0047326,0,0.099548
15.132,-0.00063042,1.2197e-05,0.0025256,0,0,0,1.0364e-05,1.6821e-05,0,1332.3,-0.012952,-0.012643,1.3248e-05,-4.93e-08,-2.9986e-05,0.43708,0.10652,-0.0052577,0,0.09944
15.713,-0.00021025,1.1599e-05,0.0027191,0,0,0,1.0017e-05,1.6403e-05,0,1501.4,-0.012991,-0.012678,9.3831e-06,-4.8542e-08,-3.0499e-05,0.41425,0.10661,-0.0053455,0,0.09942
18.531,0.0018296,8.6986e-06,0.0036585,0,0,0,8.3298e-06,1.4372e-05,0,2322.3,-0.013178,-0.012847,-9.381e-06,-4.4862e-08,-3.2991e-05,0.30342,0.10705,-0.0057715,0,0.099323
31.14,0.0074768,6.5453e-06,-0.00074002,0,0,0,1.5099e-05,2.1733e-05,0,2345.1,-0.013357,-0.012975,-4.3711e-05,-3.4564e-08,5.1138e-06,0.39372,0.10757,-0.006275,0,0.099198
41.31,0.012375,7.2042e-06,0.00068284,0,0,0,2.9236e-05,3.5487e-05,0,1979.2,-0.013343,-0.012946,-5.7656e-05,-3.4418e-08,-2.4511e-06,0.60359,0.10779,-0.0064855,-2.068e-25,0.099141
54.995,0.018966,8.091e-06,0.0025977,0,0,0,4.826e-05,5.3996e-05,0,1486.7,-0.013324,-0.012905,-7.6422e-05,-3.4221e-08,-1.2632e-05,0.88603,0.10808,-0.0067688,0,0.099065
69.039,0.025964,9.4613e-06,0.0068989,0,0,0,7.2356e-05,7.6818e-05,0,1294.4,-0.013288,-0.012869,-9.2812e-05,-3.6682e-08,-3.0674e-05,1.1777,0.10833,-0.0070055,0,0.098996
83.796,0.033318,1.0901e-05,0.011419,0,0,0,9.7676e-05,0.0001008,0,1092.4,-0.01325,-0.012831,-0.00011004,-3.9267e-08,-4.9632e-05,1.4842,0.10859,-0.0072542,0,0.098924
124.1,0.045994,1.2731e-05,0.020328,0,0,0,0.00013465,0.00013587,0,1234.6,-0.013279,-0.012859,-0.00016806,-4.9135e-08,-0.00010312,1.6562,0.10909,-0.007731,0,0.098774
134.53,0.041397,1.0715e-05,0.016559,0,0,0,0.0001302,0.00013172,0,1783,-0.013678,-0.013222,-0.00018412,-4.7764e-08,-8.5449e-05,1.3861,0.10945,-0.0080715,0,0.098659
138.45,0.039671,9.9584e-06,0.015145,0,0,0,0.00012853,0.00013016,0,1988.8,-0.013827,-0.013358,-0.00019014,-4.7249e-08,-7.8817e-05,1.2847,0.10958,-0.0081992,0,0.098615
138.28,0.043037,9.5382e-06,0.013954,0,0,0,0.00016743,0.00016833,0,1907.4,-0.013994,-0.013474,-0.00019731,-4.3714e-08,-6.1185e-05,1.5258,0.11007,-0.0086595,0,0.098451
161.96,0.066722,1.4229e-05,0.028305,0,0,0,0.00024131,0.0002399,0,1138.6,-0.013687,-0.01316,-0.00023228,-5.135e-08,-0.00011297,2.3293,0.11055,-0.0091114,0,0.098279
191.99,0.073173,1.5429e-05,0.033297,0,0,0,0.00025314,0.00025121,0,1144.2,-0.013596,-0.013067,-0.00025849,-5.638e-08,-0.00013774,2.3768,0.11082,-0.0093592,0,0.09818
215.76,0.078281,1.6379e-05,0.037249,0,0,0,0.0002625,0.00026016,0,1148.7,-0.013524,-0.012993,-0.00027923,-6.0362e-08,-0.00015734,2.4143,0.11103,-0.0095553,0,0.098101
224.59,0.074581,1.5235e-05,0.034827,0,0,0,0.00026338,0.00026115,0,1369,-0.013741,-0.013193,-0.00028917,-6.004e-08,-0.00015247,2.2437,0.11121,-0.0097221,0,0.09803
238.8,0.068628,1.3395e-05,0.030931,0,0,0,0.00026479,0.00026273,0,1723.6,-0.014091,-0.013515,-0.00030515,-5.9521e-08,-0.00014464,1.9691,0.1115,-0.0099905,-2.068e-25,0.097916
219.44,0.074527,1.3428e-05,0.03449,0,0,0,0.00029772,0.00029527,0,1576.2,-0.014463,-0.01385,-0.00030821,-5.5562e-08,-0.00013729,2.2605,0.11197,-0.010418,0,0.097724
257.05,0.089197,1.6368e-05,0.04641,0,0,0,0.00032631,0.00032285,0,1325.2,-0.013813,-0.013201,-0.00033994,-6.4633e-08,-0.00019872,2.5081,0.11239,-0.010794,0,0.097548
261.51,0.090937,1.6717e-05,0.047824,0,0,0,0.0003297,0.00032612,0,1295.4,-0.013736,-0.013124,-0.00034371,-6.5709e-08,-0.00020601,2.5374,0.11244,-0.010839,0,0.097527
288.07,0.080504,1.4375e-05,0.041894,0,0,0,0.00033593,0.00033259,0,1811.7,-0.014015,-0.013364,-0.00036733,-6.5929e-08,-0.00019938,2.1565,0.1129,-0.011253,0,0.097324
286.57,0.080976,1.4413e-05,0.042254,0,0,0,0.00033793,0.00033458,0,1797.6,-0.014025,-0.013373,-0.00036715,-6.5671e-08,-0.00019884,2.1792,0.11293,-0.01128,0,0.09731
265.59,0.087576,1.4947e-05,0.047281,0,0,0,0.00036582,0.00036247,0,1599.9,-0.014169,-0.013488,-0.00036455,-6.2059e-08,-0.00019127,2.4979,0.11336,-0.01166,0,0.097113
296.77,0.09899,1.7654e-05,0.057648,0,0,0,0.00037604,0.00037228,0,1349,-0.013376,-0.012702,-0.00037901,-6.95e-08,-0.00023658,2.6941,0.1137,-0.011961,0,0.09695
307.02,0.10274,1.8544e-05,0.061058,0,0,0,0.0003794,0.0003755,0,1266.4,-0.013115,-0.012444,-0.00038376,-7.1947e-08,-0.00025149,2.7587,0.11381,-0.01206,0,0.096897
340.79,0.091417,1.6379e-05,0.055244,0,0,0,0.00038239,0.00037879,0,1718.3,-0.01305,-0.012342,-0.00040424,-7.339e-08,-0.00025565,2.3621,0.11426,-0.012454,0,0.096675
315.97,0.099401,1.7688e-05,0.062728,0,0,0,0.00040348,0.0004004,0,1473.4,-0.012696,-0.011961,-0.0003942,-7.0071e-08,-0.00024738,2.752,0.11471,-0.012842,0,0.096449
349.51,0.11533,2.1977e-05,0.076886,0,0,0,0.00039506,0.00039125,0,1084.9,-0.011148,-0.010435,-0.0004002,-7.8889e-08,-0.00028953,3.0432,0.11516,-0.013223,0,0.096215
372.53,0.1059,1.9923e-05,0.071308,0,0,0,0.00040254,0.00039882,0,1348.8,-0.011424,-0.010679,-0.00042047,-7.9493e-08,-0.00028547,2.7321,0.1156,-0.013597,0,0.095977
364.15,0.10364,1.8855e-05,0.072161,0,0,0,0.00041365,0.00041046,0,1563.4,-0.01144,-0.010671,-0.0004424,-8.198e-08,-0.00031753,2.5646,0.11605,-0.013966,0,0.095734
360.17,0.10052,1.782e-05,0.072017,0,0,0,0.00041363,0.00041015,0,1766.1,-0.011456,-0.010659,-0.00045641,-8.19e-08,-0.00033234,2.4087,0.11649,-0.01433,0,0.095485
358.29,0.097244,1.706e-05,0.071775,0,0,0,0.00042107,0.00041771,0,1934.5,-0.011349,-0.010527,-0.00046308,-8.2545e-08,-0.00034677,2.3212,0.11682,-0.014597,-2.5849e-26,0.095293
357.66,0.09615,1.6807e-05,0.071695,0,0,0,0.00042355,0.00042024,0,1990.7,-0.011313,-0.010483,-0.00046531,-8.276e-08,-0.00035158,2.292,0.11693,-0.014687,0,0.095229
358.48,0.095813,1.6768e-05,0.07167,0,0,0,0.00042351,0.00042024,0,2010,-0.011249,-0.010418,-0.00046516,-8.2914e-08,-0.00035356,2.2818,0.11696,-0.014711,0,0.095211
369.61,0.091257,1.6251e-05,0.071328,0,0,0,0.0004229,0.00042032,0,2271.7,-0.010386,-0.0095448,-0.00046309,-8.5004e-08,-0.00038037,2.1436,0.11736,-0.01504,0,0.094968
358.9,0.095777,1.7659e-05,0.077733,0,0,0,0.00043145,0.00042936,0,1943.6,-0.0097408,-0.0089001,-0.00043691,-8.1388e-08,-0.00035948,2.4703,0.11765,-0.015269,-2.068e-25,0.094793
353.3,0.098141,1.8396e-05,0.081082,0,0,0,0.00043592,0.00043408,0,1772,-0.0094033,-0.008563,-0.00042322,-7.9497e-08,-0.00034856,2.6411,0.1178,-0.015389,0,0.094702
363.03,0.10352,2.022e-05,0.087063,0,0,0,0.00043004,0.00042838,0,1553.2,-0.0086251,-0.0078009,-0.00041739,-8.262e-08,-0.0003584,2.773,0.11797,-0.015516,0,0.094601
379.52,0.11265,2.3311e-05,0.097198,0,0,0,0.00042006,0.0004187,0,1182.4,-0.0073063,-0.0065092,-0.0004075,-8.7913e-08,-0.00037509,2.9965,0.11824,-0.015732,0,0.094428
408.85,0.10549,2.2012e-05,0.093147,0,0,0,0.00042347,0.000422,0,1366.5,-0.0070786,-0.0062574,-0.00042058,-8.9205e-08,-0.00037681,2.7796,0.11868,-0.016069,0,0.094149
405.83,0.10477,2.1854e-05,0.094614,0,0,0,0.00042726,0.00042583,0,1446.1,-0.0066776,-0.0058506,-0.00042813,-9.1412e-08,-0.00039666,2.7135,0.11898,-0.016299,0,0.093954
404.46,0.10445,2.1782e-05,0.095274,0,0,0,0.00042896,0.00042756,0,1481.9,-0.006497,-0.0056674,-0.00043153,-9.2406e-08,-0.0004056,2.6837,0.11912,-0.016402,0,0.093865
405.99,0.10219,2.1666e-05,0.096453,0,0,0,0.00042732,0.00042597,0,1543.4,-0.0057607,-0.0049245,-0.00043162,-9.3742e-08,-0.0004174,2.6212,0.11955,-0.016729,-2.068e-25,0.093577
404.75,0.10131,2.1654e-05,0.096929,0,0,0,0.00042646,0.00042525,0,1559,-0.0054499,-0.0046089,-0.00043035,-9.4242e-08,-0.00042146,2.6052,0.11973,-0.016859,0,0.093457
402.9,0.1,2.1637e-05,0.097633,0,0,0,0.00042519,0.00042419,0,1582.1,-0.0049899,-0.004142,-0.00042847,-9.4983e-08,-0.00042747,2.5815,0.11999,-0.01705,0,0.093281
403.01,0.098998,2.1698e-05,0.09858,0,0,0,0.0004226,0.00042188,0,1595.6,-0.0045064,-0.0036551,-0.00042537,-9.5654e-08,-0.0004341,2.5621,0.12025,-0.017241,0,0.0931
403.07,0.098337,2.1738e-05,0.099204,0,0,0,0.00042089,0.00042037,0,1604.5,-0.0041884,-0.0033347,-0.00042333,-9.6095e-08,-0.00043847,2.5493,0.12042,-0.017366,-2.068e-25,0.092982
401.55,0.096356,2.1919e-05,0.10079,0,0,0,0.00041561,0.00041561,0,1618.5,-0.0033204,-0.0024675,-0.00041724,-9.7436e-08,-0.00044624,2.5212,0.12086,-0.017678,0,0.092678
401.79,0.095751,2.2057e-05,0.10153,0,0,0,0.00041238,0.00041258,0,1612.9,-0.0029411,-0.0020927,-0.00041403,-9.7916e-08,-0.00044879,2.5158,0.12103,-0.017798,0,0.092555
402.15,0.094825,2.2268e-05,0.10267,0,0,0,0.00040743,0.00040793,0,1604.4,-0.00236,-0.0015186,-0.00040913,-9.8653e-08,-0.00045271,2.5076,0.1213,-0.017982,0,0.092366
400.77,0.093092,2.2667e-05,0.10448,0,0,0,0.00039784,0.00039871,0,1580.3,-0.0014521,-0.00062637,-0.00039816,-9.967e-08,-0.00045689,2.4951,0.12173,-0.018281,0,0.09205
401.61,0.092497,2.2958e-05,0.10532,0,0,0,0.00039189,0.0003929,0,1561.4,-0.00090601,-9.1691e-05,-0.00039398,-1.0041e-07,-0.00045811,2.4921,0.12193,-0.018415,0,0.091905
402.63,0.091782,2.3308e-05,0.10633,0,0,0,0.00038473,0.00038591,0,1538.6,-0.00024874,0.00055182,-0.00038895,-1.013e-07,-0.00045957,2.4885,0.12217,-0.018577,0,0.091729
401.12,0.0909,2.3748e-05,0.10678,0,0,0,0.00037645,0.00037772,0,1502,0.00058274,0.0013667,-0.00038192,-1.0192e-07,-0.00045558,2.4899,0.12242,-0.018743,0,0.091541
400.01,0.090246,2.4075e-05,0.10712,0,0,0,0.00037031,0.00037165,0,1474.8,0.0011996,0.0019712,-0.0003767,-1.0239e-07,-0.00045263,2.491,0.1226,-0.018865,0,0.091402
401.19,0.0907,2.4499e-05,0.10778,0,0,0,0.0003637,0.00036523,0,1427.9,0.001669,0.0024296,-0.00037269,-1.0256e-07,-0.00044864,2.5132,0.12278,-0.018979,0,0.091268
402.96,0.091377,2.5129e-05,0.10876,0,0,0,0.00035386,0.00035568,0,1358.1,0.0023678,0.003112,-0.00036672,-1.0283e-07,-0.00044271,2.5462,0.12304,-0.019149,0,0.091069
372.8,0.093751,2.6047e-05,0.11259,0,0,0,0.00033371,0.00033581,0,1171.9,0.002673,0.0034178,-0.00035608,-9.8494e-08,-0.00041184,2.6601,0.12348,-0.019428,0,0.090732
353.36,0.08332,2.3519e-05,0.10475,0,0,0,0.000324,0.00032586,0,1758.9,0.0034563,0.0041779,-0.00036028,-1.0326e-07,-0.00045269,2.2546,0.12392,-0.019702,0,0.090389
364.5,0.074891,2.1166e-05,0.098691,0,0,0,0.00034373,0.00034516,0,2028.8,0.0036682,0.0043914,-0.00035667,-1.0208e-07,-0.00046652,2.1092,0.12415,-0.019844,-2.068e-25,0.090203
374.28,0.06749,1.9099e-05,0.093372,0,0,0,0.00036104,0.0003621,0,2265.7,0.0038542,0.0045789,-0.00035351,-1.0105e-07,-0.00047867,1.9815,0.12436,-0.019968,0,0.09004
360.54,0.070458,2.1567e-05,0.10226,0,0,0,0.00035361,0.0003563,0,1983.9,0.0053621,0.0060523,-0.00033474,-1.0654e-07,-0.00050313,2.0904,0.1248,-0.020229,0,0.089687
