"Co","UMean:0","UMean:1","UMean:2","k","kMean","nut","omega","pMean","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","p","U:0","U:1","U:2","arc_length","Points:0","Points:1","Points:2"
22.649,0,0,0,6.0223e-06,1.0616e-05,0,1080.5,-0.014136,4.1913e-05,3.463e-06,-1.076e-05,0.36866,-0.013923,-0.011375,-0.00093693,0.00324,0.093867,0.0072541,0,0.058924
22.851,0,0,0,5.9958e-06,1.0511e-05,0,1113.3,-0.014139,4.233e-05,3.5561e-06,-1.0994e-05,0.36367,-0.013926,-0.011349,-0.00094774,0.0032333,0.093908,0.0072143,0,0.058935
25.224,0,0,0,5.6477e-06,9.1339e-06,0,1480.9,-0.014161,4.6869e-05,5.1592e-06,-1.3482e-05,0.30646,-0.01394,-0.011033,-0.0012009,0.0031358,0.094372,0.0067688,0,0.059065
26.709,0,0,0,4.5011e-06,6.5569e-06,0,2344.2,-0.014223,5.2469e-05,6.0129e-06,-1.2385e-05,0.22233,-0.013993,-0.0099922,-0.0011304,0.0025737,0.094884,0.006275,-2.068e-25,0.059198
32.45,0,0,0,4.5459e-06,6.1333e-06,0,2322.5,-0.014276,5.5207e-05,5.6575e-06,-1.0958e-05,0.22522,-0.014041,-0.010623,-0.0010608,0.0023247,0.095402,0.0057716,0,0.059323
31.037,0,0,0,6.691e-06,8.6115e-06,0,1467.8,-0.01432,5.2804e-05,4.7275e-06,-1.1036e-05,0.34953,-0.014087,-0.012791,-0.0011535,0.0027271,0.095857,0.005328,0,0.059424
30.834,0,0,0,7.028e-06,8.9888e-06,0,1332.4,-0.014325,5.2419e-05,4.6682e-06,-1.1028e-05,0.36915,-0.014092,-0.013133,-0.0011851,0.0027882,0.095929,0.0052578,0,0.05944
28.739,0,0,0,7.5277e-06,9.3138e-06,0,1223.2,-0.014337,5.0779e-05,5.1327e-06,-1.1103e-05,0.39502,-0.014104,-0.013224,-0.0013476,0.0028154,0.096152,0.0050394,0,0.059485
26.023,0,0,0,8.2363e-06,9.6646e-06,0,1069.9,-0.014342,4.8535e-05,6.3143e-06,-1.1179e-05,0.43153,-0.014107,-0.013363,-0.0017206,0.0028499,0.096465,0.0047326,0,0.059548
26.35,0,0,0,7.1032e-06,7.7834e-06,0,1256,-0.01436,4.6348e-05,7.6372e-06,-1.1885e-05,0.36953,-0.014128,-0.011894,-0.0019262,0.0025106,0.09701,0.0041965,0,0.059645
24.277,0,0,0,5.5257e-06,5.6397e-06,0,1443.7,-0.014389,4.3835e-05,8.5983e-06,-1.0145e-05,0.30355,-0.014157,-0.010553,-0.0020243,0.0019892,0.097561,0.0036522,0,0.059731
21.921,0,0,0,4.1983e-06,4.1412e-06,0,1635.5,-0.014416,4.1559e-05,9.4854e-06,-7.3353e-06,0.24856,-0.014185,-0.0094125,-0.0020987,0.0013749,0.098114,0.0031044,0,0.059806
20.221,0,0,0,3.4516e-06,3.387e-06,0,1854.2,-0.014438,4.0323e-05,1.0487e-05,-4.3091e-06,0.21184,-0.014208,-0.0085388,-0.002179,0.00082623,0.098663,0.0025593,0,0.059869
19.635,0,0,0,3.1734e-06,3.1339e-06,0,2190.5,-0.014463,4.1784e-05,1.1609e-05,-2.141e-06,0.18725,-0.014232,-0.0081065,-0.0022219,0.00045498,0.099202,0.0020227,0,0.059917
20.872,0,0,0,2.8091e-06,2.7779e-06,0,3019.9,-0.0145,4.5403e-05,1.2809e-05,1.4856e-06,0.15243,-0.014267,-0.0075991,-0.0021075,0.00011816,0.099726,0.0014991,0,0.059955
29.918,0,0,0,4.6646e-06,4.5871e-06,0,2702.9,-0.014547,4.9489e-05,1.3622e-05,4.8606e-06,0.21634,-0.014311,-0.0090868,-0.0024634,-0.00034794,0.10024,0.00098937,0,0.059979
32.028,0,0,0,1.0463e-05,1.0075e-05,0,1332.9,-0.014605,4.708e-05,1.3531e-05,3.7866e-06,0.4601,-0.014368,-0.011835,-0.0034516,-0.00044393,0.10074,0.00049137,0,0.059993
26.819,0,0,0,1.4379e-05,1.3567e-05,0,893.25,-0.01465,4.2036e-05,1.4201e-05,1.204e-06,0.62216,-0.01441,-0.012513,-0.0042537,-0.00029901,0.10123,-2.0297e-09,0,0.06
32.934,0,0,0,1.1103e-05,1.0393e-05,0,1332.8,-0.014691,4.7535e-05,1.5575e-05,-1.0292e-06,0.47398,-0.01445,-0.011824,-0.0039695,-0.0001512,0.10172,-0.00049137,0,0.059993
31.965,0,0,0,5.6546e-06,5.3327e-06,0,2702.3,-0.014766,5.6004e-05,1.5994e-05,-1.3523e-06,0.23873,-0.014523,-0.01007,-0.0028872,-0.0001238,0.10222,-0.00098937,0,0.059979
23.601,0,0,0,4.2231e-06,4.044e-06,0,3019.5,-0.014846,5.3512e-05,1.5022e-05,2.7297e-06,0.18692,-0.0146,-0.0089622,-0.0024684,-0.00058775,0.10273,-0.0014991,0,0.059955
21.799,0,0,0,5.2364e-06,5.0838e-06,0,2190.7,-0.014922,4.6847e-05,1.3494e-05,7.6931e-06,0.24072,-0.014673,-0.0092388,-0.0025837,-0.0012227,0.10325,-0.0020227,0,0.059917
21.645,0,0,0,6.2552e-06,6.0938e-06,0,1854.5,-0.015028,4.36e-05,1.2298e-05,1.1667e-05,0.28517,-0.014773,-0.0094453,-0.0025555,-0.0019995,0.10379,-0.0025593,0,0.059869
20.801,0,0,0,7.282e-06,7.122e-06,0,1635.9,-0.015183,3.8732e-05,1.0998e-05,1.5133e-05,0.32752,-0.014923,-0.0089828,-0.002432,-0.0028877,0.10434,-0.0031044,0,0.059806
19.071,0,0,0,8.0129e-06,7.866e-06,0,1518.4,-0.015295,3.1186e-05,9.9234e-06,1.4563e-05,0.35735,-0.015039,-0.0074987,-0.0022728,-0.0030759,0.10468,-0.0034399,4.1359e-25,0.05976
18.01,0,0,0,8.4748e-06,8.3387e-06,0,1444.1,-0.01536,2.6439e-05,9.2829e-06,1.4204e-05,0.37622,-0.015104,-0.006567,-0.0021807,-0.0031947,0.10489,-0.0036522,0,0.059731
17.187,0,0,0,9.7406e-06,9.8726e-06,0,1329.6,-0.015425,1.4013e-05,8.0098e-06,1.2608e-05,0.42136,-0.015173,-0.0033829,-0.0019535,-0.0030659,0.10523,-0.0039844,0,0.059678
16.694,0,0,0,1.0528e-05,1.0836e-05,0,1256.4,-0.015456,6.205e-06,7.2517e-06,1.1656e-05,0.44975,-0.015203,-0.0013846,-0.0018224,-0.0029956,0.10544,-0.0041965,0,0.059645
25.733,0,0,0,1.7792e-05,1.9635e-05,0,1071,-0.015473,-1.1635e-05,5.5707e-06,-3.3829e-06,0.62955,-0.015225,0.0051119,-0.0015184,2.4605e-05,0.10599,-0.0047326,-2.068e-25,0.059548
38.355,0,0,0,2.9391e-05,3.2446e-05,0,1259.4,-0.015532,-3.504e-05,5.1541e-06,-3.8378e-05,0.73653,-0.015287,0.010672,-0.0013275,0.005117,0.10637,-0.0051067,0,0.059471
43.434,0,0,0,3.4043e-05,3.7591e-05,0,1335.4,-0.015552,-4.4419e-05,5.0135e-06,-5.2472e-05,0.77919,-0.015306,0.012896,-0.0012582,0.0071658,0.10652,-0.0052577,0,0.05944
49.408,0,0,0,2.9895e-05,3.2779e-05,0,2325,-0.015927,-6.5912e-05,4.9453e-06,-3.6485e-05,0.57435,-0.015668,0.012678,-0.0009513,0.0052647,0.10705,-0.0057715,0,0.059323
56.436,0,0,0,4.1081e-05,4.4224e-05,0,2348.3,-0.01615,-8.4471e-05,4.4637e-06,-4.0426e-06,0.65815,-0.01589,0.015835,-0.00083962,0.001479,0.10757,-0.006275,0,0.059198
63.76,0,0,0,5.9264e-05,6.3496e-05,0,1915.1,-0.016099,-0.00010101,4.2511e-06,-1.6861e-05,0.87383,-0.015845,0.021465,-0.00087859,0.0031285,0.10793,-0.0066253,0,0.059104
96.336,0,0,0,0.00013759,0.00014412,0,1248.9,-0.015972,-0.00013721,3.5735e-06,-5.3522e-05,1.6372,-0.015721,0.037068,-0.00090973,0.010993,0.10808,-0.0067688,0,0.059065
99.344,0,0,0,0.00014513,0.00015152,0,1211.4,-0.015994,-0.00014294,3.6274e-06,-5.7171e-05,1.7157,-0.015746,0.039475,-0.00093904,0.012281,0.10821,-0.0068917,0,0.059029
107.9,0,0,0,0.00016655,0.00017268,0,1100.8,-0.016027,-0.00015924,3.4441e-06,-6.7713e-05,1.9425,-0.015776,0.046415,-0.00093903,0.016026,0.10859,-0.0072542,0,0.058924
150.77,0,0,0,0.00020579,0.00021134,0,1243.2,-0.016105,-0.00021371,3.2693e-06,-0.00010957,2.0511,-0.015853,0.057497,-0.00085475,0.023156,0.10909,-0.007731,0,0.058774
166.63,0,0,0,0.00019033,0.00019564,0,1996.4,-0.016575,-0.00023333,3.323e-06,-8.9073e-05,1.5638,-0.016325,0.048677,-0.00068473,0.017731,0.10958,-0.0081992,0,0.058615
164.47,0,0,0,0.0002005,0.00020583,0,1971,-0.016596,-0.00023441,3.2629e-06,-8.6101e-05,1.625,-0.01635,0.049582,-0.00067729,0.017726,0.10973,-0.0083414,0,0.058564
159.54,0,0,0,0.00022303,0.00022844,0,1914.2,-0.016635,-0.00023666,3.2223e-06,-7.9377e-05,1.7611,-0.016392,0.051566,-0.00068088,0.017697,0.11007,-0.0086595,0,0.058451
176.36,0,0,0,0.00030313,0.00030824,0,1146,-0.016339,-0.00026267,2.8535e-06,-0.00012369,2.61,-0.016105,0.074537,-0.00077319,0.031368,0.11055,-0.0091114,0,0.058279
198.62,0,0,0,0.00031445,0.00031929,0,1150.6,-0.01628,-0.00027907,2.6286e-06,-0.00013822,2.6504,-0.016051,0.078484,-0.0007125,0.034424,0.11076,-0.0092999,0,0.058203
228.67,0,0,0,0.00032954,0.00033405,0,1156.7,-0.016185,-0.0003011,2.5175e-06,-0.00015783,2.7042,-0.01596,0.083775,-0.0006846,0.038541,0.11103,-0.0095553,0,0.058101
238.78,0,0,0,0.0003256,0.00033012,0,1404.4,-0.016354,-0.00031187,2.61e-06,-0.00015431,2.4737,-0.016132,0.079177,-0.00064822,0.035897,0.11124,-0.0097432,0,0.058021
251.97,0,0,0,0.00032025,0.00032482,0,1730.3,-0.016567,-0.00032589,2.74e-06,-0.00014963,2.1698,-0.016345,0.073094,-0.00060818,0.032405,0.1115,-0.0099905,2.068e-25,0.057916
226.68,0,0,0,0.00034121,0.00034575,0,1581.4,-0.016848,-0.00032646,2.474e-06,-0.00014457,2.4189,-0.016631,0.078555,-0.00058128,0.036214,0.11197,-0.010418,0,0.057724
261.81,0,0,0,0.00037672,0.00038082,0,1325.2,-0.016169,-0.00035031,2.3991e-06,-0.00019742,2.697,-0.015968,0.091541,-0.0006075,0.046864,0.1124,-0.010803,0,0.057543
265.07,0,0,0,0.00038001,0.00038407,0,1301.4,-0.016105,-0.00035252,2.3773e-06,-0.00020233,2.7227,-0.015905,0.092744,-0.00060678,0.047852,0.11244,-0.010839,0,0.057527
290.93,0,0,0,0.00037694,0.00038095,0,1816.7,-0.016202,-0.00037375,2.364e-06,-0.00019884,2.2882,-0.016011,0.081736,-0.00050914,0.042113,0.1129,-0.011253,0,0.057324
289.14,0,0,0,0.00037846,0.00038248,0,1802.4,-0.016206,-0.0003734,2.35e-06,-0.00019842,2.31,-0.016015,0.082172,-0.0005088,0.042473,0.11293,-0.01128,0,0.05731
264.12,0,0,0,0.00039952,0.00040358,0,1603.9,-0.016247,-0.00036845,2.3316e-06,-0.00019247,2.6125,-0.01606,0.088217,-0.00054609,0.047476,0.11336,-0.01166,0,0.057113
301.29,0,0,0,0.00042729,0.00043079,0,1272.1,-0.015227,-0.00037994,2.2163e-06,-0.00024189,2.9255,-0.015054,0.10126,-0.00057158,0.059424,0.11381,-0.01206,0,0.056897
331.18,0,0,0,0.00042387,0.00042706,0,1689,-0.015031,-0.0003967,2.1022e-06,-0.00024759,2.5231,-0.014871,0.090704,-0.00046839,0.054299,0.11423,-0.012424,0,0.056692
333.62,0,0,0,0.00042358,0.00042674,0,1723.3,-0.015015,-0.00039807,2.1117e-06,-0.00024806,2.49,-0.014855,0.089835,-0.0004647,0.053876,0.11426,-0.012454,0,0.056675
305.87,0,0,0,0.0004406,0.00044377,0,1477.7,-0.014595,-0.00038643,2.018e-06,-0.00024102,2.8811,-0.014446,0.097168,-0.00049465,0.061029,0.11471,-0.012842,0,0.056449
318.91,0,0,0,0.00044426,0.00044728,0,1304.4,-0.013963,-0.00038656,1.9256e-06,-0.0002556,3.043,-0.01382,0.10336,-0.00049999,0.066496,0.11491,-0.013013,0,0.056344
334.87,0,0,0,0.00044867,0.00045152,0,1091.3,-0.013178,-0.00038664,1.9373e-06,-0.0002735,3.2418,-0.01304,0.11095,-0.00053988,0.073208,0.11516,-0.013223,2.068e-25,0.056215
355.98,0,0,0,0.00043666,0.0004395,0,1352.9,-0.013295,-0.00040501,1.9477e-06,-0.00027063,2.8518,-0.013163,0.10175,-0.00048623,0.067919,0.1156,-0.013597,-2.068e-25,0.055977
351.12,0,0,0,0.00043729,0.00044019,0,1470.8,-0.013237,-0.00041611,1.8544e-06,-0.00028702,2.7334,-0.01311,0.10042,-0.00044253,0.0683,0.11585,-0.013801,0,0.055842
347.12,0,0,0,0.00043773,0.00044067,0,1566.2,-0.013184,-0.00042502,1.8725e-06,-0.00030024,2.6374,-0.01306,0.099324,-0.00043118,0.068597,0.11605,-0.013966,0,0.055734
342.27,0,0,0,0.00043499,0.00043783,0,1768.7,-0.013073,-0.00043658,1.8575e-06,-0.00031346,2.4725,-0.012955,0.0959,-0.00040249,0.068235,0.11649,-0.01433,0,0.055485
338.72,0,0,0,0.00043728,0.00043991,0,1992.3,-0.012818,-0.00044329,1.8393e-06,-0.00033084,2.3281,-0.012707,0.091409,-0.0003741,0.067758,0.11693,-0.014687,0,0.055229
347.12,0,0,0,0.00044722,0.00044975,0,2219.1,-0.012065,-0.00044021,1.7507e-06,-0.00035223,2.2334,-0.011961,0.087397,-0.00033884,0.067331,0.11728,-0.01497,0,0.055019
349.11,0,0,0,0.00044957,0.00045208,0,2274.9,-0.011873,-0.00043938,1.8496e-06,-0.00035744,2.2099,-0.01177,0.086395,-0.0003523,0.067214,0.11736,-0.01504,0,0.054968
330.77,0,0,0,0.00047376,0.00047612,0,1776.5,-0.010944,-0.00040024,1.6843e-06,-0.00032762,2.7578,-0.01085,0.092565,-0.00038144,0.076129,0.1178,-0.015389,0,0.054702
352.8,0,0,0,0.00047942,0.00048169,0,1189.4,-0.0091233,-0.00038186,1.5857e-06,-0.00034566,3.1999,-0.0090416,0.10513,-0.0004223,0.089979,0.11824,-0.015732,0,0.054428
366.82,0,0,0,0.00047505,0.00047718,0,1286.7,-0.0089714,-0.0003877,1.3913e-06,-0.00034648,3.0597,-0.0088947,0.10147,-0.00035675,0.087918,0.11847,-0.015911,0,0.05428
379.07,0,0,0,0.00047112,0.00047321,0,1372.1,-0.0088336,-0.00039278,1.3864e-06,-0.00034716,2.9363,-0.0087592,0.098244,-0.00034286,0.086096,0.11868,-0.016069,0,0.054149
373.94,0,0,0,0.00047055,0.00047278,0,1486.9,-0.0082343,-0.00040193,1.3806e-06,-0.00037271,2.8112,-0.0081662,0.097012,-0.00032676,0.087838,0.11912,-0.016402,0,0.053865
374.09,0,0,0,0.00046786,0.00047002,0,1514.9,-0.0078991,-0.00040143,1.3602e-06,-0.00037724,2.7762,-0.007834,0.095913,-0.00031899,0.088218,0.11932,-0.016552,0,0.053733
374.2,0,0,0,0.00046462,0.00046673,0,1547.9,-0.0075002,-0.00040078,1.5561e-06,-0.00038252,2.7348,-0.0074368,0.094608,-0.00036048,0.088654,0.11955,-0.016729,0,0.053577
370.26,0,0,0,0.00046156,0.00046355,0,1586.4,-0.0067522,-0.00039679,1.5242e-06,-0.00039067,2.6906,-0.0066952,0.092327,-0.0003483,0.089485,0.11999,-0.01705,0,0.053281
369.63,0,0,0,0.00045917,0.00046106,0,1602.7,-0.0062021,-0.0003926,1.2614e-06,-0.00039711,2.6693,-0.0061513,0.091036,-0.0002871,0.09033,0.1203,-0.017277,0,0.053066
369.36,0,0,0,0.00045821,0.00046007,0,1609,-0.0059856,-0.00039094,1.2506e-06,-0.0003996,2.661,-0.0059366,0.090527,-0.00028404,0.090655,0.12042,-0.017366,0,0.052981
368.7,0,0,0,0.00045723,0.00045905,0,1612.7,-0.0057725,-0.0003892,1.2389e-06,-0.00040112,2.6549,-0.005725,0.089983,-0.00028104,0.090959,0.12054,-0.017448,0,0.052902
366.77,0,0,0,0.00045442,0.00045614,0,1623.2,-0.0051662,-0.00038421,1.4363e-06,-0.00040538,2.6375,-0.0051214,0.088436,-0.00032422,0.091806,0.12086,-0.017678,-4.1359e-25,0.052678
366.43,0,0,0,0.0004519,0.00045357,0,1614.3,-0.0045847,-0.00037862,1.1748e-06,-0.00040844,2.6374,-0.0045457,0.087349,-0.00026626,0.092742,0.12115,-0.017877,0,0.052473
366.21,0,0,0,0.00045055,0.00045219,0,1609.6,-0.0042781,-0.00037566,1.1586e-06,-0.00041001,2.6373,-0.0042412,0.086773,-0.00026296,0.093226,0.1213,-0.017982,0,0.052366
365.27,0,0,0,0.00044855,0.00045016,0,1600.4,-0.0039506,-0.00037129,1.1397e-06,-0.00041098,2.6391,-0.003916,0.086049,-0.00025943,0.093754,0.12147,-0.018099,0,0.052242
363.74,0,0,0,0.00044542,0.00044699,0,1586,-0.0034406,-0.00036449,1.3453e-06,-0.00041243,2.6417,-0.0034077,0.084919,-0.00030719,0.09456,0.12173,-0.018281,0,0.05205
364.27,0,0,0,0.00043792,0.00043939,0,1545,-0.0023696,-0.00035485,1.2913e-06,-0.00041371,2.6547,-0.0023433,0.083463,-0.00029852,0.095964,0.12217,-0.018577,0,0.051729
361.88,0,0,0,0.00043128,0.0004327,0,1500.4,-0.0014867,-0.0003462,1.0588e-06,-0.00040858,2.6742,-0.001467,0.082296,-0.00024915,0.09629,0.12247,-0.01878,0,0.051499
360.85,0,0,0,0.00042848,0.00042988,0,1481.8,-0.0011161,-0.00034256,1.0485e-06,-0.00040642,2.6822,-0.0010984,0.081804,-0.00024834,0.096422,0.1226,-0.018865,0,0.051402
361.26,0,0,0,0.00042429,0.00042569,0,1450.3,-0.00083586,-0.0003397,1.0407e-06,-0.00040372,2.7001,-0.00081976,0.081989,-0.00024935,0.096749,0.12272,-0.018942,0,0.051312
362.31,0,0,0,0.00041293,0.00041432,0,1365.2,-7.6134e-05,-0.00033195,1.1765e-06,-0.0003964,2.7482,-6.2935e-05,0.08248,-0.00028947,0.097622,0.12304,-0.019149,0,0.051069
334.2,0,0,0,0.00039518,0.0003965,0,1179.2,0.00025951,-0.00032096,1.0715e-06,-0.00036784,2.9026,0.00026985,0.08428,-0.00028559,0.10072,0.12348,-0.019428,-2.068e-25,0.050731
316.86,0,0,0,0.00037516,0.00037644,0,1765,0.00098828,-0.00032482,1.0866e-06,-0.00040378,2.4525,0.00099453,0.074796,-0.00024969,0.093524,0.12392,-0.019702,0,0.050389
319.67,0,0,0,0.0003755,0.00037678,0,1843.5,0.0010545,-0.00032405,9.934e-07,-0.00040764,2.3859,0.001059,0.072625,-0.00021928,0.091982,0.12399,-0.019744,0,0.050335
334.51,0,0,0,0.00037709,0.00037846,0,2267.7,0.001428,-0.00031975,1.0181e-06,-0.00042823,2.025,0.0014298,0.060856,-0.00019335,0.083601,0.12436,-0.019968,0,0.05004
321.22,0,0,0,0.00039009,0.0003914,0,1988.3,0.0027088,-0.00030217,9.7423e-07,-0.00044606,2.1984,0.0027046,0.063218,-0.00019817,0.090834,0.1248,-0.020229,0,0.049687
318.62,0,0,0,0.00038534,0.00038661,0,1763.1,0.0037769,-0.00028576,9.2402e-07,-0.00042746,2.3261,0.0037675,0.062639,-0.00019959,0.092514,0.12523,-0.020485,0,0.04933
317.74,0,0,0,0.00038207,0.00038332,0,1559.1,0.0049832,-0.00026591,8.6548e-07,-0.00040589,2.4645,0.0049683,0.061851,-0.00019951,0.093878,0.12568,-0.020734,0,0.048966
319.76,0,0,0,0.00037111,0.00037229,0,1344.9,0.0060369,-0.00024988,8.1249e-07,-0.00038711,2.6266,0.0060171,0.062676,-0.00020204,0.096166,0.12612,-0.020977,0,0.048597
295.57,0,0,0,0.00035921,0.00036026,0,1080.7,0.0065812,-0.00023574,7.2647e-07,-0.00034956,2.8985,0.0065586,0.064198,-0.00020294,0.099742,0.12656,-0.021215,0,0.048223
278.4,0,0,0,0.00034217,0.00034319,0,1447.3,0.0074592,-0.00023211,7.3937e-07,-0.00037059,2.5547,0.0074327,0.057815,-0.00018422,0.093596,0.12699,-0.021438,0,0.047861
277.43,0,0,0,0.00034124,0.00034225,0,1466.7,0.0075075,-0.0002319,8.0088e-07,-0.00037166,2.5364,0.0074818,0.057472,-0.00019827,0.093261,0.12701,-0.02145,0,0.047842
305.14,0,0,0,0.0003253,0.00032636,0,1712.8,0.0081962,-0.00022375,7.7297e-07,-0.00038018,2.1811,0.0081672,0.04878,-0.00016943,0.085286,0.12746,-0.021676,0,0.047454
271.29,0,0,0,0.00032423,0.00032523,0,1260.6,0.0091479,-0.00020898,7.077e-07,-0.00035753,2.5465,0.0091147,0.052921,-0.00018228,0.093738,0.12791,-0.021897,0,0.047059
246.91,0,0,0,0.00030494,0.00030591,0,1592.8,0.010029,-0.00020226,7.0225e-07,-0.00036693,2.2791,0.0099917,0.047628,-0.00016615,0.08758,0.12837,-0.022114,0,0.046658
274.41,0,0,0,0.00029174,0.00029271,0,1806.6,0.010686,-0.00019027,6.6423e-07,-0.00036921,2.0125,0.010646,0.040365,-0.00014184,0.080486,0.12882,-0.022325,0,0.046251
244.29,0,0,0,0.00029535,0.00029627,0,1291.6,0.011587,-0.00017608,6.106e-07,-0.00034289,2.401,0.011543,0.043787,-0.00015531,0.088679,0.12929,-0.022528,0,0.045837
237.27,0,0,0,0.00029006,0.00029097,0,1376.8,0.011843,-0.00017364,6.2119e-07,-0.00034423,2.3335,0.011798,0.042446,-0.0001549,0.08698,0.12943,-0.022587,0,0.045709
220.9,0,0,0,0.00027777,0.00027864,0,1573.6,0.012439,-0.00016797,6.1488e-07,-0.00034724,2.1773,0.012391,0.039341,-0.00014565,0.083034,0.12975,-0.022725,0,0.045415
249.42,0,0,0,0.00026312,0.00026395,0,1722.8,0.01324,-0.00015472,5.9633e-07,-0.00034324,1.9642,0.013189,0.033452,-0.00013121,0.076436,0.13022,-0.022917,0,0.044987
236.3,0,0,0,0.00026507,0.00026587,0,1472.8,0.013674,-0.0001487,5.7293e-07,-0.00032771,2.1714,0.013621,0.035008,-0.00013833,0.079813,0.13043,-0.022998,0,0.044798
219.26,0,0,0,0.00026758,0.00026833,0,1149.3,0.014235,-0.0001409,5.2893e-07,-0.00030758,2.4392,0.014181,0.037017,-0.00014324,0.084173,0.13069,-0.023103,0,0.044552
179.48,0,0,0,0.00024678,0.00024746,0,1140.1,0.014803,-0.00013596,4.9693e-07,-0.00028965,2.3556,0.014746,0.034723,-0.00013576,0.080915,0.13117,-0.02328,0,0.044109
181.91,0,0,0,0.00023658,0.00023727,0,1371.9,0.014937,-0.00013392,5.2976e-07,-0.00029889,2.1614,0.014879,0.032207,-0.00013483,0.077312,0.13132,-0.023332,0,0.043973
187.46,0,0,0,0.00021267,0.00021337,0,1914,0.015253,-0.0001291,5.492e-07,-0.00032042,1.707,0.015194,0.026317,-0.00011628,0.068871,0.13165,-0.023452,0,0.043657
203.24,0,0,0,0.00020572,0.00020641,0,1999,0.016068,-0.00011518,5.3499e-07,-0.00032287,1.6183,0.016006,0.023174,-0.00010922,0.066322,0.13214,-0.023616,0,0.043197
176.39,0,0,0,0.00021916,0.00021976,0,1244.7,0.016956,-0.00010356,4.747e-07,-0.00027417,2.1288,0.01689,0.025543,-0.0001243,0.071827,0.13264,-0.023774,0,0.042729
154.41,0,0,0,0.00020899,0.00020955,0,1159.9,0.017316,-0.0001005,4.5713e-07,-0.00025751,2.1368,0.017248,0.0249,-0.00012358,0.070131,0.13294,-0.023864,0,0.042442
139.86,0,0,0,0.00020226,0.00020279,0,1104,0.017554,-9.8472e-05,4.0808e-07,-0.00024651,2.1419,0.017485,0.024473,-0.00011191,0.069005,0.13314,-0.023923,0,0.042253
134.79,0,0,0,0.0001615,0.00016201,0,1499.6,0.017891,-9.3541e-05,3.9336e-07,-0.00024759,1.6408,0.017821,0.019309,-9.2242e-05,0.059719,0.13364,-0.024065,0,0.041768
134.31,0,0,0,0.00015838,0.00015889,0,1597.2,0.017947,-9.2331e-05,4.3768e-07,-0.00025012,1.5919,0.017877,0.018783,-0.00010096,0.058838,0.1337,-0.02408,0,0.041712
130.13,0,0,0,0.00013384,0.00013434,0,2360.4,0.018391,-8.28e-05,4.5412e-07,-0.00026971,1.2085,0.018318,0.014657,-8.5994e-05,0.051894,0.13415,-0.024198,0,0.041275
137.81,0,0,0,0.00013093,0.00013144,0,2338.7,0.01897,-6.7819e-05,4.4091e-07,-0.00025428,1.203,0.018896,0.012045,-8.3702e-05,0.048504,0.13467,-0.024323,0,0.040771
122.53,0,0,0,0.00015523,0.00015572,0,1596.8,0.019425,-5.9832e-05,4.067e-07,-0.00021914,1.6336,0.019348,0.012721,-9.5756e-05,0.051286,0.13507,-0.024411,0,0.040385
117.42,0,0,0,0.00016323,0.00016372,0,1351.8,0.019575,-5.7189e-05,3.1207e-07,-0.00020751,1.7757,0.019498,0.012942,-7.7558e-05,0.052197,0.1352,-0.02444,0,0.040257
89.953,0,0,0,0.0001633,0.00016371,0,1088.8,0.020042,-5.1961e-05,2.888e-07,-0.00017617,1.9213,0.019963,0.012034,-7.8558e-05,0.049239,0.13573,-0.024548,0,0.039732
83.943,0,0,0,0.00012686,0.00012721,0,1270.7,0.020383,-4.5458e-05,2.7275e-07,-0.00016129,1.5618,0.020303,0.0090958,-6.8377e-05,0.041765,0.13628,-0.024645,0,0.039196
81.077,0,0,0,0.00012042,0.00012076,0,1319.3,0.020474,-4.3632e-05,3.4368e-07,-0.00015856,1.4949,0.020393,0.0085603,-8.6262e-05,0.040336,0.13642,-0.024668,0,0.039053
72.851,0,0,0,0.00010228,0.00010258,0,1456,0.020729,-3.8481e-05,3.341e-07,-0.00015081,1.3065,0.020647,0.0070509,-7.9557e-05,0.0363,0.13683,-0.024731,0,0.038651
61.709,0,0,0,8.1375e-05,8.163e-05,0,1645.5,0.021024,-3.2123e-05,3.156e-07,-0.00013433,1.0942,0.02094,0.0052232,-7.0567e-05,0.03034,0.13738,-0.024806,0,0.038103
51.311,0,0,0,6.2965e-05,6.3167e-05,0,1861.6,0.021269,-2.6328e-05,2.9407e-07,-0.00011642,0.90416,0.021183,0.0037496,-6.1735e-05,0.024673,0.13793,-0.024869,0,0.037557
41.929,0,0,0,4.5842e-05,4.5998e-05,0,2195.6,0.021464,-2.1931e-05,2.6957e-07,-9.7539e-05,0.71158,0.021377,0.0025936,-5.219e-05,0.019041,0.13847,-0.024918,0,0.03702
34.98,0,0,0,2.8892e-05,2.9004e-05,0,3023.6,0.021626,-1.8365e-05,2.5334e-07,-7.9563e-05,0.48889,0.021538,0.0017723,-4.2172e-05,0.01337,0.139,-0.024955,0,0.036496
28.246,0,0,0,2.3367e-05,2.3472e-05,0,2705.5,0.021734,-1.6108e-05,2.3587e-07,-5.5737e-05,0.48213,0.021645,0.0015001,-4.2446e-05,0.0096355,0.13951,-0.024979,0,0.035987
19.043,0,0,0,6.1483e-05,6.1675e-05,0,1338.5,0.021794,-1.7467e-05,2.1785e-07,-3.0249e-05,1.1054,0.021705,0.0023208,-5.6332e-05,0.007199,0.14,-0.024993,0,0.03549
