"Co","U:0","U:1","U:2","k","nut","omega","p","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","arc_length","Points:0","Points:1","Points:2"
38.625,0.0028259,0.0005056,-0.020985,2.6882e-05,0,1484.4,-0.0081286,-8.7942e-06,-2.1732e-06,9.0067e-05,0.66069,0.056219,0.024743,0,0.030566
34.597,0.0027255,0.00053288,-0.018483,2.6338e-05,0,1299.7,-0.0080069,-7.2862e-06,-2.1425e-06,7.4612e-05,0.69965,0.056777,0.024658,0,0.031118
30.255,0.0023125,0.00055584,-0.015842,2.703e-05,0,1118,-0.0079059,-4.6222e-06,-2.0722e-06,5.9863e-05,0.76505,0.057329,0.024561,0,0.031661
30.253,0.0023123,0.00055585,-0.015841,2.703e-05,0,1117.9,-0.0079059,-4.621e-06,-2.0722e-06,5.9857e-05,0.76508,0.057329,0.024561,-2.0195e-28,0.031661
24.742,0.0016405,0.00055711,-0.013216,2.8399e-05,0,942.4,-0.0078357,-9.0335e-07,-1.9083e-06,4.6266e-05,0.85516,0.057871,0.024454,5.1699e-26,0.032192
23.254,0.0010298,0.00048791,-0.010128,2.1476e-05,0,1158.7,-0.0077877,1.5431e-06,-1.8079e-06,3.8202e-05,0.691,0.0584,0.024338,0,0.032708
19.166,0.0010065,0.0003821,-0.0069315,9.5306e-06,0,1978.2,-0.0077435,-4.7008e-07,-1.853e-06,3.3308e-05,0.35076,0.058917,0.024215,0,0.03321
12.183,0.0011017,0.00039061,-0.005108,7.313e-06,0,1966.2,-0.0077104,-2.0257e-06,-1.8819e-06,2.5151e-05,0.30974,0.059368,0.024099,0,0.033647
11.347,0.0011131,0.00039163,-0.0048897,7.0474e-06,0,1964.7,-0.0077065,-2.212e-06,-1.8853e-06,2.4174e-05,0.30483,0.059423,0.024085,0,0.033699
7.6588,0.0005538,0.00046768,-0.0032412,1.0894e-05,0,1217,-0.0076849,5.6148e-07,-1.8083e-06,1.3561e-05,0.4713,0.05992,0.023947,0,0.034178
6.2562,0.00024144,0.00045066,-0.0024316,9.7808e-06,0,1252.2,-0.0076813,1.9778e-06,-1.755e-06,1.0483e-05,0.43911,0.060138,0.023882,0,0.034385
4.4906,-0.00015176,0.00042923,-0.0014126,8.3798e-06,0,1296.5,-0.0076767,3.7606e-06,-1.6878e-06,6.6075e-06,0.39859,0.060412,0.0238,-2.068e-25,0.034647
3.9066,-0.00050293,0.00033469,-2.6536e-05,3.1551e-06,0,2087,-0.0076742,5.5301e-06,-1.676e-06,8.7517e-07,0.19605,0.060898,0.023647,0,0.035108
6.5774,-0.00092385,0.00034653,0.0013636,4.665e-06,0,1999,-0.0076776,7.2404e-06,-1.6785e-06,-5.4915e-06,0.24646,0.061381,0.023486,0,0.035564
8.8903,-0.0015262,0.00040829,0.0027103,8.3572e-06,0,1413.8,-0.007685,8.5977e-06,-1.6477e-06,-9.613e-06,0.39677,0.061722,0.023367,0,0.035883
9.8311,-0.0017711,0.00043341,0.003258,9.8589e-06,0,1175.8,-0.007688,9.1497e-06,-1.6351e-06,-1.1289e-05,0.45791,0.061861,0.023318,0,0.036013
13.694,-0.002279,0.00041374,0.0045896,9.0136e-06,0,1180.5,-0.0077052,1.0645e-05,-1.5547e-06,-1.6617e-05,0.4348,0.062336,0.023142,0,0.036455
15.886,-0.0023407,0.00035474,0.0047275,6.2444e-06,0,1583.3,-0.0077185,1.2162e-05,-1.5257e-06,-1.9681e-05,0.31879,0.062647,0.023022,0,0.036741
17.024,-0.0023728,0.0003241,0.0047991,4.8067e-06,0,1792.4,-0.0077253,1.2949e-05,-1.5106e-06,-2.1271e-05,0.25856,0.062808,0.022959,0,0.03689
17.987,-0.0032158,0.00034174,0.0060048,7.4358e-06,0,1640.6,-0.0077465,1.568e-05,-1.4927e-06,-2.5113e-05,0.34746,0.063277,0.022769,0,0.037318
18.973,-0.0033894,0.00034214,0.0063755,7.6064e-06,0,1551.5,-0.0077556,1.6097e-05,-1.4605e-06,-2.6165e-05,0.358,0.063418,0.022711,1.034e-25,0.037446
21.242,-0.003789,0.00034308,0.0072293,7.9991e-06,0,1346.3,-0.0077766,1.7059e-05,-1.3862e-06,-2.8587e-05,0.38228,0.063742,0.022575,0,0.03774
24.642,-0.0036437,0.00028078,0.0069054,5.3796e-06,0,1901.4,-0.0078061,1.8877e-05,-1.3559e-06,-3.2248e-05,0.26413,0.064204,0.022372,0,0.038155
24.06,-0.0044613,0.00030805,0.0078747,7.489e-06,0,1699.6,-0.007829,2.0735e-05,-1.3653e-06,-3.3996e-05,0.34395,0.064605,0.022189,0,0.038513
23.976,-0.0045794,0.00031199,0.0080147,7.7938e-06,0,1670.5,-0.0078323,2.1004e-05,-1.3667e-06,-3.4248e-05,0.35549,0.064663,0.022163,0,0.038564
27.216,-0.0052161,0.00031824,0.0090948,8.5224e-06,0,1310.8,-0.0078675,2.21e-05,-1.2707e-06,-3.574e-05,0.39971,0.06512,0.021948,0,0.038967
30.707,-0.0048351,0.00026403,0.0083472,6.3241e-06,0,1799.8,-0.0079006,2.352e-05,-1.2431e-06,-3.8235e-05,0.29371,0.065574,0.021727,0,0.039364
29.914,-0.0052584,0.00027912,0.0087702,7.311e-06,0,1694.4,-0.0079112,2.4073e-05,-1.2497e-06,-3.8409e-05,0.33497,0.065756,0.021636,0,0.039522
28.738,-0.0058862,0.00030151,0.0093973,8.7745e-06,0,1538,-0.0079269,2.4892e-05,-1.2594e-06,-3.8666e-05,0.39617,0.066026,0.0215,0,0.039755
31.21,-0.0066039,0.00031501,0.010318,9.5586e-06,0,1129.9,-0.0079617,2.5645e-05,-1.1719e-06,-3.7819e-05,0.45402,0.066475,0.021267,0,0.040139
33.155,-0.0062257,0.00027453,0.0098323,7.6379e-06,0,1446.4,-0.0079867,2.6037e-05,-1.1634e-06,-4.1934e-05,0.3581,0.066923,0.021028,0,0.040518
32.849,-0.0060412,0.00023947,0.0094611,6.6542e-06,0,1723.4,-0.0080183,2.71e-05,-1.1047e-06,-4.3814e-05,0.30508,0.067349,0.020796,0,0.040875
32.835,-0.006033,0.00023791,0.0094446,6.6105e-06,0,1735.7,-0.0080197,2.7148e-05,-1.1021e-06,-4.3898e-05,0.30273,0.067368,0.020786,0,0.040891
33.733,-0.005723,0.00020537,0.0085004,5.392e-06,0,2048.5,-0.0080587,2.8838e-05,-1.0374e-06,-4.1754e-05,0.25246,0.067812,0.020535,0,0.041257
31.435,-0.007024,0.00025767,0.0095544,7.4965e-06,0,1615.8,-0.0080761,2.9208e-05,-1.087e-06,-4.0248e-05,0.36237,0.068254,0.020279,0,0.041618
32.295,-0.0073628,0.00026713,0.0098792,7.9031e-06,0,1393.4,-0.008087,2.921e-05,-1.0613e-06,-3.899e-05,0.3925,0.06844,0.020169,0,0.041768
33.466,-0.0078243,0.00028001,0.010322,8.4568e-06,0,1090.5,-0.0081019,2.9213e-05,-1.0263e-06,-3.7278e-05,0.43353,0.068694,0.020018,0,0.041973
35.164,-0.0073318,0.00025388,0.0097154,7.374e-06,0,1293.3,-0.0081182,2.8646e-05,-1.0203e-06,-3.9574e-05,0.37054,0.069134,0.019753,0,0.042323
33.842,-0.0070434,0.00023057,0.009262,6.58e-06,0,1428.8,-0.008142,2.8744e-05,-9.7253e-07,-3.945e-05,0.33197,0.069572,0.019481,0,0.042666
33.088,-0.0069469,0.00021554,0.0089091,5.8989e-06,0,1510.7,-0.008163,2.9068e-05,-9.3634e-07,-3.9006e-05,0.30614,0.069955,0.019238,0,0.042962
32.981,-0.0069331,0.0002134,0.0088588,5.8019e-06,0,1522.3,-0.008166,2.9114e-05,-9.3118e-07,-3.8943e-05,0.30246,0.070009,0.019204,0,0.043004
31.742,-0.006822,0.00020133,0.0084028,5.2795e-06,0,1596.7,-0.0081872,2.9256e-05,-8.9842e-07,-3.7768e-05,0.28114,0.070445,0.018922,0,0.043338
31.604,-0.0068082,0.00019995,0.0083405,5.2034e-06,0,1603.6,-0.0081898,2.9261e-05,-8.943e-07,-3.7585e-05,0.27856,0.070508,0.018881,0,0.043385
30.79,-0.0067269,0.00019179,0.0079721,4.7535e-06,0,1644.6,-0.0082055,2.9288e-05,-8.6991e-07,-3.6506e-05,0.2633,0.070881,0.018634,0,0.043665
29.721,-0.0066135,0.00018493,0.0075633,4.3811e-06,0,1686.4,-0.0082216,2.9221e-05,-8.4863e-07,-3.4988e-05,0.24918,0.071317,0.018341,0,0.043986
28.994,-0.0065425,0.0001791,0.0072096,4.028e-06,0,1714.2,-0.0082367,2.9216e-05,-8.2907e-07,-3.3684e-05,0.23735,0.071752,0.018043,0,0.044304
28.087,-0.0064731,0.0001755,0.006875,3.777e-06,0,1726,-0.0082505,2.8986e-05,-8.1512e-07,-3.2222e-05,0.22863,0.072188,0.017739,0,0.044616
27.503,-0.0064341,0.00017297,0.006578,3.5419e-06,0,1714.8,-0.0082625,2.8796e-05,-8.0094e-07,-3.0772e-05,0.22251,0.072623,0.017428,0,0.044921
26.867,-0.0063926,0.00017174,0.0063187,3.379e-06,0,1699.7,-0.008273,2.853e-05,-7.9222e-07,-2.9359e-05,0.21794,0.073059,0.017114,0,0.045222
26.552,-0.0064048,0.00017132,0.0060908,3.2433e-06,0,1666.9,-0.0082831,2.8301e-05,-7.8197e-07,-2.8066e-05,0.21597,0.073494,0.016795,0,0.045519
26.038,-0.0064078,0.00017189,0.0058706,3.1434e-06,0,1615.8,-0.0082918,2.7886e-05,-7.7342e-07,-2.6657e-05,0.21554,0.07393,0.016468,0,0.045808
25.933,-0.0064713,0.00017391,0.0057066,3.0896e-06,0,1543.7,-0.0082991,2.7616e-05,-7.6309e-07,-2.524e-05,0.21909,0.074367,0.016136,0,0.046092
25.629,-0.0065455,0.00017654,0.0055733,3.0768e-06,0,1459.8,-0.0083058,2.7206e-05,-7.551e-07,-2.4073e-05,0.2244,0.074804,0.015801,0,0.046373
25.891,-0.0065924,0.00018258,0.005445,3.0772e-06,0,1326.1,-0.0083118,2.6244e-05,-7.401e-07,-2.2152e-05,0.23659,0.075243,0.015459,0,0.046647
23.97,-0.0070939,0.00019345,0.0057062,3.3949e-06,0,1119.8,-0.0083123,2.5145e-05,-7.2482e-07,-2.2221e-05,0.27063,0.075682,0.01511,0,0.046915
21.135,-0.0059069,0.00015199,0.0044148,2.4861e-06,0,1671.2,-0.0083308,2.5225e-05,-6.5044e-07,-1.8047e-05,0.20563,0.076124,0.014756,0,0.047178
21.38,-0.0052232,0.00013446,0.0037321,1.7788e-06,0,2126.6,-0.008334,2.5867e-05,-6.8883e-07,-1.9599e-05,0.14235,0.076566,0.014398,0,0.047438
20.585,-0.0055594,0.00014241,0.0037837,1.7576e-06,0,1802.6,-0.0083426,2.5907e-05,-6.7664e-07,-1.7916e-05,0.15283,0.07701,0.014032,0,0.047689
21.091,-0.0058184,0.00015778,0.0038268,1.9199e-06,0,1504,-0.0083453,2.484e-05,-6.7708e-07,-1.6183e-05,0.17625,0.077456,0.01366,0,0.047936
20.099,-0.0064937,0.00017635,0.0041745,2.3228e-06,0,1178.6,-0.0083425,2.3869e-05,-6.7638e-07,-1.6586e-05,0.21898,0.077904,0.013283,0,0.048178
18.707,-0.0059542,0.00015903,0.0036395,2.0324e-06,0,1420.9,-0.0083503,2.3758e-05,-6.4435e-07,-1.4348e-05,0.19466,0.078159,0.013066,0,0.048312
17.644,-0.0055425,0.0001458,0.0032311,1.8107e-06,0,1605.9,-0.0083563,2.3673e-05,-6.1991e-07,-1.264e-05,0.1761,0.078354,0.0129,0,0.048414
19.243,-0.0050242,0.00013728,0.0028477,1.4122e-06,0,1886.2,-0.0083567,2.382e-05,-6.5747e-07,-1.3618e-05,0.13569,0.078806,0.01251,2.068e-25,0.048643
18.353,-0.0056329,0.00014997,0.0031424,1.6273e-06,0,1553.3,-0.0083581,2.3855e-05,-6.5159e-07,-1.3803e-05,0.162,0.079109,0.012247,0,0.048791
17.906,-0.0059389,0.00015635,0.0032906,1.7354e-06,0,1385.8,-0.0083588,2.3873e-05,-6.4864e-07,-1.3896e-05,0.17523,0.07926,0.012115,0,0.048866
16.241,-0.0054264,0.00014088,0.0027881,1.511e-06,0,1668.1,-0.0083675,2.3731e-05,-6.1904e-07,-1.1352e-05,0.15515,0.079582,0.011833,0,0.04902
15.545,-0.005212,0.00013441,0.0025779,1.4171e-06,0,1786.2,-0.0083711,2.3672e-05,-6.0666e-07,-1.0288e-05,0.14675,0.079716,0.011715,0,0.049085
17.827,-0.004847,0.00013069,0.0023211,1.1676e-06,0,2034.1,-0.0083706,2.3942e-05,-6.4798e-07,-1.1192e-05,0.11925,0.080174,0.011309,-1.034e-25,0.049295
16.957,-0.0059183,0.00015266,0.0027755,1.5673e-06,0,1435.6,-0.0083729,2.4341e-05,-6.4315e-07,-1.169e-05,0.16413,0.080633,0.010897,0,0.049498
14.975,-0.0053703,0.00013472,0.0022285,1.3749e-06,0,1766.8,-0.008385,2.4435e-05,-6.0757e-07,-8.4824e-06,0.14436,0.081093,0.010481,0,0.049695
18.179,-0.005197,0.00013379,0.0020714,1.2242e-06,0,1964.7,-0.008386,2.5311e-05,-6.5014e-07,-9.3742e-06,0.12455,0.081556,0.010059,0,0.049886
17.587,-0.0065008,0.00015903,0.0025462,1.7558e-06,0,1354.6,-0.0083898,2.6091e-05,-6.4938e-07,-1.0125e-05,0.17917,0.082022,0.0096303,1.034e-25,0.050069
16.485,-0.0062512,0.0001495,0.0022691,1.6945e-06,0,1504.3,-0.008398,2.6315e-05,-6.3027e-07,-8.3354e-06,0.17069,0.082302,0.0093711,0,0.050174
15.733,-0.0060807,0.00014299,0.0020799,1.6526e-06,0,1606.6,-0.0084036,2.6468e-05,-6.1722e-07,-7.1127e-06,0.1649,0.082493,0.009194,0,0.050246
20.29,-0.0061666,0.00014648,0.0019557,1.5991e-06,0,1717.6,-0.0084073,2.7964e-05,-6.6124e-07,-7.6416e-06,0.15327,0.082969,0.0087497,0,0.050417
19.61,-0.0078989,0.00018453,0.0024789,2.4827e-06,0,1087.8,-0.0084133,2.8523e-05,-6.6926e-07,-8.2417e-06,0.24056,0.083452,0.0082965,0,0.050583
16.266,-0.0082442,0.00018796,0.0024061,2.8903e-06,0,982.69,-0.0084233,2.8737e-05,-6.5314e-07,-7.1712e-06,0.26836,0.083942,0.0078326,0,0.05074
17,-0.0077524,0.00016326,0.0020911,2.5897e-06,0,1369.8,-0.0084324,3.1689e-05,-6.6703e-07,-7.7643e-06,0.21608,0.084439,0.007359,0,0.050891
17.947,-0.0070785,0.00013059,0.0016537,2.0802e-06,0,2204,-0.0084567,3.6305e-05,-6.6551e-07,-6.0908e-06,0.15605,0.084943,0.0068753,0,0.051034
24.148,-0.0080918,0.00014169,0.0015609,2.3446e-06,0,2212.4,-0.0084822,4.1035e-05,-7.1707e-07,-5.0518e-06,0.16536,0.085455,0.006382,0,0.05117
24.69,-0.009888,0.00017401,0.0017594,3.6728e-06,0,1662.9,-0.0084966,4.252e-05,-7.4621e-07,-4.7602e-06,0.24657,0.085764,0.0060819,0,0.051246
25.056,-0.011098,0.0001958,0.0018932,4.5679e-06,0,1292.5,-0.0085064,4.352e-05,-7.6586e-07,-4.5637e-06,0.3013,0.085973,0.0058796,0,0.051298
22.435,-0.012884,0.00022237,0.0020564,6.7772e-06,0,1057.6,-0.0085315,4.7202e-05,-8.0654e-07,-4.5256e-06,0.39245,0.086498,0.0053684,0,0.051417
25.264,-0.013592,0.00021799,0.0022584,8.0464e-06,0,1270.9,-0.0085643,5.46e-05,-8.6644e-07,-7.1838e-06,0.39004,0.087028,0.0048495,0,0.051525
27.032,-0.014081,0.00020112,0.0025179,8.8882e-06,0,1523.6,-0.0086209,6.158e-05,-8.7467e-07,-1.0238e-05,0.37533,0.087561,0.0043251,0,0.051622
27.638,-0.013847,0.0001731,0.0024926,8.5787e-06,0,1899.8,-0.0086867,6.6677e-05,-8.3664e-07,-1.3203e-05,0.33167,0.088096,0.0037971,0,0.051709
27.953,-0.01173,0.00013419,0.0018067,6.3376e-06,0,2735.3,-0.0087538,6.6384e-05,-7.6244e-07,-1.0916e-05,0.24233,0.088615,0.0032834,0,0.051782
27.963,-0.011663,0.00013295,0.0017848,6.2661e-06,0,2761.9,-0.0087559,6.6375e-05,-7.6008e-07,-1.0843e-05,0.23948,0.088632,0.003267,0,0.051785
31.594,-0.011056,0.00013878,0.0016161,5.3109e-06,0,2574.2,-0.0087925,6.0098e-05,-7.5112e-07,-1.0578e-05,0.23388,0.089168,0.0027345,0,0.051848
27.917,-0.012343,0.00017606,0.0017516,6.8214e-06,0,1350.5,-0.0088048,4.8369e-05,-7.1023e-07,-1.0192e-05,0.36342,0.089707,0.0021987,0,0.051902
20.243,-0.011568,0.00018012,0.0006729,7.0523e-06,0,970.45,-0.0088134,3.8356e-05,-6.26e-07,-2.8411e-06,0.41797,0.090249,0.0016577,0,0.051944
19.876,-0.010844,0.0001742,-0.00048741,6.9082e-06,0,1024.6,-0.0088198,3.7706e-05,-6.223e-07,2.9581e-06,0.40236,0.090798,0.0011104,0,0.051975
20.461,-0.011304,0.00016881,-0.00071105,7.7454e-06,0,1061,-0.0088527,4.1413e-05,-6.1657e-07,4.255e-06,0.41839,0.091351,0.00055711,0,0.051993
20.57,-0.011501,0.00015597,-0.00022917,8.3084e-06,0,1073.3,-0.0088995,4.298e-05,-5.7644e-07,8.0964e-07,0.43123,0.091908,1.9985e-07,0,0.052
19.54,-0.010593,0.00013572,0.00028051,7.5946e-06,0,1061.2,-0.0089419,3.8412e-05,-5.017e-07,-2.6309e-06,0.4141,0.092465,-0.00055672,0,0.051993
18.504,-0.010052,0.00012325,-0.00011666,7.1942e-06,0,1040.9,-0.0089584,3.472e-05,-4.5189e-07,-7.907e-07,0.4071,0.092773,-0.00086418,0,0.051983
17.676,-0.0096196,0.00011328,-0.00043432,6.874e-06,0,1024.7,-0.0089716,3.1767e-05,-4.1205e-07,6.8105e-07,0.4015,0.093019,-0.0011101,0,0.051975
17.223,-0.0089485,9.2809e-05,-0.0027946,7.7297e-06,0,970.53,-0.0090179,2.8554e-05,-3.2558e-07,1.2533e-05,0.43724,0.093567,-0.0016574,0,0.051944
23.41,-0.010237,7.0589e-05,-0.0034831,7.4929e-06,0,1350.8,-0.0091061,4.4976e-05,-2.7781e-07,1.656e-05,0.3819,0.09411,-0.0021985,0,0.051902
24.674,-0.010531,4.3811e-05,-0.0016969,4.9268e-06,0,2574.8,-0.0092331,6.0246e-05,-2.3298e-07,7.0958e-06,0.2259,0.094648,-0.0027344,0,0.051849
19.338,-0.0088413,3.3375e-05,-0.0015861,4.0063e-06,0,2699.2,-0.0093174,5.0303e-05,-1.8765e-07,7.4839e-06,0.19482,0.095004,-0.003088,0,0.051806
16.64,-0.0079867,2.8096e-05,-0.00153,3.5407e-06,0,2762,-0.00936,4.5273e-05,-1.6473e-07,7.6802e-06,0.17911,0.095185,-0.0032669,0,0.051785
12.215,-0.0058267,2.6033e-05,-0.0027055,3.8841e-06,0,1899.2,-0.0094962,2.5908e-05,-1.2522e-07,1.5021e-05,0.22324,0.09572,-0.0037971,0,0.051709
12.361,-0.0024226,2.4126e-05,-0.0026328,4.7565e-06,0,1534.1,-0.0096367,9.9348e-06,-1.0515e-07,1.1996e-05,0.27416,0.096239,-0.0043095,0,0.051625
12.366,-0.0023196,2.4068e-05,-0.0026306,4.7829e-06,0,1523.1,-0.0096409,9.4514e-06,-1.0454e-07,1.1905e-05,0.27571,0.096255,-0.004325,0,0.051622
13.648,-0.0012454,2.3532e-05,-0.002396,5.7608e-06,0,1480.7,-0.0096532,5.5761e-06,-1.0092e-07,1.0317e-05,0.30322,0.096345,-0.0044132,0,0.051606
19.985,0.0040662,2.0881e-05,-0.0012356,1.0597e-05,0,1271.1,-0.0097138,-1.3587e-05,-8.3007e-08,2.4625e-06,0.43925,0.096788,-0.0048494,0,0.051525
37.346,0.013152,1.9608e-05,0.0032302,2.6093e-05,0,1059.7,-0.0097109,-3.9828e-05,-7.0746e-08,-1.8228e-05,0.76413,0.097318,-0.0053683,0,0.051417
44.269,0.015734,1.9365e-05,0.005107,3.0826e-05,0,1126.4,-0.0097282,-5.1632e-05,-7.1775e-08,-3.0453e-05,0.80375,0.097466,-0.0055121,0,0.051384
61.958,0.02233,1.8745e-05,0.0099027,4.2922e-05,0,1296.8,-0.0097725,-8.1795e-05,-7.4407e-08,-6.1692e-05,0.90497,0.097843,-0.0058795,2.5849e-26,0.051298
70.149,0.020218,1.4818e-05,0.0069732,3.8084e-05,0,2217,-0.010148,-0.00010222,-7.538e-08,-4.2323e-05,0.6664,0.098362,-0.0063819,0,0.05117
71.093,0.020722,1.4581e-05,0.0065242,4.3148e-05,0,2216.2,-0.010181,-0.00010468,-7.4197e-08,-3.816e-05,0.70277,0.09846,-0.0064761,0,0.051144
75.095,0.022861,1.3575e-05,0.0046204,6.4613e-05,0,2212.9,-0.010324,-0.00011514,-6.9185e-08,-2.0512e-05,0.857,0.098873,-0.0068753,0,0.051034
100.6,0.038968,1.6894e-05,0.012329,0.00013296,0,1386.9,-0.010134,-0.00015083,-6.8944e-08,-5.9997e-05,1.5497,0.099378,-0.0073591,0,0.050891
120.46,0.052342,1.9066e-05,0.019354,0.00017132,0,1073.4,-0.010133,-0.00017764,-6.8087e-08,-7.8264e-05,2.0156,0.099785,-0.0077473,0,0.050767
124.83,0.05528,1.9544e-05,0.020897,0.00017974,0,1004.6,-0.010132,-0.00018353,-6.7898e-08,-8.2276e-05,2.118,0.099875,-0.0078326,0,0.05074
169.48,0.064583,1.9437e-05,0.026582,0.00019996,0,1112,-0.010145,-0.00022816,-7.0735e-08,-0.00011341,2.1418,0.10036,-0.0082964,0,0.050583
187.29,0.055623,1.6268e-05,0.021334,0.00019069,0,1740.9,-0.010606,-0.00024902,-7.3841e-08,-0.00010008,1.6688,0.10085,-0.0087497,0,0.050417
176.28,0.05826,1.622e-05,0.022756,0.00020142,0,1676.4,-0.010788,-0.00025227,-7.1649e-08,-9.7743e-05,1.7753,0.10113,-0.0090129,2.068e-25,0.050316
168.7,0.060075,1.6187e-05,0.023734,0.00020879,0,1632.1,-0.010914,-0.00025451,-7.014e-08,-9.6133e-05,1.8486,0.10132,-0.009194,0,0.050246
202.02,0.072986,1.7515e-05,0.033399,0.00024392,0,1384.7,-0.010499,-0.00028803,-7.1657e-08,-0.00015064,2.1018,0.10179,-0.0096302,0,0.05007
212.6,0.067693,1.612e-05,0.030632,0.00024161,0,1733.8,-0.010622,-0.00029894,-7.2772e-08,-0.00014574,1.8934,0.10206,-0.0098757,0,0.049964
220.5,0.063745,1.508e-05,0.028567,0.00023988,0,1994.3,-0.010714,-0.00030708,-7.3604e-08,-0.00014209,1.7379,0.10226,-0.010059,0,0.049886
198.85,0.068791,1.4993e-05,0.032001,0.00026365,0,1799,-0.010863,-0.00030661,-6.8224e-08,-0.00013715,1.9886,0.10272,-0.010481,0,0.049695
219.47,0.076356,1.5704e-05,0.038281,0.00028639,0,1586.4,-0.010474,-0.00032036,-6.804e-08,-0.00016952,2.1631,0.10302,-0.010751,0,0.049567
230.57,0.08043,1.6086e-05,0.041662,0.00029864,0,1471.9,-0.010265,-0.00032777,-6.794e-08,-0.00018695,2.2571,0.10318,-0.010897,0,0.049498
252.86,0.070889,1.3847e-05,0.036843,0.00029754,0,2070.1,-0.010297,-0.00034744,-6.8955e-08,-0.00018664,1.8976,0.10364,-0.011309,0,0.049295
245.49,0.072735,1.3909e-05,0.03834,0.00030585,0,1994,-0.010301,-0.00034635,-6.7389e-08,-0.00018512,1.9924,0.10379,-0.011435,0,0.04923
229.17,0.076827,1.4046e-05,0.041659,0.00032429,0,1825.4,-0.010309,-0.00034394,-6.3918e-08,-0.00018176,2.2027,0.1041,-0.011715,0,0.049085
249.95,0.084307,1.4914e-05,0.048281,0.00034578,0,1560,-0.0097695,-0.00035056,-6.3739e-08,-0.00020882,2.4055,0.10441,-0.011983,0,0.048938
260.2,0.087999,1.5343e-05,0.051549,0.00035639,0,1429.1,-0.0095034,-0.00035382,-6.3651e-08,-0.00022217,2.5055,0.10456,-0.012115,0,0.048866
286.86,0.078031,1.3496e-05,0.046529,0.00035484,0,1928.5,-0.0092354,-0.0003687,-6.4816e-08,-0.00022631,2.1455,0.10501,-0.01251,0,0.048642
261.36,0.084059,1.3932e-05,0.052462,0.00037746,0,1650.4,-0.0088648,-0.00035588,-5.9876e-08,-0.0002197,2.5156,0.10546,-0.0129,0,0.048413
279.13,0.092317,1.4889e-05,0.0598,0.00039422,0,1345,-0.0081531,-0.00035545,-5.8852e-08,-0.00024034,2.7741,0.10579,-0.013176,0,0.048244
286.01,0.095517,1.526e-05,0.062644,0.00040071,0,1226.7,-0.0078773,-0.00035528,-5.8456e-08,-0.00024834,2.8743,0.10591,-0.013283,0,0.048178
303.76,0.087842,1.3579e-05,0.058369,0.00039058,0,1551.8,-0.008081,-0.00037603,-5.8462e-08,-0.00024868,2.5113,0.10636,-0.01366,0,0.047936
302.53,0.086737,1.3175e-05,0.058526,0.0003917,0,1656,-0.008021,-0.00038254,-5.8619e-08,-0.00025903,2.4349,0.10652,-0.01379,0,0.04785
300.24,0.084671,1.2419e-05,0.05882,0.00039381,0,1850.8,-0.0079089,-0.00039472,-5.8911e-08,-0.00027837,2.2922,0.10681,-0.014032,0,0.047689
309.08,0.080691,1.1669e-05,0.058481,0.00040005,0,2103.6,-0.0072745,-0.00039584,-5.8775e-08,-0.00029824,2.1718,0.10715,-0.014317,0,0.047493
311.57,0.079567,1.1457e-05,0.058385,0.00040182,0,2175,-0.0070953,-0.00039616,-5.8737e-08,-0.00030385,2.1378,0.10725,-0.014398,0,0.047438
291.09,0.085075,1.2149e-05,0.065727,0.00042236,0,1721.7,-0.0063454,-0.0003639,-5.2763e-08,-0.00028022,2.641,0.10769,-0.014756,0,0.047178
309.98,0.095842,1.3547e-05,0.076475,0.00044252,0,1172.8,-0.005015,-0.0003474,-5.0629e-08,-0.00029264,3.092,0.10813,-0.01511,0,0.046915
332.76,0.089448,1.2428e-05,0.073039,0.00042885,0,1377.7,-0.0047156,-0.00035979,-5.0523e-08,-0.0002951,2.7931,0.10857,-0.015459,4.1359e-25,0.046647
326.84,0.087887,1.1819e-05,0.07414,0.00042327,0,1510.8,-0.0041283,-0.00036998,-5.0596e-08,-0.00031644,2.6389,0.10901,-0.015801,0,0.046373
324.49,0.08533,1.1244e-05,0.074282,0.00041596,0,1594,-0.0035023,-0.00036946,-4.9432e-08,-0.00032491,2.5446,0.10945,-0.016136,-8.2718e-25,0.046092
319.58,0.08291,1.0665e-05,0.074608,0.00040908,0,1665.5,-0.0029055,-0.0003673,-4.8028e-08,-0.00033418,2.4653,0.10989,-0.016468,2.068e-25,0.045808
316.83,0.080654,1.0225e-05,0.075097,0.00040347,0,1715.6,-0.0021805,-0.00036313,-4.6731e-08,-0.00034111,2.4109,0.11032,-0.016795,0,0.045519
312.74,0.0788,9.9046e-06,0.075218,0.00039948,0,1738.9,-0.001635,-0.00035814,-4.5595e-08,-0.00034335,2.3819,0.11065,-0.017035,0,0.045295
311.41,0.078193,9.7997e-06,0.075258,0.00039817,0,1746.5,-0.0014565,-0.00035651,-4.5223e-08,-0.00034408,2.3724,0.11076,-0.017113,0,0.045222
310.89,0.077911,9.7437e-06,0.075305,0.00039755,0,1748.6,-0.0013553,-0.00035537,-4.4989e-08,-0.00034463,2.369,0.11082,-0.017157,0,0.04518
307.73,0.076183,9.4003e-06,0.07559,0.00039373,0,1761.4,-0.00073462,-0.00034838,-4.3551e-08,-0.00034796,2.3484,0.11119,-0.017428,0,0.044921
