# y+ ()       
# Time        	patch         	min           	max           	average       
5             	bottom	6.400681e-02	1.655932e+02	5.590739e+01
5             	frontAndBack	1.279419e-01	2.500317e+02	5.277439e+01
5             	obstacle	3.471062e-02	1.183782e+01	4.125906e+00
10            	bottom	1.252723e-01	2.065739e+02	7.292849e+01
10            	frontAndBack	2.339366e-01	1.916541e+02	5.587672e+01
10            	obstacle	1.117182e-01	1.788401e+01	5.290159e+00
15            	bottom	2.890608e-01	2.286865e+02	7.790515e+01
15            	frontAndBack	1.355834e-01	1.883249e+02	5.592530e+01
15            	obstacle	7.708954e-02	5.354306e+01	7.425090e+00
20            	bottom	4.626468e-01	2.002473e+02	7.866885e+01
20            	frontAndBack	1.223597e-01	2.048753e+02	5.588131e+01
20            	obstacle	2.023617e-01	6.965042e+01	7.773811e+00
25            	bottom	4.465392e-01	2.662659e+02	7.967328e+01
25            	frontAndBack	1.018083e-01	1.957472e+02	5.363680e+01
25            	obstacle	2.600165e-01	5.566167e+01	8.132725e+00
30            	bottom	6.322828e-01	2.092953e+02	7.972789e+01
30            	frontAndBack	6.765246e-02	1.983242e+02	5.233785e+01
30            	obstacle	3.204921e-01	8.554085e+01	7.951007e+00
35            	bottom	6.804702e-01	2.258082e+02	7.966006e+01
35            	frontAndBack	5.378077e-02	2.072494e+02	5.214470e+01
35            	obstacle	3.002375e-01	8.453837e+01	8.098707e+00
40            	bottom	6.461608e-01	2.190424e+02	7.970938e+01
40            	frontAndBack	7.208384e-02	2.130750e+02	5.172143e+01
40            	obstacle	3.412412e-01	9.694924e+01	8.342469e+00
45            	bottom	5.662141e-01	2.117084e+02	7.940944e+01
45            	frontAndBack	8.066916e-02	2.097516e+02	5.180017e+01
45            	obstacle	2.181217e-01	7.908245e+01	8.436312e+00
50            	bottom	6.230445e-01	2.173309e+02	7.964330e+01
50            	frontAndBack	4.555929e-02	2.069826e+02	5.152419e+01
50            	obstacle	2.598657e-01	9.167176e+01	8.561429e+00
55            	bottom	6.573539e-01	2.110291e+02	7.897249e+01
55            	frontAndBack	6.828156e-02	2.012135e+02	5.168401e+01
55            	obstacle	3.004113e-01	5.921972e+01	8.130090e+00
60            	bottom	6.804702e-01	2.156823e+02	7.946208e+01
60            	frontAndBack	4.212002e-02	1.965880e+02	5.143533e+01
60            	obstacle	2.986951e-01	8.275890e+01	8.345672e+00
65            	bottom	3.481352e-01	2.061875e+02	7.914198e+01
65            	frontAndBack	7.609869e-02	2.039504e+02	5.173454e+01
65            	obstacle	1.834295e-01	6.048359e+01	8.173033e+00
70            	bottom	5.277534e-01	2.186572e+02	7.951509e+01
70            	frontAndBack	4.106309e-02	1.945324e+02	5.141760e+01
70            	obstacle	2.161973e-01	6.574027e+01	8.423817e+00
75            	bottom	4.872123e-01	2.132084e+02	7.923467e+01
75            	frontAndBack	5.316016e-02	1.921094e+02	5.139522e+01
75            	obstacle	1.786459e-01	6.727490e+01	8.233661e+00
80            	bottom	4.381797e-01	2.447074e+02	7.912372e+01
80            	frontAndBack	5.353104e-02	2.164439e+02	5.167961e+01
80            	obstacle	1.718555e-01	7.478449e+01	7.954899e+00
85            	bottom	5.240106e-01	2.328792e+02	7.919014e+01
85            	frontAndBack	1.136115e-01	2.055144e+02	5.166927e+01
85            	obstacle	1.854360e-01	7.367983e+01	8.121068e+00
90            	bottom	6.804707e-01	2.238888e+02	7.946657e+01
90            	frontAndBack	7.542468e-02	2.133004e+02	5.159233e+01
90            	obstacle	3.504678e-01	7.575652e+01	8.294248e+00
95            	bottom	6.804698e-01	2.296907e+02	7.934618e+01
95            	frontAndBack	6.198533e-02	2.121107e+02	5.165171e+01
95            	obstacle	2.346325e-01	6.037419e+01	7.964482e+00
100           	bottom	6.804704e-01	2.250503e+02	7.967414e+01
100           	frontAndBack	6.764457e-02	2.275186e+02	5.181356e+01
100           	obstacle	3.370613e-01	7.985425e+01	8.230888e+00
105           	bottom	5.485181e-01	2.089207e+02	7.950818e+01
105           	frontAndBack	6.798277e-02	2.044558e+02	5.162867e+01
105           	obstacle	2.529934e-01	7.386811e+01	8.252177e+00
110           	bottom	4.555705e-01	2.060023e+02	7.948781e+01
110           	frontAndBack	9.955658e-02	1.978057e+02	5.164825e+01
110           	obstacle	2.609317e-01	9.064372e+01	8.410045e+00
115           	bottom	3.949545e-01	2.167300e+02	7.943826e+01
115           	frontAndBack	4.449167e-02	2.045358e+02	5.162544e+01
115           	obstacle	2.562195e-01	7.101717e+01	8.461020e+00
120           	bottom	6.804704e-01	2.273056e+02	7.966157e+01
120           	frontAndBack	5.173500e-02	2.074730e+02	5.166729e+01
120           	obstacle	4.810421e-01	6.480441e+01	8.489793e+00
