"Co","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","k","kMean","nut","omega","p","pMean","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","arc_length","Points:0","Points:1","Points:2"
113.38,0.022844,-0.022722,-0.012013,0,0,0,5.7074e-05,5.6427e-05,0,1395.2,0.011143,0.011165,-9.6715e-05,9.3021e-05,5.0118e-05,0.99134,0.18296,-0.088875,0.053625,0.025
113.42,0.022859,-0.022738,-0.012011,0,0,0,5.737e-05,5.6712e-05,0,1398.9,0.011158,0.01118,-9.689e-05,9.3112e-05,5.0179e-05,0.99287,0.18341,-0.089187,0.053938,0.025
113.49,0.02288,-0.022796,-0.011999,0,0,0,5.7757e-05,5.7114e-05,0,1402.6,0.011174,0.011196,-9.706e-05,9.357e-05,5.0223e-05,0.99462,0.18385,-0.0895,0.05425,0.025
113.96,0.023005,-0.022905,-0.011999,0,0,0,5.8074e-05,5.7463e-05,0,1398.9,0.011189,0.011211,-9.7506e-05,9.3937e-05,5.0151e-05,0.99881,0.18429,-0.089812,0.054563,0.025
114.42,0.023131,-0.022975,-0.011993,0,0,0,5.8514e-05,5.7911e-05,0,1395.1,0.011205,0.011227,-9.7972e-05,9.3998e-05,5.0031e-05,1.0038,0.18473,-0.090125,0.054875,0.025
114.42,0.02314,-0.022986,-0.011977,0,0,0,5.875e-05,5.8138e-05,0,1399,0.011221,0.011243,-9.813e-05,9.4078e-05,5.0039e-05,1.0047,0.18517,-0.090437,0.055188,0.025
114.45,0.023156,-0.02304,-0.011951,0,0,0,5.9061e-05,5.8464e-05,0,1402.9,0.011237,0.01126,-9.8285e-05,9.4527e-05,5.0025e-05,1.0057,0.18562,-0.09075,0.0555,0.025
114.88,0.023278,-0.023146,-0.011937,0,0,0,5.9403e-05,5.8838e-05,0,1399.1,0.011253,0.011275,-9.8716e-05,9.4882e-05,4.9892e-05,1.0101,0.18606,-0.091062,0.055813,0.025
115.31,0.023402,-0.023213,-0.011916,0,0,0,5.9879e-05,5.9324e-05,0,1395.3,0.01127,0.011292,-9.917e-05,9.4925e-05,4.9711e-05,1.0154,0.1865,-0.091375,0.056125,0.025
115.28,0.023407,-0.02322,-0.011887,0,0,0,6.0054e-05,5.9491e-05,0,1399.2,0.011287,0.011309,-9.9312e-05,9.4988e-05,4.9663e-05,1.0157,0.18694,-0.091687,0.056438,0.025
115.26,0.023419,-0.02327,-0.011846,0,0,0,6.0296e-05,5.9749e-05,0,1403,0.011303,0.011326,-9.945e-05,9.5419e-05,4.9588e-05,1.0162,0.18738,-0.092,0.05675,0.025
115.66,0.023536,-0.023371,-0.011818,0,0,0,6.0645e-05,6.0132e-05,0,1399.3,0.01132,0.011342,-9.986e-05,9.5755e-05,4.9398e-05,1.0206,0.18783,-0.092312,0.057063,0.025
116.05,0.023656,-0.023433,-0.011783,0,0,0,6.1133e-05,6.0632e-05,0,1395.5,0.011337,0.01136,-0.00010029,9.5776e-05,4.9158e-05,1.026,0.18827,-0.092625,0.057375,0.025
115.97,0.023656,-0.023435,-0.011741,0,0,0,6.1249e-05,6.0739e-05,0,1399.3,0.011354,0.011377,-0.00010042,9.582e-05,4.9055e-05,1.0257,0.18871,-0.092937,0.057688,0.025
115.91,0.023663,-0.02348,-0.011686,0,0,0,6.1425e-05,6.0929e-05,0,1403.2,0.011371,0.011394,-0.00010053,9.6237e-05,4.8921e-05,1.0256,0.18915,-0.09325,0.058,0.025
116.27,0.023777,-0.023578,-0.011644,0,0,0,6.1791e-05,6.1329e-05,0,1399.4,0.011388,0.011411,-0.00010093,9.6556e-05,4.8671e-05,1.0302,0.18959,-0.093562,0.058313,0.025
116.61,0.023893,-0.023635,-0.011594,0,0,0,6.2299e-05,6.1852e-05,0,1395.6,0.011406,0.011429,-0.00010135,9.6557e-05,4.8372e-05,1.0357,0.19003,-0.093875,0.058625,0.025
116.49,0.023888,-0.023632,-0.011539,0,0,0,6.2337e-05,6.1884e-05,0,1399.5,0.011424,0.011447,-0.00010145,9.6581e-05,4.8215e-05,1.0347,0.19048,-0.094187,0.058938,0.025
116.39,0.023889,-0.023673,-0.011471,0,0,0,6.2422e-05,6.1986e-05,0,1403.4,0.011441,0.011464,-0.00010155,9.698e-05,4.8024e-05,1.0338,0.19092,-0.0945,0.05925,0.025
116.71,0.023998,-0.023765,-0.011414,0,0,0,6.2791e-05,6.2387e-05,0,1399.6,0.011458,0.011481,-0.00010192,9.7278e-05,4.7717e-05,1.0384,0.19136,-0.094812,0.059563,0.025
117.02,0.024109,-0.023818,-0.011351,0,0,0,6.3293e-05,6.2905e-05,0,1395.8,0.011476,0.0115,-0.00010231,9.7259e-05,4.736e-05,1.0439,0.1918,-0.095125,0.059875,0.025
116.85,0.024097,-0.02381,-0.011283,0,0,0,6.3253e-05,6.2863e-05,0,1399.7,0.011494,0.011518,-0.00010239,9.7261e-05,4.715e-05,1.0422,0.19224,-0.095437,0.060188,0.025
116.7,0.024092,-0.023845,-0.011202,0,0,0,6.3246e-05,6.2876e-05,0,1403.5,0.011512,0.011535,-0.00010246,9.7642e-05,4.6902e-05,1.0406,0.19269,-0.09575,0.0605,0.025
116.99,0.024197,-0.023934,-0.011132,0,0,0,6.3619e-05,6.3275e-05,0,1399.5,0.011529,0.011553,-0.0001028,9.7919e-05,4.6537e-05,1.0453,0.19313,-0.096062,0.060813,0.025
117.26,0.024305,-0.023983,-0.011054,0,0,0,6.4109e-05,6.3778e-05,0,1395.5,0.011548,0.011571,-0.00010317,9.7875e-05,4.6122e-05,1.0507,0.19357,-0.096375,0.061125,0.025
117.05,0.024288,-0.023969,-0.010975,0,0,0,6.4028e-05,6.3696e-05,0,1399.4,0.011566,0.01159,-0.00010323,9.786e-05,4.5859e-05,1.0486,0.19401,-0.096687,0.061438,0.025
116.86,0.024279,-0.024,-0.010881,0,0,0,6.3978e-05,6.3668e-05,0,1403.3,0.011584,0.011608,-0.00010328,9.8229e-05,4.556e-05,1.0467,0.19445,-0.097,0.06175,0.025
117.11,0.02438,-0.024085,-0.010798,0,0,0,6.4341e-05,6.4062e-05,0,1399.5,0.011601,0.011625,-0.00010361,9.8493e-05,4.5146e-05,1.0512,0.1949,-0.097312,0.062063,0.025
117.35,0.024483,-0.02413,-0.010709,0,0,0,6.4826e-05,6.4561e-05,0,1395.6,0.01162,0.011644,-0.00010396,9.8435e-05,4.4681e-05,1.0566,0.19534,-0.097625,0.062375,0.025
117.1,0.024461,-0.024112,-0.010618,0,0,0,6.4713e-05,6.4441e-05,0,1399.5,0.011638,0.011663,-0.000104,9.8404e-05,4.4372e-05,1.0542,0.19578,-0.097937,0.062688,0.025
116.87,0.024447,-0.024139,-0.010513,0,0,0,6.4626e-05,6.4375e-05,0,1403.4,0.011656,0.011681,-0.00010403,9.8757e-05,4.4025e-05,1.0519,0.19622,-0.09825,0.063,0.025
117.09,0.024544,-0.02422,-0.010419,0,0,0,6.4976e-05,6.4753e-05,0,1399.5,0.011673,0.011698,-0.00010435,9.9005e-05,4.3565e-05,1.0564,0.19666,-0.098562,0.063313,0.025
117.29,0.024644,-0.02426,-0.010317,0,0,0,6.5442e-05,6.523e-05,0,1395.8,0.011692,0.011717,-0.00010468,9.8936e-05,4.3054e-05,1.0615,0.19711,-0.098875,0.063625,0.025
117.02,0.024618,-0.024239,-0.010217,0,0,0,6.5292e-05,6.5074e-05,0,1399.9,0.01171,0.011736,-0.0001047,9.8902e-05,4.2704e-05,1.0587,0.19755,-0.099187,0.063938,0.025
116.77,0.024598,-0.024263,-0.010101,0,0,0,6.516e-05,6.4962e-05,0,1404.2,0.011728,0.011754,-0.00010473,9.9257e-05,4.2313e-05,1.0559,0.19799,-0.0995,0.06425,0.025
116.96,0.024691,-0.024341,-0.0099953,0,0,0,6.5512e-05,6.5343e-05,0,1400.2,0.011746,0.011772,-0.00010503,9.9484e-05,4.1808e-05,1.0604,0.19843,-0.099812,0.064563,0.025
117.13,0.024784,-0.024376,-0.0098825,0,0,0,6.5979e-05,6.5818e-05,0,1396.1,0.011764,0.011791,-0.00010533,9.9378e-05,4.1251e-05,1.0657,0.19887,-0.10013,0.064875,0.025
116.8,0.02475,-0.024346,-0.0097716,0,0,0,6.5765e-05,6.5597e-05,0,1400.1,0.011783,0.011809,-0.00010531,9.9306e-05,4.0855e-05,1.0624,0.19932,-0.10044,0.065188,0.025
116.5,0.024727,-0.024366,-0.0096461,0,0,0,6.5569e-05,6.5422e-05,0,1403.9,0.011801,0.011827,-0.00010531,9.9632e-05,4.0413e-05,1.0593,0.19976,-0.10075,0.0655,0.025
116.65,0.024817,-0.02444,-0.0095301,0,0,0,6.5918e-05,6.5801e-05,0,1399.9,0.011818,0.011845,-0.00010558,9.9849e-05,3.9865e-05,1.0638,0.2002,-0.10106,0.065813,0.025
116.79,0.024908,-0.024471,-0.0094071,0,0,0,6.6363e-05,6.6256e-05,0,1396,0.011836,0.011863,-0.00010588,9.9737e-05,3.9273e-05,1.0688,0.20064,-0.10138,0.066125,0.025
116.45,0.02487,-0.024439,-0.0092881,0,0,0,6.6107e-05,6.599e-05,0,1400,0.011855,0.011882,-0.00010585,9.9652e-05,3.884e-05,1.0651,0.20108,-0.10169,0.066438,0.025
116.11,0.024842,-0.024455,-0.0091547,0,0,0,6.5861e-05,6.5762e-05,0,1403.8,0.011872,0.0119,-0.00010582,9.9959e-05,3.8361e-05,1.0617,0.20153,-0.102,0.06675,0.025
116.23,0.024927,-0.024524,-0.00903,0,0,0,6.6203e-05,6.6136e-05,0,1399.9,0.01189,0.011917,-0.00010607,0.00010016,3.7781e-05,1.0661,0.20197,-0.10231,0.067063,0.025
116.34,0.025013,-0.024552,-0.0088983,0,0,0,6.6634e-05,6.6575e-05,0,1396.1,0.011908,0.011936,-0.00010635,0.00010003,3.7156e-05,1.0709,0.20241,-0.10263,0.067375,0.025
115.97,0.02497,-0.024515,-0.0087723,0,0,0,6.6345e-05,6.6274e-05,0,1400.1,0.011926,0.011954,-0.0001063,9.9938e-05,3.6691e-05,1.067,0.20285,-0.10294,0.067688,0.025
115.6,0.024939,-0.024528,-0.0086319,0,0,0,6.6061e-05,6.6008e-05,0,1403.9,0.011943,0.011972,-0.00010626,0.00010023,3.618e-05,1.0633,0.20329,-0.10325,0.068,0.025
115.7,0.025021,-0.024594,-0.0084997,0,0,0,6.6414e-05,6.6392e-05,0,1399.9,0.01196,0.011989,-0.0001065,0.00010042,3.5572e-05,1.0678,0.20373,-0.10356,0.068313,0.025
115.78,0.025104,-0.024619,-0.0083607,0,0,0,6.6851e-05,6.6836e-05,0,1396.1,0.011978,0.012007,-0.00010676,0.00010028,3.4919e-05,1.0726,0.20418,-0.10388,0.068625,0.025
115.38,0.025058,-0.024579,-0.0082289,0,0,0,6.6524e-05,6.6495e-05,0,1400,0.011996,0.012025,-0.0001067,0.00010017,3.4427e-05,1.0684,0.20462,-0.10419,0.068938,0.025
114.99,0.025022,-0.024587,-0.0080826,0,0,0,6.6199e-05,6.6187e-05,0,1403.8,0.012013,0.012043,-0.00010664,0.00010045,3.3888e-05,1.0644,0.20506,-0.1045,0.06925,0.025
115.07,0.025099,-0.02465,-0.0079441,0,0,0,6.6556e-05,6.6574e-05,0,1399.9,0.01203,0.01206,-0.00010685,0.00010063,3.3257e-05,1.0689,0.2055,-0.10481,0.069563,0.025
115.08,0.025181,-0.024674,-0.0078001,0,0,0,6.6996e-05,6.7018e-05,0,1395.5,0.012047,0.012078,-0.00010709,0.00010046,3.2581e-05,1.074,0.20594,-0.10513,0.069875,0.025
114.67,0.025133,-0.024632,-0.0076634,0,0,0,6.6629e-05,6.6637e-05,0,1399.2,0.012065,0.012095,-0.00010701,0.00010033,3.2062e-05,1.0695,0.20639,-0.10544,0.070188,0.025
114.29,0.025089,-0.024634,-0.0075111,0,0,0,6.6244e-05,6.6271e-05,0,1403.6,0.012081,0.012112,-0.00010693,0.00010061,3.1503e-05,1.0648,0.20683,-0.10575,0.0705,0.025
114.35,0.025162,-0.024693,-0.007367,0,0,0,6.6608e-05,6.6666e-05,0,1399.9,0.012098,0.012129,-0.00010714,0.00010078,3.0855e-05,1.0693,0.20727,-0.10606,0.070813,0.025
114.34,0.025242,-0.024714,-0.0072179,0,0,0,6.7051e-05,6.7114e-05,0,1395.5,0.012115,0.012146,-0.00010736,0.0001006,3.0161e-05,1.0744,0.20771,-0.10638,0.071125,0.025
113.9,0.02519,-0.024669,-0.0070776,0,0,0,6.6648e-05,6.6696e-05,0,1399.2,0.012132,0.012164,-0.00010727,0.00010046,2.9624e-05,1.0696,0.20815,-0.10669,0.071438,0.025
113.51,0.025143,-0.024668,-0.006922,0,0,0,6.6222e-05,6.629e-05,0,1403.6,0.012148,0.01218,-0.00010718,0.00010073,2.9047e-05,1.0646,0.2086,-0.107,0.07175,0.025
113.55,0.025211,-0.024723,-0.0067739,0,0,0,6.6592e-05,6.6689e-05,0,1399.9,0.012164,0.012197,-0.00010736,0.00010089,2.8386e-05,1.0691,0.20904,-0.10731,0.072063,0.025
113.52,0.025287,-0.024742,-0.0066208,0,0,0,6.7034e-05,6.7132e-05,0,1395.5,0.012181,0.012214,-0.00010757,0.0001007,2.7679e-05,1.0743,0.20948,-0.10763,0.072375,0.025
113.06,0.025231,-0.024694,-0.0064774,0,0,0,6.6582e-05,6.6665e-05,0,1399.1,0.012197,0.012231,-0.00010745,0.00010055,2.7126e-05,1.069,0.20992,-0.10794,0.072688,0.025
112.65,0.02518,-0.02469,-0.0063194,0,0,0,6.6094e-05,6.6195e-05,0,1403.5,0.012213,0.012246,-0.00010734,0.00010081,2.6535e-05,1.0635,0.21036,-0.10825,0.073,0.025
112.67,0.025246,-0.024742,-0.006167,0,0,0,6.6495e-05,6.6624e-05,0,1399.9,0.012229,0.012262,-0.00010752,0.00010096,2.586e-05,1.0683,0.21081,-0.10856,0.073313,0.025
112.62,0.025319,-0.024758,-0.0060105,0,0,0,6.6961e-05,6.709e-05,0,1395.5,0.012245,0.012279,-0.00010771,0.00010076,2.5143e-05,1.0737,0.21125,-0.10888,0.073625,0.025
112.15,0.025261,-0.024708,-0.005865,0,0,0,6.6471e-05,6.6584e-05,0,1399.1,0.012261,0.012296,-0.00010759,0.00010059,2.4578e-05,1.0681,0.21169,-0.10919,0.073938,0.025
111.72,0.025206,-0.0247,-0.0057055,0,0,0,6.5947e-05,6.6077e-05,0,1403.5,0.012276,0.012311,-0.00010746,0.00010084,2.3976e-05,1.0623,0.21213,-0.1095,0.07425,0.025
111.73,0.025268,-0.02475,-0.0055509,0,0,0,6.6355e-05,6.6515e-05,0,1399.8,0.012292,0.012327,-0.00010762,0.00010098,2.3294e-05,1.0672,0.21257,-0.10981,0.074563,0.025
111.66,0.025337,-0.024763,-0.0053921,0,0,0,6.6819e-05,6.6978e-05,0,1395.4,0.012307,0.012343,-0.0001078,0.00010077,2.2573e-05,1.0725,0.21302,-0.11013,0.074875,0.025
111.18,0.025275,-0.02471,-0.0052453,0,0,0,6.6277e-05,6.642e-05,0,1399.2,0.012323,0.012359,-0.00010765,0.0001006,2.2e-05,1.0664,0.21346,-0.11044,0.075188,0.025
110.74,0.025217,-0.024701,-0.0050851,0,0,0,6.5686e-05,6.5846e-05,0,1403.7,0.012338,0.012373,-0.00010752,0.00010084,2.1393e-05,1.0601,0.2139,-0.11075,0.0755,0.025
110.74,0.025278,-0.024749,-0.0049287,0,0,0,6.6123e-05,6.631e-05,0,1400.1,0.012352,0.012389,-0.00010768,0.00010098,2.0707e-05,1.0652,0.21434,-0.11106,0.075813,0.025
110.66,0.025344,-0.02476,-0.0047683,0,0,0,6.6602e-05,6.6789e-05,0,1395.7,0.012368,0.012404,-0.00010784,0.00010076,1.9983e-05,1.0706,0.21478,-0.11138,0.076125,0.025
110.16,0.025279,-0.024703,-0.0046217,0,0,0,6.6008e-05,6.6181e-05,0,1399.3,0.012383,0.01242,-0.00010768,0.00010057,1.9406e-05,1.0641,0.21523,-0.11169,0.076438,0.025
109.71,0.025217,-0.024691,-0.004462,0,0,0,6.5362e-05,6.5551e-05,0,1403.7,0.012397,0.012434,-0.00010753,0.0001008,1.8795e-05,1.0574,0.21567,-0.112,0.07675,0.025
109.69,0.025274,-0.024734,-0.004305,0,0,0,6.5823e-05,6.6037e-05,0,1400.1,0.012412,0.012449,-0.00010767,0.00010092,1.811e-05,1.0628,0.21611,-0.11231,0.077063,0.025
109.59,0.025336,-0.024741,-0.0041437,0,0,0,6.6311e-05,6.6526e-05,0,1395.7,0.012427,0.012464,-0.00010781,0.00010067,1.7387e-05,1.0683,0.21655,-0.11263,0.077375,0.025
109.06,0.025267,-0.024679,-0.0039961,0,0,0,6.5665e-05,6.5867e-05,0,1399.6,0.012441,0.012479,-0.00010764,0.00010049,1.6805e-05,1.0612,0.21699,-0.11294,0.077688,0.025
108.55,0.025205,-0.024667,-0.0038332,0,0,0,6.4971e-05,6.5189e-05,0,1404.2,0.012455,0.012493,-0.00010748,0.00010073,1.6177e-05,1.0541,0.21744,-0.11325,0.078,0.025
108.53,0.02526,-0.024714,-0.0036699,0,0,0,6.5466e-05,6.5709e-05,0,1400.8,0.012469,0.012507,-0.00010762,0.00010086,1.5471e-05,1.0596,0.21788,-0.11356,0.078313,0.025
108.47,0.025314,-0.024719,-0.0035018,0,0,0,6.5973e-05,6.6215e-05,0,1397.5,0.012483,0.012522,-0.00010777,0.00010067,1.4729e-05,1.0648,0.21832,-0.11388,0.078625,0.025
107.95,0.02525,-0.024667,-0.0033496,0,0,0,6.5356e-05,6.5586e-05,0,1401.4,0.012497,0.012536,-0.00010761,0.00010053,1.4124e-05,1.058,0.21876,-0.11419,0.078938,0.025
107.64,0.025195,-0.024663,-0.0031886,0,0,0,6.4701e-05,6.4952e-05,0,1404.8,0.012511,0.01255,-0.00010748,0.00010073,1.3495e-05,1.0516,0.2192,-0.1145,0.079251,0.025
107.69,0.025258,-0.024709,-0.0030284,0,0,0,6.5255e-05,6.5531e-05,0,1400,0.012524,0.012563,-0.0001076,0.00010082,1.2796e-05,1.0582,0.21965,-0.11481,0.079563,0.025
107.76,0.025328,-0.024724,-0.0028641,0,0,0,6.5834e-05,6.6111e-05,0,1394.7,0.012538,0.012577,-0.00010772,0.00010059,1.206e-05,1.0648,0.22009,-0.11513,0.079876,0.025
107.44,0.025257,-0.024667,-0.0027202,0,0,0,6.5167e-05,6.5422e-05,0,1398.3,0.012552,0.012592,-0.00010754,0.0001004,1.1488e-05,1.0576,0.22053,-0.11544,0.080189,0.025
107.06,0.025195,-0.024655,-0.0025683,0,0,0,6.4443e-05,6.4707e-05,0,1401.3,0.012565,0.012605,-0.00010734,0.00010057,1.0897e-05,1.0509,0.22097,-0.11575,0.080501,0.025
107.2,0.025266,-0.024708,-0.002413,0,0,0,6.5033e-05,6.5326e-05,0,1396.4,0.012577,0.012618,-0.00010747,0.00010071,1.0225e-05,1.0578,0.22141,-0.11606,0.080814,0.025
107.4,0.025328,-0.024715,-0.0022538,0,0,0,6.5602e-05,6.5901e-05,0,1393.1,0.01259,0.012631,-0.00010765,0.00010052,9.5252e-06,1.0635,0.22186,-0.11638,0.081126,0.025
107.03,0.025251,-0.024648,-0.002115,0,0,0,6.4871e-05,6.5147e-05,0,1397,0.012604,0.012645,-0.00010747,0.00010028,8.9693e-06,1.0557,0.2223,-0.11669,0.081438,0.025
106.57,0.025185,-0.024631,-0.0019649,0,0,0,6.4099e-05,6.4377e-05,0,1400.7,0.012616,0.012658,-0.00010725,0.00010047,8.3807e-06,1.0482,0.22274,-0.117,0.08175,0.025
106.63,0.025242,-0.024675,-0.0018103,0,0,0,6.4653e-05,6.4958e-05,0,1397.7,0.012628,0.01267,-0.00010739,0.00010063,7.7228e-06,1.0542,0.22318,-0.11731,0.082063,0.025
106.7,0.025293,-0.02468,-0.0016526,0,0,0,6.5179e-05,6.5489e-05,0,1394.9,0.012641,0.012683,-0.00010755,0.00010044,7.0342e-06,1.0594,0.22362,-0.11763,0.082375,0.025
106.32,0.025216,-0.024619,-0.001513,0,0,0,6.4427e-05,6.4718e-05,0,1398.6,0.012655,0.012697,-0.00010736,0.00010023,6.474e-06,1.0514,0.22406,-0.11794,0.082688,0.025
105.91,0.02515,-0.024602,-0.0013651,0,0,0,6.3618e-05,6.391e-05,0,1401.4,0.012667,0.012709,-0.00010715,0.00010037,5.8898e-06,1.044,0.22451,-0.11825,0.083,0.025
105.97,0.025205,-0.024641,-0.0012123,0,0,0,6.4218e-05,6.4533e-05,0,1397.5,0.012679,0.012721,-0.00010724,0.00010048,5.2375e-06,1.0507,0.22495,-0.11856,0.083313,0.025
106.04,0.02526,-0.024645,-0.0010559,0,0,0,6.4788e-05,6.5111e-05,0,1394.1,0.012692,0.012734,-0.00010738,0.00010028,4.5545e-06,1.0565,0.22539,-0.11888,0.083625,0.025
105.66,0.025188,-0.024585,-0.00091972,0,0,0,6.4014e-05,6.4321e-05,0,1397.7,0.012704,0.012747,-0.0001072,0.00010008,4.0034e-06,1.0484,0.22583,-0.11919,0.083937,0.025
105.29,0.025125,-0.024571,-0.00077599,0,0,0,6.3186e-05,6.3494e-05,0,1401.2,0.012716,0.012759,-0.000107,0.00010027,3.435e-06,1.0405,0.22627,-0.1195,0.08425,0.025
105.38,0.025177,-0.024612,-0.00062663,0,0,0,6.3811e-05,6.4139e-05,0,1397.7,0.012727,0.012771,-0.00010712,0.00010038,2.8022e-06,1.0473,0.22672,-0.11981,0.084562,0.025
105.44,0.025229,-0.024613,-0.00047324,0,0,0,6.4395e-05,6.4728e-05,0,1394.2,0.01274,0.012784,-0.00010725,0.00010016,2.1354e-06,1.0533,0.22716,-0.12013,0.084875,0.025
105.07,0.025157,-0.024552,-0.0003406,0,0,0,6.3607e-05,6.3925e-05,0,1397.7,0.012752,0.012796,-0.00010705,9.9961e-05,1.5958e-06,1.045,0.2276,-0.12044,0.085187,0.025
104.71,0.025093,-0.024539,-0.00020085,0,0,0,6.277e-05,6.3087e-05,0,1401.1,0.012764,0.012808,-0.00010685,0.00010015,1.0411e-06,1.0371,0.22804,-0.12075,0.0855,0.025
104.8,0.025147,-0.024581,-5.4028e-05,0,0,0,6.3418e-05,6.3751e-05,0,1397.6,0.012775,0.012819,-0.00010698,0.00010027,4.2223e-07,1.0442,0.22848,-0.12106,0.085812,0.025
105.14,0.025199,-0.024583,9.6639e-05,0,0,0,6.4011e-05,6.4349e-05,0,1394.2,0.012787,0.012832,-0.00010711,0.00010005,-2.3016e-07,1.0502,0.22893,-0.12138,0.086125,0.025
104.88,0.025127,-0.024522,0.0002253,0,0,0,6.321e-05,6.3537e-05,0,1397.6,0.012799,0.012844,-0.00010691,9.9853e-05,-7.5641e-07,1.0418,0.22937,-0.12169,0.086437,0.025
104.72,0.025062,-0.024507,0.00036003,0,0,0,6.2368e-05,6.2693e-05,0,1401.1,0.01281,0.012855,-0.00010671,0.00010003,-1.2935e-06,1.0338,0.22981,-0.122,0.08675,0.025
105.01,0.025117,-0.024547,0.00050237,0,0,0,6.3023e-05,6.3362e-05,0,1397.5,0.012821,0.012866,-0.00010683,0.00010014,-1.8906e-06,1.041,0.23025,-0.12231,0.087062,0.025
105.34,0.025168,-0.024551,0.00064861,0,0,0,6.3615e-05,6.3958e-05,0,1394.7,0.012833,0.012878,-0.00010696,9.9974e-05,-2.5224e-06,1.0467,0.23069,-0.12263,0.087375,0.025
105.23,0.025098,-0.024496,0.00077273,0,0,0,6.2807e-05,6.314e-05,0,1398.4,0.012844,0.01289,-0.00010679,9.9791e-05,-3.0322e-06,1.0381,0.23114,-0.12294,0.087687,0.025
105.07,0.025032,-0.024482,0.00090195,0,0,0,6.1947e-05,6.2277e-05,0,1401.9,0.012855,0.012901,-0.00010659,9.9973e-05,-3.5496e-06,1.03,0.23158,-0.12325,0.088,0.025
105.37,0.025087,-0.024525,0.00104,0,0,0,6.2628e-05,6.2968e-05,0,1398.3,0.012866,0.012912,-0.00010671,0.0001001,-4.126e-06,1.0374,0.23202,-0.12356,0.088312,0.025
105.71,0.025139,-0.024528,0.0011818,0,0,0,6.3233e-05,6.3579e-05,0,1394.8,0.012878,0.012924,-0.00010684,9.9882e-05,-4.7357e-06,1.0436,0.23246,-0.12388,0.088625,0.025
105.56,0.025068,-0.024468,0.0013009,0,0,0,6.2407e-05,6.2744e-05,0,1398.3,0.012889,0.012936,-0.00010665,9.969e-05,-5.228e-06,1.0349,0.2329,-0.12419,0.088937,0.025
105.39,0.025004,-0.024455,0.0014248,0,0,0,6.1538e-05,6.1871e-05,0,1401.8,0.0129,0.012946,-0.00010645,9.9879e-05,-5.7264e-06,1.0267,0.23335,-0.1245,0.08925,0.025
105.7,0.025059,-0.024499,0.0015585,0,0,0,6.2237e-05,6.2581e-05,0,1398.2,0.01291,0.012957,-0.00010657,0.00010001,-6.2819e-06,1.0342,0.23379,-0.12481,0.089562,0.025
106.03,0.025111,-0.024503,0.0016958,0,0,0,6.2855e-05,6.3205e-05,0,1394.7,0.012922,0.012969,-0.0001067,9.9794e-05,-6.8697e-06,1.0405,0.23423,-0.12513,0.089875,0.025
105.88,0.02504,-0.024444,0.0018102,0,0,0,6.2019e-05,6.2362e-05,0,1398.2,0.012934,0.012981,-0.00010651,9.9607e-05,-7.3449e-06,1.0317,0.23467,-0.12544,0.090187,0.025
105.71,0.024975,-0.024432,0.0019286,0,0,0,6.1142e-05,6.1482e-05,0,1401.7,0.012944,0.012991,-0.00010631,9.9801e-05,-7.823e-06,1.0234,0.23511,-0.12575,0.0905,0.025
106.02,0.025033,-0.024478,0.002058,0,0,0,6.1864e-05,6.2213e-05,0,1398.2,0.012954,0.013002,-0.00010644,9.9942e-05,-8.3582e-06,1.0312,0.23556,-0.12606,0.090812,0.025
106.35,0.025087,-0.024484,0.0021906,0,0,0,6.2499e-05,6.2854e-05,0,1394.7,0.012966,0.013014,-0.00010658,9.9738e-05,-8.9232e-06,1.0376,0.236,-0.12638,0.091125,0.025
106.22,0.025017,-0.024427,0.0022995,0,0,0,6.1666e-05,6.2001e-05,0,1398.3,0.012977,0.013025,-0.00010639,9.9561e-05,-9.3792e-06,1.0288,0.23644,-0.12669,0.091437,0.025
106.06,0.024953,-0.024416,0.0024111,0,0,0,6.0797e-05,6.1105e-05,0,1401.1,0.012988,0.013036,-0.0001062,9.9715e-05,-9.8285e-06,1.0208,0.23688,-0.127,0.09175,0.025
106.34,0.025011,-0.024457,0.0025336,0,0,0,6.1521e-05,6.1857e-05,0,1397.4,0.012998,0.013046,-0.00010631,9.9851e-05,-1.0332e-05,1.0287,0.23732,-0.12731,0.092062,0.025
106.69,0.02507,-0.024463,0.0026618,0,0,0,6.2164e-05,6.2525e-05,0,1393.5,0.01301,0.013058,-0.00010646,9.9622e-05,-1.0874e-05,1.0353,0.23776,-0.12763,0.092375,0.025
106.52,0.025,-0.024401,0.0027646,0,0,0,6.1329e-05,6.166e-05,0,1397,0.013021,0.013069,-0.00010627,9.942e-05,-1.1306e-05,1.0265,0.23821,-0.12794,0.092687,0.025
106.46,0.024931,-0.024385,0.0028666,0,0,0,6.0459e-05,6.0759e-05,0,1401.6,0.013031,0.01308,-0.00010608,9.9653e-05,-1.1724e-05,1.0178,0.23865,-0.12825,0.093,0.025
106.78,0.024983,-0.024428,0.0029811,0,0,0,6.112e-05,6.1449e-05,0,1398.3,0.013042,0.01309,-0.00010623,9.9755e-05,-1.2193e-05,1.0249,0.23909,-0.12856,0.093312,0.025
107.16,0.025031,-0.024424,0.0030989,0,0,0,6.1664e-05,6.2027e-05,0,1394.8,0.013053,0.013102,-0.00010633,9.9535e-05,-1.2693e-05,1.0306,0.23953,-0.12887,0.093624,0.025
