# y+ ()       
# Time        	patch         	min           	max           	average       
69.5          	frontAndBack	1.458862e-01	2.289273e+02	6.478397e+01
69.5          	obstacle	2.963188e-02	8.933802e+01	3.837297e+01
70            	bottom	6.432839e-02	4.144962e+02	1.577518e+02
70            	frontAndBack	1.396659e-01	2.254344e+02	6.487704e+01
70            	obstacle	7.362238e-02	8.926157e+01	3.834616e+01
70.5          	bottom	4.064204e-02	4.154193e+02	1.577791e+02
70.5          	frontAndBack	1.458514e-01	2.209029e+02	6.481282e+01
70.5          	obstacle	4.651441e-02	8.894303e+01	3.828537e+01
71            	bottom	2.421208e-02	4.165886e+02	1.576951e+02
71            	frontAndBack	1.599062e-01	2.233331e+02	6.483593e+01
71            	obstacle	2.771023e-02	8.890955e+01	3.837867e+01
71.5          	bottom	3.462071e-02	4.166817e+02	1.576516e+02
71.5          	frontAndBack	1.951842e-01	2.175257e+02	6.474084e+01
71.5          	obstacle	3.962345e-02	8.896016e+01	3.839320e+01
72            	bottom	5.096168e-02	4.169501e+02	1.576987e+02
72            	frontAndBack	2.139773e-01	2.196832e+02	6.456713e+01
72            	obstacle	5.832456e-02	8.856318e+01	3.826631e+01
72.5          	bottom	4.100948e-02	4.165085e+02	1.577824e+02
72.5          	frontAndBack	1.910015e-01	2.186997e+02	6.442949e+01
72.5          	obstacle	4.693532e-02	8.792822e+01	3.815475e+01
73            	bottom	2.673641e-02	4.162849e+02	1.578914e+02
73            	frontAndBack	1.597109e-01	2.154929e+02	6.409221e+01
73            	obstacle	3.059928e-02	8.791922e+01	3.827184e+01
73.5          	bottom	5.360681e-02	4.163090e+02	1.580365e+02
73.5          	frontAndBack	1.126518e-01	2.139007e+02	6.397849e+01
73.5          	obstacle	6.135186e-02	8.801807e+01	3.828963e+01
74            	bottom	3.968353e-02	4.157015e+02	1.582137e+02
74            	frontAndBack	1.147486e-01	2.121216e+02	6.371066e+01
74            	obstacle	4.541777e-02	8.797880e+01	3.822797e+01
74.5          	bottom	4.999097e-02	4.153656e+02	1.583748e+02
74.5          	frontAndBack	8.575388e-02	2.116909e+02	6.368213e+01
74.5          	obstacle	5.721417e-02	8.809257e+01	3.826437e+01
75            	bottom	1.633865e-02	4.170749e+02	1.584955e+02
75            	frontAndBack	6.695287e-02	2.097510e+02	6.339291e+01
75            	obstacle	1.869942e-02	8.774641e+01	3.824018e+01
75.5          	bottom	6.542787e-02	4.171771e+02	1.587516e+02
75.5          	frontAndBack	9.752270e-02	2.067138e+02	6.331030e+01
75.5          	obstacle	7.488155e-02	8.690612e+01	3.816502e+01
76            	bottom	4.167214e-02	4.152273e+02	1.589417e+02
76            	frontAndBack	1.199043e-01	2.030975e+02	6.277989e+01
76            	obstacle	4.769361e-02	8.648952e+01	3.821535e+01
76.5          	bottom	1.562864e-02	4.164464e+02	1.588799e+02
76.5          	frontAndBack	2.176262e-01	2.077803e+02	6.201450e+01
76.5          	obstacle	1.788704e-02	8.629825e+01	3.823802e+01
77            	bottom	3.389898e-02	4.171916e+02	1.586146e+02
77            	frontAndBack	8.364719e-02	2.116173e+02	6.160782e+01
77            	obstacle	3.879682e-02	8.503911e+01	3.784055e+01
77.5          	bottom	5.698748e-02	4.146148e+02	1.585467e+02
77.5          	frontAndBack	1.776439e-01	2.161578e+02	6.149780e+01
77.5          	obstacle	6.522123e-02	8.484195e+01	3.768966e+01
78            	bottom	1.418525e-02	4.138792e+02	1.587007e+02
78            	frontAndBack	2.057185e-01	2.108542e+02	6.159742e+01
78            	obstacle	1.623484e-02	8.547001e+01	3.786154e+01
78.5          	bottom	3.717404e-02	4.155912e+02	1.585894e+02
78.5          	frontAndBack	1.838787e-01	2.122829e+02	6.160725e+01
78.5          	obstacle	4.254497e-02	8.513873e+01	3.801223e+01
79            	bottom	6.462784e-02	4.151252e+02	1.583656e+02
79            	frontAndBack	1.153221e-01	2.184367e+02	6.145926e+01
79            	obstacle	7.396558e-02	8.360019e+01	3.768215e+01
79.5          	bottom	7.953500e-02	4.147095e+02	1.582725e+02
79.5          	frontAndBack	9.045237e-02	2.134519e+02	6.105806e+01
79.5          	obstacle	9.102612e-02	8.397067e+01	3.739475e+01
80            	bottom	8.722927e-02	4.143231e+02	1.583654e+02
80            	frontAndBack	6.589806e-02	2.107655e+02	6.113168e+01
80            	obstacle	9.983220e-02	8.550993e+01	3.767303e+01
80.5          	bottom	7.319624e-02	4.143813e+02	1.582620e+02
80.5          	frontAndBack	5.297688e-02	2.053581e+02	6.141485e+01
80.5          	obstacle	8.377410e-02	8.565629e+01	3.800987e+01
81            	bottom	2.987329e-02	4.140898e+02	1.580252e+02
81            	frontAndBack	3.186367e-02	2.218157e+02	6.138270e+01
81            	obstacle	3.419040e-02	8.387928e+01	3.784944e+01
81.5          	bottom	7.015050e-02	4.138828e+02	1.580304e+02
81.5          	frontAndBack	1.148108e-01	2.204589e+02	6.135602e+01
81.5          	obstacle	8.028827e-02	8.346885e+01	3.763772e+01
82            	bottom	6.191386e-02	4.158414e+02	1.583037e+02
82            	frontAndBack	1.010173e-01	2.150054e+02	6.112229e+01
82            	obstacle	7.085909e-02	8.549734e+01	3.776626e+01
82.5          	bottom	7.141741e-03	4.166242e+02	1.583966e+02
82.5          	frontAndBack	1.279165e-01	2.040092e+02	6.112655e+01
82.5          	obstacle	8.174035e-03	8.598919e+01	3.800377e+01
83            	bottom	7.803966e-02	4.167898e+02	1.583320e+02
83            	frontAndBack	2.203836e-01	2.118097e+02	6.151841e+01
83            	obstacle	8.931480e-02	8.463334e+01	3.793608e+01
83.5          	bottom	3.722699e-02	4.160852e+02	1.583862e+02
83.5          	frontAndBack	1.072069e-01	2.245498e+02	6.181263e+01
83.5          	obstacle	4.260550e-02	8.467921e+01	3.765241e+01
84            	bottom	5.365755e-02	4.161269e+02	1.587838e+02
84            	frontAndBack	1.326801e-01	2.217902e+02	6.165608e+01
84            	obstacle	6.141197e-02	8.413088e+01	3.780937e+01
84.5          	bottom	3.569398e-02	4.162167e+02	1.591523e+02
84.5          	frontAndBack	1.873497e-01	1.939565e+02	6.144241e+01
84.5          	obstacle	4.085233e-02	8.564483e+01	3.806856e+01
85            	bottom	4.133780e-02	4.169805e+02	1.591567e+02
85            	frontAndBack	1.575272e-01	2.026275e+02	6.144046e+01
85            	obstacle	4.731162e-02	8.471640e+01	3.805538e+01
85.5          	bottom	2.809842e-02	4.167205e+02	1.590661e+02
85.5          	frontAndBack	2.076324e-01	2.015083e+02	6.132524e+01
85.5          	obstacle	3.215801e-02	8.390595e+01	3.767060e+01
86            	bottom	5.649489e-02	4.159776e+02	1.593199e+02
86            	frontAndBack	9.806225e-02	2.098131e+02	6.122594e+01
86            	obstacle	3.133140e-02	8.360057e+01	3.759316e+01
86.5          	bottom	9.223836e-02	4.163974e+02	1.597915e+02
86.5          	frontAndBack	1.262937e-01	2.619389e+02	6.129665e+01
86.5          	obstacle	8.833921e-02	8.566814e+01	3.776731e+01
87            	bottom	8.431010e-02	4.183098e+02	1.598424e+02
87            	frontAndBack	1.241378e-01	2.272209e+02	6.151741e+01
87            	obstacle	9.649112e-02	8.482557e+01	3.803544e+01
87.5          	bottom	6.488338e-02	4.171270e+02	1.596186e+02
87.5          	frontAndBack	9.054310e-02	2.129512e+02	6.129843e+01
87.5          	obstacle	5.963520e-02	8.234980e+01	3.772981e+01
88            	bottom	7.016554e-02	4.166067e+02	1.594352e+02
88            	frontAndBack	1.085079e-01	2.037441e+02	6.079975e+01
88            	obstacle	3.795985e-02	8.278787e+01	3.739566e+01
88.5          	bottom	2.048494e-02	4.156967e+02	1.595176e+02
88.5          	frontAndBack	5.852441e-02	2.543288e+02	6.070045e+01
88.5          	obstacle	2.344458e-02	8.530494e+01	3.744388e+01
89            	bottom	5.987943e-02	4.146803e+02	1.595324e+02
89            	frontAndBack	7.960667e-02	2.243354e+02	6.086202e+01
89            	obstacle	6.853147e-02	8.571791e+01	3.784546e+01
89.5          	bottom	4.628137e-02	4.157423e+02	1.592884e+02
89.5          	frontAndBack	1.158388e-01	1.948791e+02	6.028870e+01
89.5          	obstacle	2.691177e-02	8.364904e+01	3.798524e+01
90            	bottom	1.306434e-02	4.132642e+02	1.591632e+02
90            	frontAndBack	8.315595e-02	2.219388e+02	6.034810e+01
90            	obstacle	1.495239e-02	8.235350e+01	3.753798e+01
