# Solver information
# Time        	alpha.water_solver	alpha.water_initial	alpha.water_final	alpha.water_iters	alpha.water_converged	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
0.000600024   	smoothSolver	0.000000e+00	0.000000e+00	0	true	smoothSolver	1.000000e+00	1.092560e-02	1	true	GAMG	1.000000e+00	5.437190e-03	3	true	smoothSolver	1.471110e-03	1.127730e-04	1	true
0.00132009    	smoothSolver	4.114090e-04	1.794300e-10	4	true	smoothSolver	1.315980e-01	3.591290e-05	1	true	GAMG	1.802610e-03	1.335770e-05	8	true	smoothSolver	3.110880e-05	1.283030e-07	1	true
0.00218416    	smoothSolver	3.664430e-04	8.519790e-10	4	true	smoothSolver	6.054780e-02	3.178910e-05	1	true	GAMG	1.069600e-03	6.739710e-06	3	true	smoothSolver	4.164400e-05	3.646700e-07	1	true
0.00322139    	smoothSolver	6.286200e-04	5.795770e-09	4	true	smoothSolver	4.300110e-02	4.181620e-05	1	true	GAMG	1.011730e-03	9.546350e-06	5	true	smoothSolver	5.645410e-05	1.009410e-06	1	true
0.00446581    	smoothSolver	8.061230e-04	1.187870e-09	5	true	smoothSolver	3.572500e-02	5.787270e-05	1	true	GAMG	1.595990e-03	1.004920e-05	4	true	smoothSolver	7.861010e-05	2.661060e-06	1	true
0.00592983    	smoothSolver	1.020640e-03	4.867460e-10	6	true	smoothSolver	3.156430e-02	8.249950e-05	1	true	GAMG	1.385700e-03	1.336330e-05	3	true	smoothSolver	1.105450e-04	6.331490e-06	1	true
0.00767076    	smoothSolver	1.472030e-03	3.136460e-09	6	true	smoothSolver	3.017490e-02	1.289390e-04	1	true	GAMG	1.720660e-03	1.156810e-05	3	true	smoothSolver	1.648260e-04	1.418880e-05	1	true
0.00973811    	smoothSolver	1.708320e-03	8.343220e-10	7	true	smoothSolver	3.033880e-02	2.144440e-04	1	true	GAMG	1.152600e-03	4.927820e-06	4	true	smoothSolver	2.547100e-04	6.464260e-06	2	true
0.0122076     	smoothSolver	2.040260e-03	3.761780e-09	7	true	smoothSolver	3.139940e-02	3.545640e-04	1	true	GAMG	1.294490e-03	1.000230e-05	3	true	smoothSolver	4.127490e-04	1.420020e-05	2	true
0.0151739     	smoothSolver	2.555020e-03	9.379430e-09	7	true	smoothSolver	3.342370e-02	5.989750e-04	1	true	GAMG	1.468120e-03	1.127000e-05	3	true	smoothSolver	6.479200e-04	2.816070e-05	2	true
0.0187293     	smoothSolver	2.996770e-03	2.490810e-09	8	true	smoothSolver	3.640720e-02	9.816800e-04	1	true	GAMG	1.689660e-03	1.542090e-05	3	true	smoothSolver	1.012600e-03	5.326380e-05	2	true
0.0228009     	smoothSolver	3.197220e-03	7.811650e-09	8	true	smoothSolver	3.886650e-02	1.396210e-03	1	true	GAMG	1.690620e-03	9.002630e-06	4	true	smoothSolver	1.427010e-03	8.085960e-05	2	true
0.0274104     	smoothSolver	3.595380e-03	1.459260e-09	9	true	smoothSolver	4.212210e-02	1.866840e-03	1	true	GAMG	1.540780e-03	1.467200e-05	3	true	smoothSolver	1.813330e-03	1.069040e-04	2	true
0.0326114     	smoothSolver	3.947830e-03	4.382150e-09	9	true	smoothSolver	4.559970e-02	2.327210e-03	1	true	GAMG	1.606810e-03	1.146810e-05	3	true	smoothSolver	2.227380e-03	1.208060e-04	2	true
0.038439      	smoothSolver	4.252530e-03	2.139930e-09	10	true	smoothSolver	4.926490e-02	2.881080e-03	1	true	GAMG	2.068880e-03	1.244100e-05	3	true	smoothSolver	2.603440e-03	1.288440e-04	2	true
0.044936      	smoothSolver	4.277490e-03	4.716030e-09	10	true	smoothSolver	5.411300e-02	3.889020e-03	1	true	GAMG	3.445290e-03	2.415580e-05	3	true	smoothSolver	3.138610e-03	1.808270e-04	2	true
0.0519073     	smoothSolver	4.387970e-03	4.248980e-09	10	true	smoothSolver	5.952780e-02	5.291790e-03	1	true	GAMG	4.494470e-03	2.149960e-05	3	true	smoothSolver	3.805260e-03	2.176160e-04	2	true
0.0593143     	smoothSolver	4.686120e-03	7.273670e-09	10	true	smoothSolver	6.640650e-02	1.821550e-03	2	true	GAMG	2.840140e-03	1.574920e-05	3	true	smoothSolver	4.314330e-03	2.637470e-04	2	true
0.0674237     	smoothSolver	4.815640e-03	5.715750e-09	11	true	smoothSolver	7.546550e-02	2.473680e-03	2	true	GAMG	2.463990e-03	1.289030e-05	3	true	smoothSolver	5.210530e-03	3.562730e-04	2	true
0.0764778     	smoothSolver	5.523490e-03	3.925620e-09	12	true	smoothSolver	8.758520e-02	3.614590e-03	2	true	GAMG	2.100090e-03	1.176920e-05	3	true	smoothSolver	6.358080e-03	4.608150e-04	2	true
0.0866264     	smoothSolver	6.705260e-03	3.901870e-09	13	true	smoothSolver	1.016840e-01	5.152300e-03	2	true	GAMG	2.290420e-03	1.378180e-05	3	true	smoothSolver	7.503330e-03	5.307080e-04	2	true
0.0931974     	smoothSolver	4.713780e-03	6.935000e-09	10	true	smoothSolver	7.290030e-02	2.201120e-03	2	true	GAMG	2.418200e-03	1.073370e-05	3	true	smoothSolver	5.075460e-03	2.314660e-04	2	true
0.100948      	smoothSolver	5.454130e-03	6.687240e-09	11	true	smoothSolver	9.147440e-02	3.532930e-03	2	true	GAMG	1.928390e-03	1.176680e-05	3	true	smoothSolver	6.204060e-03	3.555750e-04	2	true
0.110029      	smoothSolver	6.517750e-03	7.939040e-09	12	true	smoothSolver	1.122470e-01	5.699940e-03	2	true	GAMG	2.032060e-03	1.271980e-05	3	true	smoothSolver	7.568000e-03	4.943340e-04	2	true
0.120499      	smoothSolver	7.825050e-03	9.217550e-09	13	true	smoothSolver	1.358320e-01	9.095880e-03	2	true	GAMG	2.012760e-03	1.342730e-05	3	true	smoothSolver	9.414430e-03	7.054980e-04	2	true
0.132547      	smoothSolver	9.370410e-03	4.503180e-09	15	true	smoothSolver	1.667300e-01	1.437260e-02	2	true	GAMG	2.169040e-03	1.484090e-05	3	true	smoothSolver	1.192530e-02	9.971910e-04	2	true
0.146316      	smoothSolver	1.158330e-02	5.804130e-09	16	true	smoothSolver	2.033520e-01	1.062700e-02	3	true	GAMG	2.212230e-03	1.321660e-05	3	true	smoothSolver	1.486800e-02	1.475710e-03	2	true
0.161838      	smoothSolver	1.402750e-02	4.814970e-09	18	true	smoothSolver	2.342530e-01	1.486280e-02	3	true	GAMG	2.356650e-03	1.317630e-05	3	true	smoothSolver	1.846620e-02	9.257950e-04	3	true
0.178943      	smoothSolver	1.634430e-02	9.839950e-09	21	true	smoothSolver	2.680790e-01	1.882340e-02	3	true	GAMG	2.537940e-03	1.365800e-05	3	true	smoothSolver	2.261010e-02	1.210890e-03	3	true
0.196049      	smoothSolver	1.785040e-02	8.199550e-09	22	true	smoothSolver	2.753590e-01	1.995960e-02	3	true	GAMG	3.611530e-03	1.445080e-05	3	true	smoothSolver	2.562640e-02	1.390060e-03	3	true
0.20562       	smoothSolver	1.084190e-02	8.078810e-09	15	true	smoothSolver	1.810860e-01	1.609180e-02	2	true	GAMG	3.238200e-03	1.263540e-05	3	true	smoothSolver	1.656030e-02	1.244020e-03	2	true
0.215307      	smoothSolver	1.014840e-02	7.431030e-09	16	true	smoothSolver	1.948460e-01	1.931110e-02	2	true	GAMG	3.067190e-03	1.221940e-05	3	true	smoothSolver	1.958980e-02	1.670050e-03	2	true
0.226359      	smoothSolver	1.251230e-02	7.407060e-09	18	true	smoothSolver	2.316320e-01	1.416010e-02	3	true	GAMG	3.597920e-03	1.366160e-05	3	true	smoothSolver	2.639230e-02	1.349330e-03	3	true
0.236152      	smoothSolver	1.246890e-02	7.802740e-09	17	true	smoothSolver	2.337470e-01	1.549710e-02	3	true	GAMG	4.431440e-03	1.535350e-05	3	true	smoothSolver	2.865020e-02	1.546550e-03	3	true
0.247064      	smoothSolver	1.471070e-02	6.717910e-09	19	true	smoothSolver	2.883430e-01	2.594230e-02	3	true	GAMG	3.868240e-03	1.745420e-05	3	true	smoothSolver	4.079820e-02	2.769680e-03	3	true
0.258829      	smoothSolver	1.793830e-02	8.521100e-09	20	true	smoothSolver	3.343020e-01	1.883750e-02	4	true	GAMG	3.950320e-03	1.847500e-05	3	true	smoothSolver	5.577640e-02	4.456330e-03	3	true
0.270783      	smoothSolver	2.039940e-02	7.573260e-09	21	true	smoothSolver	3.587480e-01	2.085300e-02	4	true	GAMG	4.633920e-03	2.002140e-05	3	true	smoothSolver	7.166810e-02	6.423390e-03	3	true
0.280772      	smoothSolver	1.892800e-02	6.393480e-09	20	true	smoothSolver	3.475710e-01	3.270470e-02	3	true	GAMG	5.133920e-03	1.881530e-05	3	true	smoothSolver	7.792010e-02	6.025770e-03	3	true
0.290362      	smoothSolver	1.823040e-02	6.460810e-09	21	true	smoothSolver	3.531260e-01	3.275520e-02	3	true	GAMG	4.974110e-03	2.253680e-05	3	true	smoothSolver	9.231400e-02	6.838380e-03	3	true
0.299016      	smoothSolver	1.789060e-02	8.373170e-09	21	true	smoothSolver	3.386750e-01	2.944970e-02	3	true	GAMG	5.353980e-03	2.408290e-05	3	true	smoothSolver	1.005790e-01	6.847040e-03	3	true
0.306892      	smoothSolver	1.727840e-02	6.510410e-09	21	true	smoothSolver	3.357600e-01	2.698730e-02	3	true	GAMG	5.604400e-03	2.366670e-05	3	true	smoothSolver	1.106460e-01	6.626540e-03	3	true
0.314426      	smoothSolver	1.757150e-02	5.761730e-09	21	true	smoothSolver	3.389380e-01	2.668970e-02	3	true	GAMG	6.186770e-03	2.434440e-05	3	true	smoothSolver	1.194210e-01	6.852640e-03	3	true
0.322129      	smoothSolver	1.891050e-02	7.964760e-09	21	true	smoothSolver	3.460010e-01	2.867900e-02	3	true	GAMG	6.491670e-03	2.769640e-05	3	true	smoothSolver	1.305210e-01	8.042500e-03	3	true
0.329921      	smoothSolver	2.027180e-02	6.142250e-09	22	true	smoothSolver	3.415850e-01	2.912220e-02	3	true	GAMG	6.472710e-03	2.894690e-05	3	true	smoothSolver	1.355730e-01	8.252790e-03	3	true
